DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2002-04-17 06:05:00,169.81,53.39,213.233,127.183,1365.48,408.853,105.99451500000004,211.472,90.72,157.307,299.869,98.567,161.96,193.396,178.258,196.0,199.432,112.656,47.096,267.248
2002-04-17 06:10:00,170.926,51.83,213.167,127.433,1372.5,409.68,106.4692399999999,215.258,90.718,158.323,299.447,100.141,162.36,195.424,180.1,192.792,198.528,114.25,46.896,270.248
2002-04-17 06:15:00,172.728,51.783,213.533,128.22,1378.4,405.52,106.221,214.67,88.734,160.313,299.057,102.008,161.14,193.374,178.728,193.702,197.298,113.082,46.396,270.606
2002-04-17 06:20:00,169.916,51.147,214.767,127.883,1370.44,409.16,106.31959687499997,214.464,90.64,158.793,299.512,100.761,160.18,192.39,175.876,193.076,199.62,113.694,47.248,268.774
2002-04-17 06:25:00,172.356,53.023,212.567,126.12,1375.9,408.803,106.33024208333332,214.76,89.086,159.83,299.006,99.884,161.9,194.964,176.63,193.36,200.662,114.54,45.712,268.006
2002-04-17 06:30:00,170.812,52.34,212.767,127.91,1372.48,409.8,106.822,214.83,90.01,159.257,302.349,100.838,162.94,192.92,179.686,195.052,200.026,112.674,46.21,268.11
2002-04-17 06:35:00,170.95,52.013,213.4,127.643,1374.9,408.913,106.35539208333324,214.81,90.42,158.537,298.508,100.064,161.18,193.76,176.6,193.56,199.216,113.932,45.82,267.87
2002-04-17 06:40:00,173.408,52.953,214.3,128.99,1379.16,405.713,105.96723166666654,214.02,90.194,155.077,300.884,100.611,160.36,195.358,175.724,194.248,200.074,113.89,46.384,267.246
2002-04-17 06:45:00,171.886,52.577,213.467,126.193,1371.08,407.053,106.254,217.554,89.862,157.85,301.861,98.958,163.74,192.612,178.286,194.816,200.562,113.078,46.538,269.184
2002-04-17 06:50:00,171.214,53.083,213.967,126.833,1380.3,408.83,106.35435999999969,216.028,90.316,157.983,299.369,99.793,163.34,195.778,179.436,193.372,201.746,113.642,46.838,267.982
2002-04-17 06:55:00,171.672,53.653,214.933,127.157,1366.94,409.263,106.00566541666656,212.832,90.616,157.53,300.713,101.129,162.4,196.886,176.446,196.238,196.788,112.962,45.644,267.98
2002-04-17 07:00:00,171.93,52.707,212.067,127.63,1374.82,407.857,104.72,216.342,90.152,159.69,299.443,100.871,160.88,192.842,176.144,194.948,198.89,114.48,46.16,269.544
2002-04-17 07:05:00,172.25,53.587,213.833,127.73,1363.88,413.5,106.37926083333328,213.894,90.854,158.093,299.759,99.786,162.08,194.308,177.724,195.278,198.818,113.5,46.2,263.98
2002-04-17 07:10:00,170.678,52.053,213.433,127.63,1375.4,408.657,106.48552125000002,214.836,90.126,159.073,299.922,99.344,161.44,192.52,178.034,195.198,199.262,113.96,46.206,264.83
2002-04-17 07:15:00,171.898,52.067,212.2,129.773,1371.1,408.573,105.979,214.806,88.332,158.903,298.553,100.566,160.74,193.928,177.316,192.846,199.896,113.728,46.264,265.58
2002-04-17 07:20:00,171.474,51.617,213.167,128.043,1376.32,408.42,106.74173124999994,215.866,89.208,159.083,300.086,99.643,161.36,194.79,176.952,195.292,199.722,114.95,45.34,266.364
2002-04-17 07:25:00,171.768,53.193,209.967,127.62,1373.18,409.427,106.38254791666657,215.432,88.34,159.55,302.758,101.732,164.34,194.44,177.968,195.752,198.288,114.29,46.276,265.674
2002-04-17 07:30:00,172.016,53.143,212.533,128.317,1373.2,411.45,106.487,215.526,90.608,159.163,298.783,101.868,161.92,194.206,175.27,195.356,198.184,113.338,46.47,267.858
