DATETIME,ATHN,MXCO,NANM,CALM,ROME,AATB,BKSN,JUNG,JUNG1,LMKS,IRK2,IRK3,IRKT,DRBS,NEWK,KIEL2,YKTK,KERG,CALG,OULU,APTY,NRLK,TXBY,FSMT,INVK,JBGO,NAIN,PWNK,THUL,MWSN,SOPB,SOPO,DOMB,DOMC,TERA
2023-04-24 01:10:00,54.403,217.503,255.785,,120.703,1281.92,124.722,152.416,352.545,422.168,344.932,372.6,167.4,102.35,89.658,169.492,207.067,210.904,282.525,98.834,162.439,119.018,94.72,202.172,177.826,252.048,195.188,199.158,112.42,212.945,131.712,271.068,4.335,16.53,109.046
2023-04-24 01:15:00,54.971,216.277,258.142,,120.59,1286.28,126.705,155.216,348.446,420.168,342.41,372.5,164.2,104.627,89.108,170.752,204.64,210.391,279.129,99.385,162.142,116.444,95.733,199.588,177.73,251.13,196.096,200.552,113.422,215.165,131.068,270.584,4.636,16.762,107.79
2023-04-24 01:20:00,54.191,217.15,256.778,,122.09,1283.2,122.464,153.582,346.967,422.389,340.872,373.25,166.8,106.0,91.95,167.368,206.48,210.441,283.0,98.816,162.423,119.422,95.387,201.334,177.258,252.53,195.682,194.44,112.962,212.721,131.44,273.088,4.897,17.197,107.27
2023-04-24 01:25:00,53.174,216.203,256.895,,122.443,1272.9,122.564,153.882,344.93,424.554,339.694,373.6,166.0,106.33,89.584,167.253,203.813,210.234,279.588,100.379,162.945,118.14,95.6,201.298,179.908,249.68,195.848,197.004,113.588,215.118,131.032,269.364,4.593,17.431,108.527
2023-04-24 01:30:00,54.217,217.623,259.814,,119.396,1282.46,124.918,152.365,348.304,420.245,344.758,371.5,166.8,104.361,89.362,168.421,202.933,208.823,280.228,99.503,161.123,120.17,97.093,201.122,179.306,249.572,194.88,197.104,114.45,215.44,131.552,271.22,4.629,16.982,108.85
2023-04-24 01:35:00,53.469,214.913,260.569,,119.753,1288.18,123.751,155.794,348.252,419.466,345.484,375.8,166.2,105.026,90.868,170.259,203.547,210.077,281.534,99.012,162.746,118.034,95.413,198.316,176.732,252.58,195.874,199.118,112.856,217.031,131.558,269.786,4.629,16.674,109.523
2023-04-24 01:40:00,54.188,219.06,259.08,,120.913,1282.38,124.953,153.893,349.216,422.531,347.654,374.4,164.6,105.34,90.228,168.938,205.68,209.622,278.641,97.589,162.928,118.724,96.027,201.758,181.794,247.05,195.546,198.382,111.254,213.777,131.542,268.334,4.366,17.438,108.201
2023-04-24 01:45:00,53.977,218.267,259.479,,121.503,1279.98,123.336,155.613,349.089,422.417,343.252,375.2,166.6,106.853,90.26,168.281,204.027,209.603,278.432,98.976,162.777,118.046,95.387,199.882,181.68,249.74,195.888,201.95,113.166,214.452,130.104,272.03,4.533,16.742,107.596
2023-04-24 01:50:00,54.711,217.677,260.365,,120.227,1295.4,122.857,154.982,346.489,423.741,343.244,374.5,164.8,105.645,88.898,172.095,204.293,208.291,273.236,98.159,163.28,116.688,94.773,201.42,178.568,248.02,195.96,196.836,113.502,212.861,129.746,266.94,4.458,16.915,108.612
2023-04-24 01:55:00,53.799,217.08,259.269,,119.403,1289.08,124.566,155.825,349.113,423.245,341.388,368.25,167.8,100.888,89.142,168.635,205.493,208.02,276.173,100.581,160.802,118.466,95.973,200.938,178.608,249.265,194.11,200.082,114.11,214.65,129.352,266.406,4.389,16.967,108.007
2023-04-24 02:00:00,54.546,218.357,257.735,,120.35,1295.36,126.683,154.873,346.733,426.488,340.786,372.0,162.8,105.659,91.256,168.088,204.587,210.615,275.833,100.177,163.305,119.364,97.653,198.482,177.552,245.24,195.992,198.194,114.61,213.322,129.652,267.622,4.3,16.73,106.513
2023-04-24 02:05:00,53.982,217.24,259.155,,121.02,1284.58,125.382,156.679,349.721,428.293,341.498,374.8,166.4,105.714,90.806,167.411,204.907,209.571,271.47,100.077,164.013,117.708,95.547,200.338,177.5,,193.874,200.594,113.83,213.092,129.186,265.954,4.655,17.097,106.926
2023-04-24 02:10:00,53.554,218.517,259.569,,121.977,1296.58,125.18,157.142,354.482,426.248,342.798,370.2,167.0,105.414,90.37,169.538,206.373,211.415,271.284,97.835,164.039,118.784,95.44,199.464,179.038,,196.63,196.888,113.548,213.499,128.486,265.14,4.447,17.261,106.732
2023-04-24 02:15:00,54.174,216.997,257.622,,121.603,1290.06,124.123,156.57,351.525,428.328,340.352,372.25,165.4,106.852,89.414,168.058,207.227,209.153,273.937,97.904,162.706,119.974,95.387,197.924,179.234,,196.238,196.47,114.132,213.554,128.87,267.922,4.307,16.147,106.493
2023-04-24 02:20:00,52.977,218.673,262.695,,119.773,1290.0,125.588,154.418,351.397,423.314,342.32,373.5,167.4,103.858,90.858,168.547,204.987,209.406,270.609,97.969,163.231,116.76,95.653,199.518,178.552,,194.004,198.768,113.784,211.256,128.81,265.98,4.457,16.874,108.028
2023-04-24 02:25:00,53.127,217.093,261.721,,122.11,1282.22,124.247,156.724,348.908,424.382,344.778,373.4,166.6,105.738,89.54,170.468,205.627,207.749,271.937,98.062,162.328,116.382,94.8,196.832,177.128,,198.688,196.722,113.35,211.149,128.522,263.976,4.582,16.918,107.964
2023-04-24 02:30:00,53.793,217.24,260.258,,121.573,1288.96,125.396,155.795,349.214,425.159,343.62,373.6,166.6,103.202,88.864,167.701,202.507,207.917,271.987,98.074,163.661,117.65,96.587,199.194,177.08,,196.994,195.194,113.624,213.465,128.754,264.208,4.269,17.028,107.443
2023-04-24 02:35:00,55.047,215.27,258.888,,121.51,1288.06,124.295,153.89,346.002,423.887,341.896,376.25,167.0,104.444,89.456,168.083,202.453,206.574,273.223,98.745,161.628,117.386,94.72,198.172,175.688,,197.984,198.112,113.104,213.208,128.872,267.028,4.719,16.886,108.2
2023-04-24 02:40:00,53.95,216.91,256.753,,122.077,1284.84,124.488,154.307,345.905,420.223,343.552,374.75,167.0,104.313,89.942,167.797,203.6,207.917,271.357,98.922,161.408,117.234,95.653,196.678,179.508,,195.878,193.644,111.816,213.497,128.03,266.972,4.571,17.204,109.132
2023-04-24 02:45:00,54.339,217.513,258.526,,122.66,1283.24,122.539,153.193,350.361,423.143,339.732,378.4,167.2,102.6,88.458,169.71,201.547,208.423,272.88,98.248,163.226,116.626,96.213,199.38,175.358,,193.948,198.446,112.678,211.998,129.174,267.57,4.671,16.95,108.309
2023-04-24 02:50:00,54.03,213.25,259.673,,121.713,1286.84,123.396,154.179,346.714,419.573,340.592,373.75,165.4,103.088,88.134,167.41,202.88,206.043,273.007,96.727,161.502,117.422,95.92,197.276,177.2,,195.12,194.586,111.842,212.101,130.17,269.72,4.445,17.645,108.242
2023-04-24 02:55:00,53.483,213.283,258.212,,119.57,1284.7,122.327,152.553,351.384,417.771,342.758,374.4,165.6,104.748,87.354,167.017,202.213,208.61,272.543,97.888,160.088,117.696,94.133,199.476,178.484,,196.972,197.264,110.442,212.714,130.378,268.242,4.599,16.398,107.789
2023-04-24 03:00:00,53.963,213.297,258.954,,120.803,1293.3,122.966,153.662,346.799,416.659,341.74,371.0,166.0,104.482,89.05,166.445,201.84,206.505,272.62,97.329,161.366,115.928,95.653,194.246,176.768,,193.51,196.624,112.114,212.032,129.232,267.048,4.673,16.627,108.028
2023-04-24 03:05:00,54.246,216.66,259.14,,121.034,1288.24,124.686,153.43,346.455,421.455,340.47,371.0,163.0,105.273,89.496,165.728,202.267,208.845,273.802,98.568,159.939,117.338,93.76,198.552,177.832,,193.612,197.654,111.468,213.436,128.236,266.598,4.5,16.402,107.789
2023-04-24 03:10:00,53.545,215.51,256.681,,120.28,1287.22,123.931,154.367,347.453,418.312,338.714,370.6,163.4,106.596,87.138,167.207,200.453,207.831,272.245,99.148,162.408,116.6,94.373,198.636,177.444,,191.69,194.32,112.144,211.512,128.94,268.408,4.471,17.199,108.96
2023-04-24 03:15:00,54.099,215.627,255.227,,120.04,1271.06,122.7,154.024,345.946,419.369,336.588,369.4,165.0,102.093,89.392,167.321,201.627,205.738,272.691,98.887,161.144,116.764,93.387,198.842,176.418,,193.62,198.566,112.576,213.116,130.138,267.686,4.648,16.747,106.508
2023-04-24 03:20:00,53.865,214.85,257.432,,121.676,1266.3,123.997,153.424,343.638,419.677,338.596,368.0,162.2,104.03,89.838,167.833,201.04,207.723,274.238,95.821,160.535,120.08,94.4,198.124,180.132,,192.572,193.816,111.876,215.981,128.352,268.384,4.424,16.581,108.85
2023-04-24 03:25:00,53.323,214.483,256.532,,120.043,1265.66,122.661,152.472,345.028,419.649,334.74,370.0,163.2,104.046,88.554,166.395,201.653,206.474,273.363,96.619,162.661,115.73,93.653,197.696,177.276,,193.406,195.728,111.702,211.689,127.848,266.51,4.583,16.995,108.524
2023-04-24 03:30:00,53.036,215.247,254.73,,120.543,1271.46,123.381,153.967,343.673,420.779,331.448,367.6,161.4,102.625,89.068,167.343,202.027,203.869,276.183,97.243,159.5,117.244,93.28,198.036,178.428,,192.19,193.818,112.246,213.58,128.738,266.002,4.606,16.715,110.368
2023-04-24 03:35:00,53.708,214.833,255.988,,123.017,1265.6,123.796,152.585,348.243,419.884,332.42,364.6,162.2,102.58,87.978,167.612,201.52,205.368,275.66,97.916,157.807,119.476,92.96,198.684,177.636,,192.89,194.156,111.036,211.513,129.456,268.508,4.643,17.564,107.96
2023-04-24 03:40:00,54.14,214.223,256.936,,121.74,1273.64,122.627,155.283,346.776,416.508,332.392,363.2,163.8,104.289,87.1,166.44,202.427,205.831,271.535,97.255,160.599,116.954,95.013,196.2,178.21,,190.138,195.362,111.194,211.728,130.508,269.458,4.453,16.831,108.501
2023-04-24 03:45:00,53.224,214.61,255.012,,120.123,1265.16,123.218,152.173,344.331,420.141,333.26,364.0,162.0,102.833,88.006,168.072,203.333,206.276,274.042,97.167,160.711,117.372,93.387,196.196,178.076,,190.722,195.548,111.096,214.749,129.438,267.982,4.716,16.724,108.112
2023-04-24 03:50:00,54.67,214.09,253.442,,119.497,1257.48,121.648,153.573,344.78,415.969,334.152,360.75,161.4,104.757,87.418,167.728,200.133,206.272,273.501,97.705,158.799,118.916,95.733,197.144,177.856,,189.068,195.542,111.974,211.33,128.696,267.848,4.52,17.246,108.132
2023-04-24 03:55:00,54.017,214.003,256.573,,120.863,1258.14,122.335,154.593,345.409,418.293,328.53,362.0,162.4,103.737,87.356,166.807,200.693,205.206,272.933,95.98,158.197,117.996,93.947,195.974,176.386,,190.986,193.896,111.22,213.266,128.968,264.014,4.655,16.947,109.261
2023-04-24 04:00:00,53.784,214.323,256.108,,121.16,1265.9,122.11,153.704,345.426,421.048,329.498,359.4,160.4,102.115,86.16,166.501,200.373,205.611,272.113,98.053,161.533,117.762,93.653,194.142,176.248,254.1,190.678,191.33,110.628,215.543,129.766,265.278,4.594,17.512,108.979
2023-04-24 04:05:00,53.891,214.823,254.229,,121.064,1249.12,123.829,154.511,344.347,419.791,331.86,361.8,161.0,104.171,87.092,167.182,202.64,205.735,272.968,98.145,160.338,117.398,93.84,196.858,176.864,249.54,188.644,193.366,110.528,265.283,129.478,268.11,4.584,17.395,107.737
2023-04-24 04:10:00,53.3,214.473,250.085,,121.527,1261.82,123.914,152.65,349.405,418.69,334.096,360.8,162.6,104.264,86.794,166.119,200.507,208.325,271.418,95.722,159.057,117.882,94.08,196.786,176.818,249.465,190.654,191.432,110.376,214.848,130.772,269.342,4.534,17.35,109.065
2023-04-24 04:15:00,53.648,214.017,252.754,,119.403,1259.94,123.299,153.014,345.834,419.505,335.142,361.75,163.0,106.857,85.85,167.389,201.413,207.879,273.337,96.848,161.022,117.892,94.133,198.21,176.238,248.74,188.456,189.962,110.55,215.435,130.392,270.862,4.614,17.058,108.651
2023-04-24 04:20:00,53.105,212.547,254.708,,121.697,1271.6,122.962,152.759,345.602,420.021,336.438,365.5,162.4,103.959,86.336,166.456,202.72,209.177,270.417,96.498,160.065,117.014,95.147,196.74,178.87,254.905,187.802,191.302,112.04,268.132,130.016,270.028,4.735,17.027,107.999
2023-04-24 04:25:00,53.594,211.087,250.293,,121.057,1264.72,121.366,154.636,350.708,420.601,332.918,365.6,163.4,102.353,87.15,165.897,201.6,209.028,271.752,97.001,159.745,117.15,94.24,197.116,176.918,252.48,186.492,192.418,111.582,212.213,130.514,268.502,4.658,17.397,108.957
2023-04-24 04:30:00,53.248,211.89,253.774,,119.123,1269.4,122.97,153.127,345.122,418.25,330.63,368.25,161.2,106.67,87.628,165.363,201.52,211.496,273.466,97.707,162.029,117.882,93.733,196.246,179.064,249.51,185.746,193.214,112.28,214.125,130.366,268.726,4.427,17.009,110.022
2023-04-24 04:35:00,53.47,212.303,252.957,,117.893,1258.08,121.664,152.392,344.404,419.972,334.704,362.75,162.2,103.553,88.24,167.526,202.0,211.198,271.787,96.416,161.386,119.058,94.24,197.218,175.794,248.225,185.598,189.646,110.96,214.413,131.826,269.344,4.562,17.719,106.563
2023-04-24 04:40:00,54.335,211.517,250.102,,121.263,1264.76,122.702,154.817,344.07,425.326,330.446,362.6,162.8,101.609,87.872,167.501,202.773,211.856,270.783,96.429,160.192,117.71,94.987,196.628,177.198,250.345,184.464,193.458,112.036,219.254,130.336,268.852,4.555,17.05,108.239
2023-04-24 04:45:00,54.37,212.643,254.957,,120.093,1256.12,122.561,154.622,351.394,420.569,332.552,361.6,161.4,103.791,87.52,166.443,204.853,211.622,272.433,96.073,162.958,117.878,94.453,196.386,175.452,250.925,187.434,194.732,110.912,215.491,131.552,269.046,4.396,17.309,108.085
2023-04-24 04:50:00,53.965,213.507,254.705,,120.847,1271.14,121.278,154.434,350.666,422.719,332.748,362.0,161.2,103.568,87.058,171.001,203.84,214.326,270.922,97.741,160.982,117.84,96.293,197.412,175.876,250.27,185.274,191.46,111.838,214.298,130.772,270.524,4.585,17.307,108.693
2023-04-24 04:55:00,52.992,214.367,256.45,,120.86,1266.22,122.346,153.863,351.262,420.583,333.252,366.0,163.6,102.893,88.116,168.174,202.747,213.048,273.073,95.159,159.697,116.958,93.893,196.77,176.858,256.23,185.558,189.848,111.956,216.185,130.07,270.486,4.625,17.17,109.827
2023-04-24 05:00:00,54.262,214.23,252.498,,121.41,1264.26,122.411,155.727,347.957,417.188,335.998,363.0,163.6,102.843,87.642,167.226,201.227,212.092,270.765,96.316,161.641,116.686,95.947,195.656,177.022,254.66,189.38,194.326,112.286,218.092,129.872,269.056,4.908,17.343,109.127
2023-04-24 05:05:00,53.711,213.68,254.406,,122.08,1275.2,122.488,154.554,351.609,422.549,334.854,364.8,163.4,104.539,86.56,167.353,201.493,212.455,267.715,97.416,162.366,117.882,94.96,198.428,177.522,252.667,189.346,189.496,110.654,215.276,130.066,268.808,4.785,16.833,107.429
2023-04-24 05:10:00,53.474,213.643,253.824,,120.257,1273.04,122.089,155.151,346.531,422.229,339.242,367.4,164.2,104.108,88.192,169.562,200.213,213.505,270.416,95.848,160.03,117.362,94.4,197.882,177.622,253.06,187.546,189.088,111.578,215.409,130.316,267.546,4.851,17.099,108.669
2023-04-24 05:15:00,54.088,213.307,254.246,,120.927,1265.86,122.935,155.216,350.353,422.332,338.63,368.2,164.6,102.265,88.486,169.863,200.64,213.719,266.068,96.055,160.962,116.562,93.813,194.464,176.406,251.92,187.068,190.612,112.328,215.696,130.864,267.798,4.523,17.416,108.712
2023-04-24 05:20:00,53.38,215.17,252.331,,120.69,1275.86,122.722,154.77,345.12,418.93,341.142,370.8,164.6,105.78,88.152,169.314,202.373,209.788,269.016,96.464,160.498,114.446,94.56,195.948,177.648,,187.596,189.322,111.72,214.666,129.462,270.99,4.724,17.171,109.454
2023-04-24 05:25:00,53.306,216.097,253.992,,120.297,1272.46,121.941,154.311,349.385,418.601,342.074,374.6,164.6,102.96,89.546,166.867,201.2,210.298,264.589,98.43,160.998,117.692,95.733,198.342,176.904,254.444,187.6,193.77,111.268,216.541,130.764,270.146,4.551,17.394,109.694
2023-04-24 05:30:00,53.277,216.34,253.571,,119.46,1286.72,122.729,153.806,350.345,422.732,340.446,370.0,162.8,103.0,89.952,169.023,202.72,211.776,264.556,95.977,160.455,117.89,95.04,195.482,174.142,251.375,190.61,188.318,110.346,216.461,130.218,269.764,4.837,17.118,108.494
2023-04-24 05:35:00,53.966,216.973,252.151,,121.613,1286.48,120.06,155.668,350.452,421.328,337.858,371.8,163.4,103.154,87.754,167.971,202.667,210.019,265.41,96.671,160.813,115.766,93.707,195.568,177.69,251.393,188.404,188.32,111.068,217.587,132.658,270.384,4.378,16.79,107.968
2023-04-24 05:40:00,53.806,212.243,255.663,,122.063,1284.58,122.978,154.901,347.872,422.118,341.448,370.0,163.2,100.38,88.698,168.121,202.96,213.488,265.644,97.156,159.427,117.078,95.413,196.696,176.026,251.34,189.506,189.508,110.732,218.738,130.788,271.06,4.713,17.556,108.339
2023-04-24 05:45:00,52.719,216.023,254.608,,122.03,1294.66,122.801,155.181,350.13,421.365,338.568,373.4,164.2,105.746,89.148,168.121,201.92,211.368,267.153,95.396,160.483,117.282,94.08,196.718,178.204,249.66,188.134,188.984,111.698,216.122,130.184,269.076,4.537,17.016,107.728
2023-04-24 05:50:00,53.061,213.513,254.439,,121.107,1288.76,120.958,154.089,351.84,422.948,339.486,372.8,164.2,103.877,86.734,167.22,201.787,213.746,266.426,96.456,160.61,116.12,95.067,195.212,178.676,248.21,190.26,190.45,112.606,217.636,129.53,269.43,4.55,16.482,106.7
2023-04-24 05:55:00,54.076,213.513,255.379,,120.577,1298.62,124.109,156.341,353.345,421.716,340.412,372.75,164.0,104.272,89.338,167.459,202.453,214.797,266.961,97.288,160.134,118.762,93.92,196.26,179.472,,190.554,190.628,111.758,214.677,129.712,267.952,4.725,17.195,106.696
2023-04-24 06:00:00,53.072,215.507,256.057,,121.597,1289.36,124.031,155.474,348.852,421.519,340.03,373.2,164.0,103.406,88.47,167.856,201.813,214.561,268.012,96.215,159.935,118.49,94.48,198.52,177.324,250.38,191.334,193.436,110.904,216.355,129.838,268.692,4.665,16.478,107.199
2023-04-24 06:05:00,53.15,213.6,255.271,,121.637,1298.74,122.188,155.89,350.7,420.49,342.486,374.4,167.0,103.271,89.386,166.998,202.267,214.37,266.228,98.143,159.22,117.316,94.533,197.446,179.126,249.805,192.14,193.79,110.654,216.306,129.812,267.316,4.488,16.997,108.095
2023-04-24 06:10:00,54.116,213.28,257.999,,122.083,1299.48,121.072,153.209,349.216,420.367,340.288,371.4,164.8,102.748,89.0,168.039,201.2,213.814,268.112,97.681,159.395,117.418,93.947,194.108,175.332,252.61,190.982,194.914,110.962,213.571,129.086,269.73,4.42,16.905,109.169
2023-04-24 06:15:00,53.043,214.763,256.935,,119.56,1292.34,123.851,155.408,346.183,420.878,343.346,374.6,165.0,104.609,90.084,168.886,202.72,210.736,268.522,95.391,161.88,115.386,93.867,197.97,176.072,248.11,190.71,193.134,112.852,215.357,129.902,269.548,4.439,16.895,109.037
2023-04-24 06:20:00,54.086,214.653,257.342,,119.647,1295.96,122.551,153.501,345.678,419.596,342.108,375.5,165.2,102.429,89.482,166.448,202.56,212.007,267.987,98.341,159.852,116.652,94.587,195.352,177.766,,191.36,195.266,110.26,214.905,129.92,270.192,4.546,17.437,108.666
2023-04-24 06:25:00,54.421,214.15,256.562,,121.594,1299.82,123.243,154.45,343.018,421.254,343.03,376.0,167.0,106.032,87.296,168.574,199.973,208.574,267.029,96.931,159.996,116.924,93.84,196.41,176.084,246.81,191.682,194.49,110.876,212.892,130.35,267.79,4.495,17.266,106.282
2023-04-24 06:30:00,52.665,216.673,257.884,,120.04,1289.08,123.865,154.232,345.231,419.251,339.52,372.25,166.6,104.912,88.61,167.359,201.387,207.508,268.382,98.533,159.837,117.852,94.747,197.056,176.766,251.943,191.96,195.444,111.734,215.82,129.88,267.044,4.677,16.635,106.106
2023-04-24 06:35:00,52.825,216.91,257.598,,121.453,1306.54,122.753,153.147,344.712,418.507,340.364,371.4,165.6,103.677,89.008,168.107,203.893,205.102,271.012,97.7,160.846,118.116,94.72,195.766,176.23,249.09,192.016,194.998,112.356,215.451,130.128,269.678,4.784,17.086,107.635
2023-04-24 06:40:00,54.09,215.413,255.335,,120.63,1293.56,125.556,151.936,343.645,416.937,342.988,374.0,162.8,102.003,89.32,169.79,204.48,206.716,269.84,97.498,161.519,117.958,94.4,197.284,176.48,249.635,192.65,191.524,112.876,216.055,129.654,268.798,4.606,16.741,108.071
2023-04-24 06:45:00,54.239,217.507,256.418,,119.973,1292.42,126.142,151.842,348.445,417.922,339.218,376.8,165.6,100.509,89.418,167.755,201.6,206.799,269.456,95.922,162.336,116.338,94.347,196.504,175.958,250.15,192.092,193.142,111.33,214.03,130.296,269.638,4.623,17.064,108.05
2023-04-24 06:50:00,53.202,215.91,256.787,,121.093,1298.3,123.245,153.337,344.022,422.041,340.14,373.8,165.8,101.907,87.992,165.874,203.227,207.751,268.579,95.781,159.714,116.922,94.64,196.224,177.15,248.465,195.35,194.398,112.26,215.273,131.052,269.312,4.687,17.121,108.398
2023-04-24 06:55:00,53.649,216.743,256.369,,119.803,1299.44,123.348,152.757,344.906,418.631,342.22,372.75,163.0,104.033,87.306,171.005,203.707,207.819,270.253,96.166,162.877,117.694,93.92,196.522,177.33,251.62,192.802,193.154,111.728,213.363,130.788,270.054,4.721,17.296,107.345
2023-04-24 07:00:00,54.336,216.4,255.068,,118.557,1288.34,125.379,152.038,346.531,418.301,339.264,374.4,165.0,105.841,89.366,168.278,204.24,206.385,271.343,97.686,160.451,117.472,94.08,196.556,175.564,246.19,194.12,192.51,111.324,212.991,130.34,269.486,4.639,16.972,108.771
2023-04-24 07:05:00,52.858,216.483,257.111,,120.833,1293.56,122.779,154.145,343.576,420.635,338.822,374.4,164.4,103.532,89.272,169.78,203.36,204.801,269.47,98.236,158.263,117.888,94.907,196.13,177.116,250.023,190.002,192.854,110.1,210.533,131.324,270.06,4.57,17.551,106.403
2023-04-24 07:10:00,53.32,219.213,256.377,,120.683,1299.04,123.497,154.466,348.182,420.825,342.744,373.8,162.8,102.399,89.506,169.135,203.36,207.767,270.548,98.194,161.913,117.524,95.2,197.188,179.038,249.44,192.476,198.176,112.44,215.156,131.112,270.61,4.581,17.288,107.872
2023-04-24 07:15:00,53.581,215.81,258.184,,120.023,1297.72,123.172,154.12,346.296,423.125,341.118,373.6,167.0,103.907,89.934,166.676,201.92,206.249,271.263,98.421,159.011,117.548,93.707,196.03,175.658,249.193,192.962,193.17,111.174,214.737,129.696,268.086,4.77,16.767,108.728
2023-04-24 07:20:00,53.373,216.143,257.556,,122.89,1290.78,123.249,154.997,345.523,422.803,344.46,374.75,163.4,104.925,89.196,168.904,203.68,204.938,270.087,97.571,162.133,118.562,94.4,194.608,175.98,247.5,191.468,194.908,111.456,213.098,129.648,269.152,4.673,16.862,107.37
2023-04-24 07:25:00,54.01,218.103,258.864,,120.207,1291.34,125.134,154.193,350.785,423.104,342.726,371.4,163.6,102.626,88.744,168.965,202.56,207.688,271.516,98.34,161.419,118.028,95.333,196.552,177.83,247.8,191.226,196.338,109.872,214.543,129.698,269.738,4.337,17.296,109.933
2023-04-24 07:30:00,53.901,215.203,260.701,,119.96,1292.2,124.572,154.379,346.903,420.341,343.616,370.25,164.6,102.83,89.398,167.806,202.64,206.43,271.639,98.398,162.976,119.108,94.427,196.57,174.796,251.953,194.276,193.584,110.138,214.088,129.844,268.12,4.465,16.83,108.487
2023-04-24 07:35:00,53.294,216.173,258.259,,121.367,1303.4,123.422,153.913,344.723,418.607,339.34,374.6,167.0,102.504,90.962,168.428,202.24,204.081,269.686,98.171,161.358,117.354,93.92,194.126,175.816,249.44,195.142,196.86,111.188,214.132,130.08,269.392,4.689,16.841,107.567
2023-04-24 07:40:00,53.64,217.3,258.928,,120.12,1289.36,124.018,153.214,346.088,420.031,342.07,371.0,164.0,103.789,90.446,169.777,202.213,206.058,272.032,98.413,161.907,117.774,94.107,197.258,176.908,251.08,191.824,196.184,109.682,215.152,130.918,269.952,4.862,17.009,107.631
2023-04-24 07:45:00,53.423,216.143,257.622,,120.147,1304.52,123.745,154.605,346.373,419.861,342.0,376.0,163.6,104.26,89.472,167.73,204.693,204.813,271.246,98.802,160.995,117.318,94.373,195.832,177.182,251.95,195.484,198.406,111.372,213.052,129.964,267.542,4.562,16.932,108.617
2023-04-24 07:50:00,53.27,214.83,256.929,,120.466,1287.36,124.271,152.792,348.043,424.034,338.866,371.6,163.0,104.11,90.208,168.562,201.173,208.203,269.895,97.962,163.556,115.406,94.0,197.97,177.11,249.582,194.112,197.412,112.86,216.758,130.006,268.23,4.61,17.404,107.697
2023-04-24 07:55:00,53.618,217.627,256.877,,121.68,1298.96,124.31,151.502,347.826,420.772,342.822,378.6,164.4,101.88,89.25,167.362,200.107,207.993,272.046,99.257,162.163,116.71,92.72,195.138,176.494,251.02,194.472,192.33,112.746,216.467,131.044,268.516,4.766,17.202,108.004
2023-04-24 08:00:00,53.44,218.67,255.64,,120.277,1292.1,122.651,152.77,347.756,420.747,340.192,371.2,164.0,102.732,89.26,169.472,202.0,205.92,271.239,98.814,162.888,116.028,93.92,196.544,175.882,251.23,192.944,196.848,110.414,217.248,130.606,268.98,4.542,17.013,108.067
2023-04-24 08:05:00,54.528,218.237,259.382,,120.533,1303.68,124.025,154.0,345.926,420.59,338.402,374.8,164.4,102.359,90.138,169.1,202.827,209.395,274.115,97.547,160.977,116.714,94.933,195.312,176.228,250.44,195.65,197.636,110.868,213.912,131.804,271.244,4.747,17.288,106.706
2023-04-24 08:10:00,54.242,219.09,259.053,,121.28,1297.28,123.514,155.183,342.562,417.45,339.466,377.4,163.6,105.154,90.978,169.707,203.52,209.048,272.211,99.724,161.708,116.236,94.373,193.062,176.936,248.613,194.03,200.774,110.654,215.376,131.426,271.75,4.459,16.943,107.253
2023-04-24 08:15:00,54.16,218.143,259.872,,122.597,1305.64,124.598,156.559,344.673,420.743,341.32,376.0,164.2,102.042,91.076,166.955,204.56,205.684,272.013,97.618,163.002,116.878,96.16,195.204,177.206,252.735,193.86,194.948,111.67,216.822,129.77,268.84,4.472,16.899,108.811
2023-04-24 08:20:00,52.695,217.804,261.298,,122.56,1302.78,124.863,153.454,346.785,422.851,341.594,379.75,163.2,104.671,90.538,169.001,203.653,208.345,274.338,98.789,161.939,117.996,94.213,194.4,179.348,251.392,194.9,199.89,112.074,216.032,130.152,271.194,4.843,16.798,108.109
2023-04-24 08:25:00,54.076,218.07,264.96,,120.39,1297.98,123.921,154.247,345.532,420.92,343.882,378.0,165.0,102.337,90.396,167.505,204.88,207.697,276.42,97.162,161.337,117.348,94.027,195.576,178.234,245.88,194.362,197.026,112.388,214.164,130.012,267.968,4.826,17.383,108.24
2023-04-24 08:30:00,53.455,220.167,258.154,,121.14,1290.36,123.543,153.156,346.102,423.111,342.474,378.25,163.8,104.547,90.642,169.444,203.547,207.644,276.894,98.943,162.409,118.336,96.107,194.986,176.044,250.81,194.434,195.432,111.944,216.356,130.064,271.842,4.474,16.869,108.284
2023-04-24 08:35:00,53.412,218.653,259.402,,121.387,1290.92,125.123,154.202,346.12,422.323,342.792,378.0,166.2,102.203,88.412,168.579,204.933,209.468,275.279,97.164,164.233,119.876,94.08,195.966,179.548,,195.754,194.026,111.874,217.887,130.834,269.536,4.662,16.69,108.04
2023-04-24 08:40:00,53.837,219.627,260.959,,122.627,1289.74,122.587,153.73,346.711,423.346,345.172,379.6,166.8,100.883,90.232,169.862,205.28,210.53,275.256,97.904,165.324,118.022,94.613,197.918,175.764,252.83,194.892,196.976,111.684,213.482,131.072,269.402,4.662,16.993,107.181
2023-04-24 08:45:00,53.906,216.59,258.819,,121.7,1305.38,123.345,154.585,349.452,422.363,344.482,380.2,165.2,104.32,90.826,169.686,203.707,209.181,276.779,98.573,162.93,119.136,96.347,197.808,178.516,251.063,194.576,197.648,110.524,214.237,129.61,270.502,4.845,17.16,107.4
