DATETIME,DJON,ATHN,MXCO,ARNM,NANM,ROME,AATB,BKSN,JUNG,JUNG1,LMKS,IRK3,IRKT,MCRL,MOSC,NEWK,KIEL,KIEL2,YKTK,KERG,OULU,APTY,NRLK,TXBY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO,TERA
2012-03-08 13:50:00,139.2,54.153,214.5,528.876,755.5,147.227,1332.2,99.966,146.957,345.359,418.277,388.2,195.8,46.646,230.312,89.654,155.727,162.63,195.787,212.705,96.802,159.324,116.6,90.907,195.212,175.854,195.364,199.468,112.194,132.11,273.266,105.484
2012-03-08 13:55:00,140.991,54.177,213.067,529.117,752.016,147.457,1332.7,97.144,147.112,342.144,424.136,390.0,197.4,47.53,229.816,88.778,157.57,164.588,196.827,213.01,98.807,158.802,117.4,90.853,195.334,178.258,194.47,198.708,112.688,133.968,272.614,105.048
2012-03-08 14:00:00,138.571,53.87,214.6,527.849,751.931,147.273,1318.04,97.4,147.168,345.121,423.696,385.6,193.8,46.19,231.428,87.91,156.303,162.844,196.267,213.316,96.528,157.69,116.4,92.187,197.26,177.118,192.354,198.24,111.87,133.546,271.678,106.465
2012-03-08 14:05:00,139.816,54.32,215.0,527.986,742.239,146.213,1324.96,98.942,148.705,347.829,420.348,388.0,198.4,45.918,232.458,88.72,156.977,161.956,195.467,213.069,97.223,159.216,117.8,92.107,195.184,174.478,193.346,196.952,111.852,131.912,271.57,106.851
2012-03-08 14:10:00,140.596,53.383,215.233,530.013,749.423,147.717,1324.04,99.002,146.428,341.953,420.313,386.8,193.6,46.528,227.432,87.7,157.41,164.27,196.027,209.645,97.327,156.872,119.8,93.067,195.866,177.408,193.614,196.052,109.53,130.21,271.578,107.313
2012-03-08 14:15:00,140.021,54.027,216.433,526.454,748.314,146.96,1327.16,97.848,146.556,339.92,420.739,389.8,196.6,45.452,232.542,87.808,157.217,164.448,195.307,212.103,98.639,156.15,117.4,90.427,194.532,174.802,192.946,202.02,110.818,131.202,266.664,107.199
2012-03-08 14:20:00,141.95,53.137,213.267,524.223,752.662,145.927,1323.4,98.786,148.03,347.131,421.321,390.0,193.8,46.536,228.268,88.656,158.93,164.164,196.16,210.121,97.169,159.628,117.2,90.96,195.874,175.58,195.012,195.084,111.924,130.86,266.298,107.905
2012-03-08 14:25:00,139.516,54.643,214.767,527.206,749.692,146.717,1327.18,98.272,146.464,345.638,422.458,390.0,195.6,45.055,230.562,87.212,156.027,163.766,196.667,209.644,98.775,158.982,117.4,90.507,195.546,177.55,193.676,199.096,111.248,130.24,269.74,106.485
2012-03-08 14:30:00,138.651,54.187,216.467,521.33,752.96,146.24,1324.5,99.248,146.905,343.569,420.878,386.6,195.6,46.112,226.198,89.908,155.263,162.024,196.64,208.549,96.829,157.246,116.2,90.187,195.356,176.376,193.058,198.93,110.18,131.842,271.234,106.527
2012-03-08 14:35:00,137.776,55.077,213.433,528.479,749.524,147.067,1326.46,97.618,147.372,342.699,417.799,388.8,195.6,46.61,229.79,88.968,155.86,162.736,198.64,210.504,99.059,158.002,114.4,91.653,195.17,177.182,192.034,197.84,111.406,129.27,269.512,106.956
2012-03-08 14:40:00,139.76,54.78,216.4,524.621,754.154,144.61,1319.24,97.88,146.622,343.38,419.911,387.6,196.2,46.456,226.396,88.704,156.637,162.864,197.787,207.947,96.267,159.292,116.8,91.947,196.578,177.83,190.784,196.476,110.39,131.306,268.526,107.112
2012-03-08 14:45:00,140.312,53.633,217.067,526.045,754.232,144.323,1319.64,99.016,146.774,343.204,419.605,390.6,193.6,46.194,227.846,87.822,154.017,160.522,196.16,210.938,96.679,156.428,117.8,90.64,198.596,177.412,190.81,194.828,111.294,131.068,268.922,105.777
2012-03-08 14:50:00,139.451,54.98,213.933,528.936,748.649,144.703,1318.14,97.354,147.007,338.955,417.604,388.8,197.2,46.586,228.758,87.734,156.036,163.178,195.653,210.767,96.587,157.638,116.6,93.653,196.736,176.1,190.15,199.708,111.656,133.384,270.16,104.714
2012-03-08 14:55:00,141.97,54.09,216.3,526.888,741.355,146.807,1319.82,99.782,145.871,341.431,418.73,389.0,196.8,45.923,228.72,88.082,156.267,163.88,196.0,206.933,94.322,162.076,115.8,91.867,198.122,177.78,193.652,196.588,112.246,131.298,270.2,107.305
2012-03-08 15:00:00,138.765,54.827,214.333,524.25,749.023,147.96,1325.88,98.184,145.593,342.059,417.307,389.2,195.0,46.0,229.744,88.244,154.877,162.982,194.987,208.8,95.936,160.3,115.6,90.933,196.6,178.272,190.438,198.376,111.042,130.852,269.126,106.02
2012-03-08 15:05:00,140.63,54.68,215.567,527.35,757.135,146.92,1315.1,97.974,147.199,343.43,418.365,388.8,196.6,46.836,228.062,87.712,157.993,164.294,198.933,208.921,97.926,156.982,115.6,90.8,196.484,177.328,191.026,199.622,111.892,131.284,271.894,107.447
2012-03-08 15:10:00,140.833,53.593,216.367,526.947,751.954,148.383,1319.34,99.612,147.597,346.116,422.309,388.8,195.8,47.204,232.278,88.932,155.847,163.024,199.467,209.267,96.629,159.198,115.6,92.053,196.964,179.73,192.016,197.696,111.738,132.778,268.94,105.164
2012-03-08 15:15:00,141.354,54.147,216.6,527.501,751.826,146.167,1320.52,98.568,146.749,341.311,419.427,390.2,194.2,46.823,230.16,87.666,155.867,162.14,200.4,210.705,97.13,157.378,114.8,92.053,195.31,175.322,193.206,195.872,112.272,131.442,266.872,106.806
2012-03-08 15:20:00,140.431,54.85,214.633,526.448,748.37,146.21,1323.2,97.262,147.685,343.285,423.288,388.2,190.4,45.873,229.344,88.598,155.843,163.044,195.653,210.044,94.88,158.922,117.8,91.307,195.404,178.208,193.25,196.302,111.832,131.71,269.732,107.733
2012-03-08 15:25:00,138.821,53.99,217.633,529.12,748.848,147.386,1327.86,98.13,146.375,342.26,421.856,389.2,197.0,45.822,225.996,87.9,157.373,164.74,196.587,207.786,96.951,157.05,116.4,92.027,198.034,176.582,191.614,194.206,111.246,130.05,270.148,105.836
2012-03-08 15:30:00,139.025,55.633,215.6,525.741,749.346,147.813,1318.44,96.894,147.465,340.445,417.534,389.2,194.2,46.606,229.124,89.006,155.606,163.088,198.56,208.86,98.625,157.634,118.4,90.693,197.32,176.23,193.222,199.942,109.626,131.43,268.688,106.448
2012-03-08 15:35:00,138.927,54.77,215.4,529.138,752.905,146.087,1321.3,98.95,148.457,345.0,416.232,390.8,195.6,46.34,227.168,89.028,154.557,161.67,196.32,207.582,96.423,156.97,116.2,91.867,196.778,175.844,191.738,193.954,112.186,131.438,272.23,106.399
2012-03-08 15:40:00,139.534,54.863,215.967,523.906,753.438,145.05,1322.28,98.832,145.816,343.602,423.534,388.6,196.6,46.308,225.702,88.336,159.383,166.602,196.347,209.208,96.377,157.18,115.0,91.493,196.868,176.426,192.662,196.808,110.142,132.692,272.736,106.805
2012-03-08 15:45:00,138.225,54.123,215.2,525.142,752.081,147.78,1317.88,98.462,147.916,342.588,419.491,389.8,194.4,46.512,228.828,90.468,154.577,161.646,197.013,206.774,96.363,156.642,116.2,91.973,195.274,178.432,192.264,194.606,111.398,131.91,268.902,107.298
2012-03-08 15:50:00,139.979,54.96,214.633,524.191,752.903,146.543,1323.54,98.66,145.858,342.296,417.489,388.2,194.0,46.193,229.252,89.284,156.71,162.878,195.467,207.797,96.517,158.728,117.2,91.973,197.73,178.498,193.532,196.122,111.612,132.496,272.336,107.862
2012-03-08 15:55:00,140.913,54.61,213.867,524.26,753.839,146.793,1314.76,98.894,147.807,345.402,418.024,389.4,194.2,46.232,226.832,89.308,155.26,162.542,196.667,209.61,97.127,157.292,117.4,91.44,195.82,175.96,192.93,193.55,110.792,132.36,271.08,109.142
2012-03-08 16:00:00,139.533,54.733,215.067,530.341,747.988,146.633,1324.0,98.424,146.643,341.038,417.986,389.6,194.0,44.692,226.372,88.652,157.59,163.484,194.48,208.626,96.221,158.702,119.2,92.373,197.468,178.428,193.836,191.31,111.034,132.57,272.54,106.453
2012-03-08 16:05:00,138.989,54.393,215.233,527.333,746.33,146.81,1320.24,96.698,146.844,341.157,418.828,393.8,195.8,45.966,228.018,87.184,155.56,161.934,195.947,209.028,97.887,156.034,116.2,92.587,194.344,177.314,193.57,196.026,109.816,132.324,269.798,106.108
2012-03-08 16:10:00,140.352,55.57,215.434,527.407,744.374,146.61,1312.36,97.87,146.929,340.482,416.123,393.8,197.6,45.355,228.894,88.158,158.57,164.886,197.44,207.885,96.814,157.306,115.8,92.08,194.414,178.926,192.94,197.396,110.022,131.864,273.012,107.396
2012-03-08 16:15:00,138.607,55.073,212.7,525.56,748.287,146.64,1320.1,98.246,145.596,339.224,417.552,390.6,193.4,46.268,225.682,87.732,153.863,161.846,196.346,206.512,97.283,159.45,117.0,92.4,194.196,177.014,190.778,192.096,110.238,131.998,272.286,107.868
2012-03-08 16:20:00,140.21,53.577,214.633,527.767,750.827,147.1,1315.64,97.996,144.373,338.704,417.298,389.8,196.8,45.962,226.918,88.884,153.576,160.264,193.307,206.245,96.244,158.546,116.6,92.08,195.696,176.95,192.742,191.192,109.858,132.918,275.7,107.804
2012-03-08 16:25:00,141.183,53.743,212.433,524.796,747.474,145.02,1317.12,98.5,145.631,340.91,416.271,388.2,197.2,45.834,226.208,87.076,154.713,160.72,197.84,207.24,97.487,154.256,118.4,91.493,196.044,177.174,190.544,189.022,109.722,132.964,271.822,107.266
2012-03-08 16:30:00,140.875,54.48,213.367,526.526,751.466,145.39,1315.52,96.81,145.722,339.764,415.336,387.8,193.0,45.246,226.528,88.576,152.826,158.178,196.4,206.299,95.961,158.27,117.8,91.52,195.064,177.254,192.318,196.704,109.488,134.38,273.65,106.652
2012-03-08 16:35:00,141.757,54.193,215.233,529.367,752.286,146.687,1313.62,98.772,145.898,342.715,421.249,389.8,195.6,46.268,226.326,88.288,156.077,163.502,195.493,206.76,96.021,157.734,117.8,92.347,196.052,174.776,193.332,191.64,109.908,132.402,272.566,107.868
2012-03-08 16:40:00,141.301,53.82,216.667,526.176,747.903,147.673,1314.54,97.842,146.89,341.029,418.221,387.6,195.6,45.543,225.78,88.478,156.64,162.592,197.36,208.914,97.306,157.04,118.6,92.827,194.482,175.278,191.4,194.566,110.08,134.026,276.248,106.757
2012-03-08 16:45:00,141.03,55.943,216.3,526.848,747.413,147.023,1321.52,97.614,146.827,345.517,418.146,389.0,192.8,46.034,228.404,88.796,157.27,164.522,198.027,208.434,96.407,157.532,116.2,91.04,194.91,176.22,191.278,193.086,110.49,133.06,274.766,107.954
2012-03-08 16:50:00,138.749,55.517,218.234,526.062,750.625,148.936,1316.72,99.69,146.619,342.888,418.936,389.4,198.0,46.27,227.214,88.796,158.263,164.916,198.293,205.91,96.8,157.984,115.6,91.76,195.008,177.582,190.962,196.0,110.576,134.306,274.932,106.571
2012-03-08 16:55:00,139.902,55.703,216.034,527.557,746.288,144.593,1316.44,98.084,146.897,343.47,419.137,386.2,198.4,46.012,227.598,87.33,155.59,161.426,195.52,208.298,97.366,158.714,117.2,92.0,195.684,177.506,189.82,197.4,111.19,133.704,274.678,106.828
2012-03-08 17:00:00,139.054,54.57,215.834,523.689,746.429,148.417,1324.94,98.612,146.662,344.88,421.183,390.4,193.2,45.372,225.104,89.658,156.367,162.482,194.853,207.605,96.555,157.396,116.6,91.493,193.87,175.618,190.498,192.636,111.928,133.52,278.098,105.16
2012-03-08 17:05:00,140.527,53.677,214.033,527.166,754.787,147.686,1329.2,97.904,148.248,341.76,419.719,389.6,194.4,46.612,225.5,88.326,155.567,162.09,196.08,206.653,97.498,159.954,115.8,91.84,193.25,176.52,189.606,195.882,109.502,135.006,275.38,106.512
2012-03-08 17:10:00,138.671,55.33,215.233,528.956,754.113,145.87,1319.9,97.768,147.358,341.051,418.51,385.2,198.0,45.422,230.844,88.152,153.737,159.792,195.787,207.437,96.194,156.772,116.6,92.133,193.466,174.48,192.14,196.138,110.054,134.226,276.79,106.083
2012-03-08 17:15:00,140.14,55.067,214.633,527.767,748.42,147.547,1326.62,98.608,147.447,339.337,422.258,387.8,193.0,46.702,228.456,87.842,156.843,164.572,198.693,206.137,98.014,158.434,116.2,89.813,194.298,176.216,191.944,193.43,110.168,133.954,276.194,107.301
2012-03-08 17:20:00,138.673,55.573,215.0,528.707,750.86,146.6,1322.52,96.842,149.404,345.317,420.216,385.6,192.4,46.716,227.064,87.516,154.697,161.544,196.48,206.694,97.844,156.918,119.4,90.4,194.048,174.458,192.6,196.124,109.478,132.764,275.652,106.347
2012-03-08 17:25:00,139.781,54.443,215.833,525.405,747.501,146.667,1316.84,98.086,148.299,345.929,419.044,391.0,196.4,46.272,227.568,87.302,156.26,162.564,195.147,209.296,96.335,157.184,117.4,90.933,192.232,175.78,192.332,197.36,110.974,134.852,275.514,107.237
2012-03-08 17:30:00,142.349,54.29,217.5,526.869,752.994,144.403,1317.84,98.964,149.204,344.158,420.87,389.2,192.2,44.748,228.198,87.35,156.723,163.05,195.573,209.127,95.323,156.916,116.2,92.373,193.274,175.507,192.936,194.924,110.33,134.034,276.334,104.658
2012-03-08 17:35:00,139.789,53.017,212.7,522.7,749.716,145.63,1304.5,99.428,147.851,340.321,419.963,390.0,194.4,45.417,227.206,87.75,156.0,161.82,196.16,208.267,95.649,156.018,116.4,91.653,191.194,175.692,194.16,196.698,111.656,133.462,274.552,106.305
2012-03-08 17:40:00,140.267,53.57,215.433,526.135,751.886,145.56,1301.74,98.574,146.554,339.012,420.028,386.4,194.0,46.157,223.978,88.08,156.553,161.754,197.387,206.35,98.169,158.158,116.2,91.867,193.966,176.244,192.464,195.982,109.43,134.246,276.988,107.094
2012-03-08 17:45:00,140.705,53.68,216.433,528.215,750.921,146.863,1310.04,98.688,147.479,343.686,420.047,382.4,194.2,47.57,229.786,89.292,156.617,161.292,196.267,206.199,96.717,157.868,115.8,90.0,191.87,173.31,192.348,194.11,109.782,134.102,276.136,107.603
2012-03-08 17:50:00,137.403,52.413,214.7,522.995,742.618,144.937,1308.32,98.938,145.949,340.278,421.101,383.2,192.6,45.79,227.158,88.392,155.207,161.712,194.987,207.157,95.639,159.102,116.8,90.72,193.078,174.806,193.704,193.742,110.874,135.656,277.388,109.086
2012-03-08 17:55:00,138.404,54.287,213.433,526.426,749.735,145.397,1314.26,99.108,145.986,341.075,422.217,387.0,194.2,46.385,226.33,88.484,157.787,162.618,196.107,207.665,97.504,160.36,113.6,91.013,192.174,174.304,192.146,195.086,109.576,134.17,276.536,106.542
2012-03-08 18:00:00,139.671,54.64,214.0,520.895,748.459,143.143,1316.8,98.574,145.211,342.708,418.833,382.0,189.0,46.443,227.758,88.408,155.797,163.676,195.28,206.882,96.53,158.07,115.0,90.267,194.026,174.95,189.414,193.552,108.714,134.608,278.14,107.416
2012-03-08 18:05:00,139.739,54.58,215.133,520.54,744.947,144.51,1304.46,97.238,146.582,342.158,416.851,388.4,190.8,46.288,225.744,87.706,156.103,161.638,193.813,207.834,97.656,158.68,119.2,92.24,195.07,175.13,190.012,196.534,108.76,136.106,276.252,106.52
2012-03-08 18:10:00,138.405,54.057,216.1,527.387,737.981,144.75,1309.28,98.5,147.348,339.874,416.072,383.4,194.0,45.093,228.97,88.566,154.253,161.424,195.707,206.9,97.314,157.088,116.2,89.36,194.822,173.932,194.732,191.444,109.0,134.216,274.14,105.273
2012-03-08 18:15:00,140.442,53.73,215.333,522.832,736.762,145.07,1304.84,96.448,145.427,340.613,418.452,386.4,191.8,45.34,227.194,86.44,156.223,162.282,196.827,206.008,96.237,156.892,118.6,90.427,193.556,174.79,193.176,193.02,108.704,133.034,274.648,106.07
2012-03-08 18:20:00,136.346,54.32,214.433,528.638,736.635,147.007,1303.88,97.826,144.772,340.475,415.568,383.6,192.6,45.344,226.69,87.628,154.967,160.77,197.04,206.134,96.833,156.83,117.2,91.467,194.962,172.69,189.0,196.86,109.968,132.622,273.018,106.305
2012-03-08 18:25:00,137.18,54.037,215.667,520.21,739.104,145.52,1307.68,97.512,146.844,341.157,414.96,381.6,191.6,44.928,225.882,87.636,155.857,162.032,196.293,204.674,93.927,157.832,116.2,91.813,194.1,172.68,189.652,194.884,109.572,133.586,271.178,106.786
2012-03-08 18:30:00,139.595,54.767,213.733,518.374,740.116,145.12,1297.82,97.35,146.244,339.457,415.756,382.0,191.6,45.822,224.894,87.622,155.804,161.546,195.44,207.206,97.454,153.494,115.0,90.107,191.66,172.576,191.706,194.594,108.68,133.51,270.668,105.691
2012-03-08 18:35:00,139.91,54.03,213.933,517.581,736.981,145.506,1305.66,99.382,146.53,343.625,415.425,384.4,191.8,45.662,226.492,87.938,153.517,161.014,198.267,204.735,95.842,157.766,116.4,93.547,190.342,176.236,193.192,192.594,109.722,133.234,273.552,105.864
2012-03-08 18:40:00,138.692,53.863,215.367,519.592,738.581,145.133,1302.98,97.584,145.541,338.046,412.198,383.0,193.6,44.982,227.148,88.668,155.72,162.71,195.76,205.54,97.571,156.814,116.2,89.333,190.938,174.436,190.754,188.386,108.368,132.608,272.904,105.413
2012-03-08 18:45:00,138.276,54.687,213.8,519.673,737.304,144.803,1301.38,96.512,143.143,340.071,415.775,383.4,193.2,44.998,226.272,88.6,152.46,159.632,195.92,204.225,96.892,155.634,114.2,91.52,190.588,174.94,192.346,189.898,108.372,132.936,272.296,105.617
2012-03-08 18:50:00,141.615,53.687,214.8,516.558,736.013,144.653,1288.42,98.374,144.529,338.865,414.745,379.6,192.6,44.61,226.452,87.042,153.367,160.244,195.547,206.949,95.716,158.01,117.0,90.533,190.436,176.756,193.094,190.808,110.088,133.204,269.338,105.145
2012-03-08 18:55:00,138.944,53.05,215.034,514.271,735.61,148.737,1299.16,97.238,145.311,337.253,412.509,380.4,193.2,45.274,226.882,88.704,153.697,161.186,195.067,203.594,94.851,157.234,118.2,91.413,191.266,173.278,190.974,192.206,108.138,131.612,271.552,104.493
2012-03-08 19:00:00,138.578,53.717,213.533,517.835,733.955,146.163,1303.48,95.5,142.869,336.96,411.31,383.8,193.6,44.166,226.184,86.732,153.54,159.106,195.68,202.316,95.691,157.68,114.8,92.613,190.196,172.31,192.408,192.73,109.564,131.74,270.374,107.496
2012-03-08 19:05:00,138.117,54.03,215.4,513.641,736.332,145.59,1290.48,97.992,143.886,333.354,411.896,383.8,192.0,45.954,224.068,88.458,155.45,161.056,192.32,206.471,97.44,156.242,114.8,91.413,190.016,171.62,189.97,191.804,107.91,130.708,270.75,105.565
2012-03-08 19:10:00,138.258,55.113,216.133,517.941,736.914,146.367,1291.58,96.862,144.629,337.215,412.83,380.8,193.0,45.112,226.146,88.614,152.507,159.606,193.733,203.623,95.357,157.41,115.6,92.267,188.958,173.112,191.736,193.44,109.46,132.246,268.31,105.973
2012-03-08 19:15:00,137.935,54.69,215.867,518.258,737.372,143.483,1297.18,97.368,144.474,337.341,411.995,383.6,190.0,45.896,229.846,88.524,154.407,161.82,195.307,204.885,96.094,156.766,118.2,91.093,192.936,173.63,188.18,190.564,108.812,132.052,270.098,106.765
2012-03-08 19:20:00,140.282,53.69,212.733,517.027,743.398,144.187,1307.86,96.648,145.733,340.29,411.473,382.0,189.4,44.786,226.364,86.856,154.45,160.764,193.814,204.239,95.402,157.184,114.4,91.76,191.114,174.004,190.454,192.908,108.66,130.916,267.488,106.352
2012-03-08 19:25:00,137.648,53.7,214.167,516.995,735.891,145.167,1296.9,97.196,142.416,334.711,412.925,380.2,194.8,45.312,222.854,87.862,152.463,159.17,193.627,202.735,95.188,156.156,115.0,90.213,192.134,174.452,188.368,191.956,107.878,130.952,269.466,103.634
2012-03-08 19:30:00,137.781,55.067,214.334,520.93,732.177,144.44,1295.34,96.892,144.182,339.343,412.979,380.6,193.8,44.266,227.434,85.322,152.653,159.582,194.8,202.924,97.248,156.974,115.4,90.027,190.29,174.026,185.902,194.472,109.774,132.144,267.048,105.24
2012-03-08 19:35:00,138.069,53.897,214.333,517.034,740.152,146.537,1300.7,96.498,143.333,338.251,414.683,382.8,190.6,45.06,224.2,86.288,152.33,159.498,195.733,202.135,95.167,157.418,116.0,90.88,189.918,170.132,187.63,191.592,108.2,131.56,270.63,104.985
2012-03-08 19:40:00,139.519,53.397,212.533,521.384,731.226,142.52,1305.42,95.34,143.308,333.033,408.846,381.4,192.0,45.834,225.192,86.93,155.12,162.824,194.64,202.354,94.978,157.76,116.4,90.107,191.48,173.086,189.07,189.482,109.794,130.72,270.094,105.342
2012-03-08 19:45:00,138.602,52.427,211.733,519.168,738.285,146.513,1307.32,98.342,145.807,336.239,410.51,383.4,194.4,45.726,226.4,88.246,154.54,161.56,194.64,202.775,96.473,156.92,115.6,90.96,191.034,170.706,189.268,197.724,109.824,131.806,270.682,106.545
2012-03-08 19:50:00,138.283,54.297,214.233,519.904,736.851,145.003,1299.52,97.222,145.631,336.288,413.205,381.6,192.8,44.595,226.364,88.49,155.287,161.59,191.467,202.612,95.663,157.472,115.2,90.853,193.462,170.488,191.866,193.076,110.4,131.34,269.144,103.849
2012-03-08 19:55:00,140.489,53.61,213.767,512.152,733.405,145.894,1294.9,96.638,144.237,338.454,411.574,382.2,192.6,45.12,226.94,86.796,157.853,164.688,193.04,201.32,96.526,157.054,114.4,90.107,192.88,171.204,193.966,195.84,110.864,131.446,268.944,104.871
2012-03-08 20:00:00,136.081,53.927,214.6,512.791,731.169,143.637,1294.18,95.92,144.193,337.503,414.511,381.8,190.2,45.326,226.008,86.472,155.413,162.842,193.893,202.227,97.022,157.116,117.4,89.733,192.042,173.466,191.744,196.084,110.442,130.362,268.998,103.318
2012-03-08 20:05:00,139.723,53.78,213.6,511.976,729.824,144.293,1285.2,96.042,144.727,339.125,411.628,380.4,190.0,45.418,227.358,88.06,154.38,162.034,195.707,201.293,95.581,156.592,116.4,89.067,191.6,172.028,192.39,194.49,109.828,129.958,267.678,105.045
2012-03-08 20:10:00,136.988,53.693,216.133,511.065,730.55,144.377,1287.34,95.402,143.162,336.016,412.737,373.0,190.0,45.238,225.296,87.938,155.403,162.304,191.413,203.044,96.024,157.17,117.2,89.813,188.868,171.182,190.852,193.66,108.698,131.018,269.19,106.318
2012-03-08 20:15:00,138.849,53.797,213.067,513.27,,145.36,1277.42,96.006,143.47,337.467,410.444,375.8,190.4,45.507,224.606,88.396,154.413,161.582,194.906,200.924,95.343,158.906,115.8,88.96,189.79,172.216,192.322,193.02,109.308,129.952,267.438,104.9
2012-03-08 20:20:00,137.501,51.947,215.267,511.096,724.21,143.944,1282.14,95.532,142.65,333.337,410.46,372.8,188.8,43.907,223.634,87.9,155.367,162.464,194.293,200.751,95.211,156.352,115.8,90.24,190.51,170.436,193.168,195.462,108.158,130.07,269.952,104.196
2012-03-08 20:25:00,137.021,51.88,212.567,506.87,729.368,140.46,1277.5,95.088,142.401,333.492,408.825,374.0,191.2,44.65,222.842,88.124,152.913,159.462,194.533,200.823,95.923,156.834,115.6,90.747,190.676,170.158,190.338,194.356,108.046,131.19,267.418,104.585
2012-03-08 20:30:00,138.701,53.8,211.633,510.112,724.814,143.117,1286.4,94.442,143.869,333.295,406.563,374.0,187.8,46.03,222.798,87.412,153.44,160.384,190.987,198.402,95.381,155.938,115.2,90.053,189.216,174.192,192.16,194.046,107.88,131.004,269.876,103.103
2012-03-08 20:35:00,136.244,53.273,211.233,511.807,729.47,142.857,1274.6,94.796,142.872,333.111,402.156,373.2,183.8,44.216,223.158,86.936,156.316,163.484,193.414,200.021,96.339,155.696,115.2,89.973,188.596,171.594,192.46,195.476,107.236,129.508,268.072,104.379
2012-03-08 20:40:00,136.485,51.72,212.767,511.55,721.956,142.92,1270.72,94.252,141.141,331.065,405.54,370.8,189.8,44.656,222.326,87.422,155.473,162.354,195.413,198.672,94.637,153.942,113.8,90.347,190.056,174.11,191.798,195.2,107.382,130.412,267.116,103.582
2012-03-08 20:45:00,139.862,53.103,211.5,509.529,727.266,141.263,1273.14,94.118,142.523,330.292,400.054,375.6,188.2,44.286,221.81,87.012,155.787,162.658,194.427,196.841,96.098,154.426,115.6,89.36,189.776,172.818,193.492,193.516,108.424,128.45,266.688,102.623
2012-03-08 20:50:00,136.484,52.1,214.467,508.559,727.028,142.663,1268.14,94.68,141.439,330.032,404.356,371.8,191.0,44.132,220.656,88.578,152.3,159.656,191.92,197.993,93.874,154.102,115.6,90.107,190.204,171.966,192.022,192.78,107.92,129.224,262.35,102.714
2012-03-08 20:55:00,136.332,51.533,212.367,511.349,722.196,142.95,1268.66,92.886,139.998,327.335,399.092,373.2,191.4,44.678,219.908,87.386,153.963,160.848,189.867,197.98,94.259,154.966,116.0,90.4,189.634,172.02,190.996,194.962,108.336,129.866,266.144,103.492
2012-03-08 21:00:00,135.417,53.947,214.0,508.342,726.924,143.343,1275.08,93.5,139.636,330.23,401.524,374.4,190.2,43.804,220.452,85.79,150.963,158.64,190.64,197.43,96.035,156.622,115.6,89.867,190.172,171.382,193.214,196.696,109.076,129.23,266.27,103.256
2012-03-08 21:05:00,136.21,52.353,213.866,512.955,717.606,143.36,1270.62,95.576,141.036,329.626,399.752,377.2,191.2,42.87,221.442,86.318,152.167,158.878,192.8,197.403,94.534,153.362,117.4,88.133,191.348,171.178,191.382,195.944,109.52,128.962,266.404,101.75
2012-03-08 21:10:00,136.375,54.033,214.033,512.369,724.676,141.827,1283.9,94.604,142.142,325.973,400.151,378.6,187.8,45.05,219.994,86.486,151.05,158.506,190.613,196.386,95.209,153.058,113.6,88.373,190.442,170.098,191.788,196.138,108.444,128.154,262.512,102.704
2012-03-08 21:15:00,136.518,54.127,215.3,508.144,726.87,143.333,1280.68,93.37,141.59,324.613,403.619,374.2,188.8,44.256,218.71,88.436,155.207,163.258,191.707,197.016,94.127,153.58,116.4,90.507,191.602,170.73,191.674,192.53,108.734,126.83,265.154,101.988
2012-03-08 21:20:00,139.337,54.367,212.133,509.521,726.375,141.513,1278.66,95.284,140.824,328.894,403.838,375.6,191.0,44.04,218.074,87.216,150.003,156.532,192.827,198.121,94.913,153.814,113.6,90.08,192.472,173.696,192.134,193.916,109.106,127.626,264.99,101.744
2012-03-08 21:25:00,137.735,52.787,214.033,507.268,721.719,142.587,1270.18,94.452,141.071,328.528,402.274,371.6,190.0,44.15,217.744,86.462,151.393,160.186,190.507,197.543,93.486,154.876,114.0,89.04,191.904,169.92,193.808,193.634,109.398,127.716,263.01,101.569
2012-03-08 21:30:00,139.03,52.88,211.5,509.101,719.054,140.913,1285.8,94.458,143.251,330.967,402.074,373.0,190.2,44.69,220.822,86.7,149.397,156.604,190.907,195.684,94.914,151.234,114.2,90.587,194.05,171.1,191.95,193.314,109.926,128.436,264.11,101.56
2012-03-08 21:35:00,135.104,53.34,212.767,506.923,723.421,141.913,1278.08,93.742,141.401,330.904,399.66,374.0,188.4,43.526,216.86,87.762,151.33,157.922,189.493,194.522,94.006,152.23,113.2,89.573,191.586,172.07,190.122,198.004,109.746,128.154,261.77,102.387
2012-03-08 21:40:00,135.685,53.093,214.967,507.717,717.707,141.133,1275.1,95.388,140.459,330.457,402.937,369.4,190.8,44.623,218.198,87.212,151.76,158.846,189.147,198.068,95.315,154.692,111.6,88.213,193.016,168.162,190.738,193.782,109.734,129.846,263.702,102.674
2012-03-08 21:45:00,135.989,52.31,213.166,509.961,722.108,141.273,1280.24,95.386,141.063,330.648,399.211,372.4,190.2,44.226,218.974,85.992,151.737,157.864,191.893,197.135,93.776,152.186,113.0,89.547,192.938,168.532,191.354,194.826,109.362,127.984,264.056,101.62
2012-03-08 21:50:00,134.939,52.387,212.4,509.624,721.223,144.53,1285.68,93.236,139.562,325.869,399.966,371.8,190.6,44.048,218.858,85.822,149.687,156.332,192.907,195.092,93.13,153.928,113.6,88.827,192.352,172.04,192.154,191.202,108.674,127.714,264.91,101.528
