ESOI    ATHN    MXCO    ROME    AATB    LMKS    DRBS    MOSC    NEWK    KIEL    CALG    OULU    APTY    FSMT    NAIN    PWNK    THUL    SOPB    SOPO
2001-09-25 15:25:00;172.802; 51.693;210.200;126.603;1361.620;402.757;   null;211.120; 90.148;156.780;292.100; 96.131;160.420;196.438;199.512;202.300;112.894; 46.510;267.082
2001-09-25 15:30:00;170.894; 52.763;212.533;125.260;1359.700;406.263;104.216;212.376; 90.502;156.203;293.877; 98.571;159.520;197.838;202.266;196.793;111.530; 46.446;266.536
2001-09-25 15:35:00;169.880; 53.177;210.633;127.490;1361.960;406.867;   null;212.916; 90.504;155.377;292.721; 98.744;161.680;196.004;201.060;195.990;113.464; 46.014;268.048
2001-09-25 15:40:00;173.254; 51.470;209.667;125.217;1358.160;409.067;   null;211.830; 89.162;158.603;292.754; 97.880;159.680;196.502;199.674;200.318;114.046; 46.488;267.922
2001-09-25 15:45:00;171.458; 52.490;210.200;125.850;1355.680;406.510;104.668;211.750; 90.598;158.503;294.205; 96.893;158.840;197.102;200.748;198.464;111.918; 46.004;268.582
2001-09-25 15:50:00;169.704; 51.433;211.133;127.760;1360.500;409.577;   null;214.456; 89.500;156.460;293.968; 98.088;158.240;196.650;200.890;199.818;113.392; 46.316;265.562
2001-09-25 15:55:00;169.870; 51.353;210.367;127.173;1361.960;405.613;   null;213.660; 89.536;155.990;293.288; 98.729;159.900;197.306;200.148;200.840;113.130; 46.232;267.868
2001-09-25 16:00:00;169.534; 51.833;212.967;126.330;1358.340;413.283;104.398;213.836; 89.152;156.003;294.714; 98.780;160.700;196.044;202.422;199.574;113.092; 46.412;267.916
2001-09-25 16:05:00;170.252; 50.957;210.967;124.490;1358.520;407.503;   null;213.026; 88.542;155.877;295.019; 98.499;160.700;196.546;201.574;198.668;114.088; 46.732;267.244
2001-09-25 16:10:00;168.552; 51.813;211.067;127.127;1363.300;403.270;   null;212.288; 90.782;154.923;294.307; 98.971;159.580;196.738;201.082;201.540;112.168; 46.406;269.080
2001-09-25 16:15:00;170.032; 51.727;206.833;126.070;1356.080;406.950;104.539;210.612; 89.478;158.883;292.837; 98.087;160.140;195.378;201.594;200.312;112.766; 46.150;268.340
2001-09-25 16:20:00;171.432; 51.863;212.933;125.183;1357.740;406.810;   null;213.626; 90.372;154.443;291.615; 99.065;160.400;196.238;203.184;199.576;113.150; 45.852;269.514
2001-09-25 16:25:00;172.820; 52.097;211.033;126.327;1364.280;407.664;   null;211.332; 88.860;157.230;294.024; 98.783;159.560;196.518;199.988;200.120;111.358; 46.356;267.056
2001-09-25 16:30:00;170.590; 51.450;209.500;125.360;1366.820;402.690;104.362;213.894; 91.010;157.720;295.257; 97.101;160.580;196.334;200.936;200.252;112.920; 46.846;266.294
2001-09-25 16:35:00;171.680; 51.073;209.700;127.110;1365.420;404.297;   null;210.956; 90.538;154.967;292.972; 98.302;159.480;196.534;201.614;200.038;112.282; 45.834;266.218
2001-09-25 16:40:00;172.502; 53.293;211.200;126.397;1362.860;407.923;   null;210.726; 90.018;156.870;295.755; 99.869;158.120;195.716;202.566;201.176;112.698; 45.922;269.108
2001-09-25 16:45:00;170.494; 52.113;211.967;127.303;1353.620;406.303;104.266;211.586; 90.556;154.577;297.980; 97.853;160.180;196.732;201.978;198.908;111.288; 46.048;267.858
2001-09-25 16:50:00;169.830; 52.137;208.100;124.473;1360.380;409.487;   null;211.654; 89.630;157.136;293.538;100.039;158.940;197.948;200.804;201.090;112.946; 46.498;267.798
2001-09-25 16:55:00;171.042; 51.507;211.867;125.400;1359.180;411.550;   null;212.462; 89.670;158.286;292.521; 99.712;161.860;196.468;201.726;199.152;112.514; 46.914;267.216
2001-09-25 17:00:00;170.818; 51.680;209.767;125.927;1356.040;409.823;104.982;212.704; 89.888;155.977;297.525; 99.081;159.260;200.000;202.212;200.668;112.218; 46.170;268.978
2001-09-25 17:05:00;172.938; 52.860;209.300;127.800;1355.580;407.180;   null;211.478; 90.518;158.180;292.872; 98.817;160.320;197.130;202.376;201.437;113.028; 45.748;268.850
2001-09-25 17:10:00;171.020; 52.480;213.733;126.840;1367.700;409.813;   null;211.502; 89.916;158.637;296.631;100.446;159.260;196.268;202.120;   null;113.032; 46.820;268.182
2001-09-25 17:15:00;170.076; 50.940;213.033;124.070;1354.920;405.557;104.736;210.398; 91.146;157.470;295.344; 98.072;160.820;197.452;201.324;202.648;112.458; 46.034;268.208
2001-09-25 17:20:00;170.600; 52.790;213.567;126.927;1356.800;407.410;   null;209.630; 88.576;156.917;292.230; 99.099;159.800;198.008;202.004;203.298;112.202; 46.234;266.846
2001-09-25 17:25:00;171.582; 51.573;211.500;127.033;1366.380;411.303;   null;211.418; 91.300;156.000;292.635; 99.119;158.560;196.784;201.532;201.472;112.678; 46.340;268.804
2001-09-25 17:30:00;172.348; 52.890;209.800;126.720;1351.820;408.107;104.809;211.864; 90.352;156.240;293.708; 99.433;159.640;196.986;201.232;201.280;113.718; 45.614;267.792
