DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,NAIN,PWNK,THUL,SOPB,SOPO
2001-09-26 07:00:00,162.072,50.04,198.667,119.417,1269.26,376.177,98.38,196.852,84.658,147.4,277.679,92.452,147.94,186.268,186.194,189.573,106.18,41.756,243.874
2001-09-26 07:05:00,162.382,50.02,199.933,119.997,1270.72,375.093,97.87433958333328,197.356,83.414,146.777,276.722,92.688,146.78,187.666,186.314,188.048,106.278,42.264,245.388
2001-09-26 07:10:00,163.918,49.837,198.933,117.837,1277.28,376.074,97.93932041666663,197.024,83.988,146.557,274.324,93.14,149.16,188.266,187.794,186.342,105.232,41.494,245.578
2001-09-26 07:15:00,163.12,49.28,199.0,117.547,1278.42,378.227,97.762,196.622,83.462,146.527,276.37,91.653,148.28,185.196,186.906,189.326,104.234,41.71,244.36
2001-09-26 07:20:00,163.64,49.103,197.4,119.41,1274.3,373.973,97.72351791666676,195.46,83.932,147.063,276.97,91.718,150.26,186.066,186.728,186.498,105.016,41.308,242.592
2001-09-26 07:25:00,161.1,49.103,200.367,118.913,1277.16,374.33,97.58113749999998,194.326,84.284,143.907,276.755,91.155,150.06,184.644,185.642,187.264,105.514,41.898,242.018
2001-09-26 07:30:00,162.864,49.72,199.367,119.61,1273.86,374.32,97.855,197.544,84.788,145.507,280.185,91.004,147.7,188.226,188.59,187.186,106.23,41.028,245.04
2001-09-26 07:35:00,163.348,49.487,198.567,120.713,1270.24,374.806,97.77945875000005,194.234,85.946,146.733,280.184,92.478,148.38,188.342,186.556,186.816,106.112,41.508,243.022
2001-09-26 07:40:00,161.38,48.753,199.867,120.213,1266.16,374.8,97.56792416666666,196.94,83.968,145.817,275.729,91.451,147.42,186.896,186.356,186.3,106.38,41.652,243.304
2001-09-26 07:45:00,162.212,49.043,198.2,119.223,1264.04,373.12,98.178,196.372,84.334,147.923,278.866,90.078,147.86,184.86,186.2,185.278,105.414,41.498,242.922
2001-09-26 07:50:00,161.85,49.0,199.133,120.64,1272.94,377.19,97.4617629166667,195.604,83.254,147.777,276.453,90.815,148.16,186.744,185.286,185.118,106.16,41.146,241.668
2001-09-26 07:55:00,162.212,49.817,201.533,119.9,1269.26,379.09,97.7880270833334,197.354,84.076,146.893,277.615,91.481,147.56,186.116,186.392,186.74,105.446,41.678,241.658
2001-09-26 08:00:00,162.998,50.2,199.0,119.493,1267.32,373.2,98.195,196.87,83.358,148.01,275.88,91.111,147.22,185.896,185.59,186.456,105.796,41.648,243.196
2001-09-26 08:05:00,162.03,49.833,201.333,120.847,1271.1,375.82,97.58563499999995,198.04,85.02,145.967,277.727,91.496,147.82,187.022,187.436,186.76,105.528,41.846,242.24
2001-09-26 08:10:00,163.386,48.94,201.367,120.587,1277.9,376.217,97.46984708333326,194.518,83.756,146.05,275.956,88.834,148.86,187.592,187.226,185.8,104.848,41.968,242.71
2001-09-26 08:15:00,161.768,50.06,198.9,121.5,1269.22,377.133,97.227,197.388,84.548,147.407,277.794,91.09,146.88,185.946,188.268,186.454,105.47,41.496,241.772
2001-09-26 08:20:00,161.728,49.9,199.633,120.767,1271.36,376.38,97.48800833333337,197.05,81.832,145.61,278.28,90.599,147.78,187.71,190.288,189.068,104.48,41.086,241.132
2001-09-26 08:25:00,161.468,49.383,199.133,119.85,1272.56,376.963,97.60464166666672,197.128,83.416,145.483,280.453,91.306,148.12,187.526,187.74,188.07,106.77,41.318,242.508
2001-09-26 08:30:00,162.556,48.903,199.267,118.68,1264.9,376.56,97.575,196.024,85.372,143.607,277.277,92.336,149.72,186.042,188.374,188.292,106.69,41.958,244.778
2001-09-26 08:35:00,162.374,49.123,197.8,119.38,1268.06,376.977,97.73987291666677,195.734,83.836,147.237,276.774,89.936,148.28,188.908,188.624,188.366,107.456,41.782,241.576
2001-09-26 08:40:00,165.232,49.977,201.033,118.57,1263.3,374.32,97.74574208333338,196.058,85.904,144.39,277.496,91.826,148.02,188.096,188.982,186.718,107.806,41.444,243.378
2001-09-26 08:45:00,161.83,49.643,197.767,118.953,1274.58,374.987,97.593,197.582,83.32,145.287,278.001,91.671,148.54,184.678,187.34,186.414,107.348,41.556,242.94
2001-09-26 08:50:00,162.924,50.26,198.267,119.823,1258.98,376.71,97.84049083333338,195.486,83.578,144.637,276.369,92.578,147.88,184.934,187.83,188.056,107.352,42.084,243.252
2001-09-26 08:55:00,162.654,50.44,199.4,120.283,1271.98,376.337,98.01491458333341,199.08,84.01,147.933,278.365,92.863,148.4,188.96,187.674,188.642,106.486,41.034,242.974
2001-09-26 09:00:00,162.362,50.297,199.933,120.077,1265.0,374.107,97.459,197.284,84.656,145.757,278.507,93.232,148.22,189.2,186.032,187.49,106.65,41.82,241.736
2001-09-26 09:05:00,161.892,50.43,198.933,121.08,1262.16,374.707,97.8291708333332,197.768,84.224,145.127,276.082,91.571,146.86,189.042,185.954,187.592,105.974,41.68,245.01
2001-09-26 09:10:00,165.65,49.63,199.5,118.353,1270.42,373.287,97.84799249999998,195.924,83.926,147.703,277.661,90.232,147.9,188.612,187.126,188.488,105.436,41.428,244.466
2001-09-26 09:15:00,162.856,48.883,201.8,120.023,1266.72,376.557,97.035,196.796,83.69,147.187,279.962,90.076,148.22,186.994,185.79,188.48,106.448,41.666,244.556
2001-09-26 09:20:00,162.228,50.427,200.333,119.597,1268.02,375.043,97.75164541666662,199.362,85.29,145.083,278.523,91.589,148.06,189.678,184.74,188.274,106.672,41.666,246.01
2001-09-26 09:25:00,161.478,49.18,201.567,120.03,1270.88,376.903,97.53931874999998,196.35,84.202,147.807,277.211,91.334,149.18,187.616,184.284,188.144,106.824,41.876,242.212
2001-09-26 09:30:00,164.022,49.413,200.833,120.797,1274.8,376.063,97.193,193.606,84.46,146.693,277.054,90.831,149.02,188.766,185.216,188.918,107.912,41.268,241.246
2001-09-26 09:35:00,161.984,50.21,202.2,118.89,1265.56,375.023,97.6017395833333,196.824,85.04,145.48,277.586,92.234,149.1,189.848,186.454,188.25,106.246,41.378,241.514
2001-09-26 09:40:00,162.97,49.883,200.733,120.333,1275.22,376.857,97.71253708333317,197.568,84.884,144.35,278.022,91.735,150.6,188.67,188.456,187.854,106.57,41.338,238.532
2001-09-26 09:45:00,162.236,48.14,201.533,117.55,1271.4,374.357,97.4,195.326,83.586,146.183,277.351,92.411,149.58,187.018,183.166,188.176,105.646,41.518,240.4
2001-09-26 09:50:00,161.754,50.353,204.633,119.453,1267.08,377.877,97.7620579166667,196.836,83.794,147.793,277.882,91.036,147.36,187.9,185.308,189.214,106.918,41.378,242.308
2001-09-26 09:55:00,162.734,51.163,200.533,119.95,1272.28,377.013,98.02875999999998,196.71,83.394,148.807,277.16,92.44,148.26,188.782,184.584,188.014,106.722,41.788,242.674
2001-09-26 10:00:00,162.96,49.25,200.2,119.84,1267.8,376.177,97.339,194.084,84.208,147.957,274.587,90.583,148.32,188.874,185.666,185.994,105.424,41.26,241.674
2001-09-26 10:05:00,162.036,49.537,200.8,118.557,1268.24,374.023,97.4906483333334,195.264,84.512,147.207,278.208,91.727,147.62,186.962,184.808,185.274,106.348,41.106,241.986
2001-09-26 10:10:00,163.1,48.59,199.933,119.34,1263.34,376.883,97.55203749999993,195.98,83.792,145.273,275.728,90.341,151.44,187.674,184.188,188.07,105.232,40.92,241.016
2001-09-26 10:15:00,163.176,49.263,197.833,118.733,1265.78,376.533,97.917,197.956,83.738,145.183,277.566,91.161,148.74,188.692,185.22,187.238,104.432,41.182,243.606
2001-09-26 10:20:00,161.704,49.423,200.6,120.067,1268.64,375.59,97.47718791666661,195.226,84.584,145.227,279.18,91.866,150.04,188.908,185.278,190.624,104.822,41.6,239.008
2001-09-26 10:25:00,163.106,49.407,202.3,118.513,1271.74,376.683,97.48941833333323,197.234,85.418,145.483,279.431,91.726,148.7,185.888,185.17,186.362,103.966,41.178,239.936
2001-09-26 10:30:00,163.798,48.897,200.5,117.843,1270.14,378.127,97.75,196.796,83.662,147.987,279.196,90.752,149.62,189.622,184.754,187.576,105.022,41.436,241.75
2001-09-26 10:35:00,162.408,49.387,198.867,118.2,1269.92,377.936,97.45309583333334,197.306,83.308,145.98,277.864,92.301,149.1,187.532,184.61,184.654,103.466,41.004,242.256
2001-09-26 10:40:00,164.072,50.593,202.3,119.78,1272.04,375.39,97.54256124999998,195.416,84.258,146.1,280.464,92.472,148.92,189.072,185.27,185.848,104.94,41.136,238.956
2001-09-26 10:45:00,163.238,48.573,201.4,118.573,1268.78,378.883,97.677,197.12,83.81,144.577,281.75,91.717,146.92,186.94,185.742,186.704,104.328,41.404,242.094
2001-09-26 10:50:00,162.87,49.957,199.367,119.6,1269.06,376.667,97.3478120833333,195.038,84.064,144.53,277.864,90.46,148.68,186.524,186.024,184.494,103.628,41.226,239.832
2001-09-26 10:55:00,162.866,49.62,201.567,119.243,1275.16,377.957,97.4014783333332,198.362,84.602,145.687,281.513,90.625,149.44,188.3,183.22,185.39,103.332,41.27,239.418
2001-09-26 11:00:00,164.172,50.747,202.367,118.883,1280.36,378.26,98.303,196.322,83.354,146.6,279.853,90.971,149.18,184.582,186.726,181.235,105.382,40.902,240.38
2001-09-26 11:05:00,162.128,49.977,197.933,119.32,1276.72,376.207,97.73024249999992,196.69,85.218,145.383,276.771,90.341,147.48,185.978,187.044,187.125,104.172,41.338,243.32
2001-09-26 11:10:00,165.04,48.52,199.1,120.267,1276.62,375.13,97.45024291666668,195.272,83.476,146.063,278.006,91.786,147.72,185.534,186.332,186.25,104.358,42.072,239.494
2001-09-26 11:15:00,163.99,49.243,200.067,118.743,1283.48,378.083,97.718,194.312,84.046,143.19,276.455,91.616,148.98,186.156,184.478,187.98,104.382,41.984,241.29
2001-09-26 11:20:00,163.882,49.96,198.767,119.19,1279.0,380.317,97.74251999999997,194.814,84.97,146.787,278.38,90.208,148.8,183.406,185.142,185.506,104.892,41.042,241.258
2001-09-26 11:25:00,162.024,50.463,200.933,120.77,1281.84,375.614,97.63444749999996,199.002,84.648,145.52,276.418,92.481,147.8,183.324,185.09,185.872,104.208,41.032,241.434
2001-09-26 11:30:00,163.104,49.803,201.267,119.793,1288.96,377.21,96.902,196.828,83.426,146.63,276.594,88.607,147.98,184.61,185.25,187.186,102.524,41.388,240.532
2001-09-26 11:35:00,163.65,49.967,200.467,120.243,1285.82,376.437,97.62083041666664,197.594,84.878,144.597,274.21,91.465,147.1,184.668,185.96,187.372,105.234,41.834,243.24
2001-09-26 11:40:00,165.57,50.077,199.3,118.53,1284.32,377.76,97.86653291666671,195.788,84.534,146.4,275.823,91.31,149.42,185.34,186.602,185.732,105.89,41.198,242.254
2001-09-26 11:45:00,162.074,48.817,199.2,120.397,1293.34,375.603,97.236,194.446,84.49,144.833,273.751,91.514,147.6,185.346,185.974,187.96,104.372,41.45,241.53
2001-09-26 11:50:00,164.228,50.503,198.667,118.747,1295.4,379.597,97.91632875000003,195.94,83.648,144.926,275.503,90.77,147.26,182.576,188.118,190.76,106.14,41.414,241.702
2001-09-26 11:55:00,163.264,50.063,199.767,120.413,1292.5,374.537,97.33441749999996,196.322,83.728,144.88,273.857,91.932,150.02,183.066,185.498,187.25,103.098,41.28,240.78
2001-09-26 12:00:00,163.972,50.42,200.367,120.127,1294.6,375.277,97.27,197.66,83.42,144.843,276.584,91.494,150.18,184.672,184.86,185.932,104.69,41.284,241.246
2001-09-26 12:05:00,162.902,48.477,199.733,120.537,1291.14,375.987,97.29495999999996,197.19,83.492,145.997,277.339,91.362,147.02,184.104,186.522,186.69,103.59,41.33,240.318
2001-09-26 12:10:00,160.548,50.123,199.733,122.013,1295.58,378.45,97.57113458333338,195.33,84.574,146.277,272.874,91.057,147.7,184.378,184.8,186.17,104.608,40.908,241.21
2001-09-26 12:15:00,164.124,50.12,198.267,119.603,1288.02,375.997,97.3,194.644,83.808,146.327,271.042,91.289,149.82,182.734,185.456,186.896,105.178,40.566,243.09
2001-09-26 12:20:00,165.074,49.783,198.9,118.317,1280.52,375.37,97.64441999999995,196.8,84.188,148.357,274.026,90.436,148.28,180.356,184.89,187.642,104.594,40.97,241.9
2001-09-26 12:25:00,164.048,50.757,201.267,119.58,1293.98,376.377,97.64501791666672,195.168,82.746,146.113,274.1,92.592,149.64,181.866,186.494,187.58,104.498,41.302,239.904
2001-09-26 12:30:00,164.844,48.857,202.7,119.917,1284.1,373.937,97.318,196.784,84.598,143.46,272.402,91.817,146.4,182.588,186.022,186.446,104.344,41.064,240.546
2001-09-26 12:35:00,163.53,49.897,201.433,119.8,1282.88,375.443,97.1096441666667,196.376,84.238,145.0,274.089,91.434,147.88,181.3,186.96,188.302,103.354,40.344,241.472
2001-09-26 12:40:00,164.002,50.507,200.8,119.333,1291.38,374.767,97.48861958333342,192.916,84.844,145.683,273.094,90.647,148.6,184.272,187.344,187.468,103.98,41.498,240.328
2001-09-26 12:45:00,163.832,50.217,202.467,119.123,1289.5,375.627,96.996,194.936,83.148,148.32,275.705,90.551,147.96,184.266,188.444,187.492,104.864,41.134,242.26
2001-09-26 12:50:00,163.668,49.903,199.433,121.2,1295.72,376.737,97.7167175,196.692,84.162,146.773,273.376,91.687,149.46,183.928,186.882,188.38,104.462,41.074,241.364
2001-09-26 12:55:00,162.77,50.157,199.567,118.85,1293.54,374.603,97.49415375000004,197.632,85.26,147.277,276.66,90.769,147.08,182.022,185.998,188.834,103.346,41.16,241.368
2001-09-26 13:00:00,164.508,50.26,202.033,118.477,1295.24,376.167,97.869,196.37,83.774,145.823,274.344,90.504,150.46,183.74,184.48,188.25,104.032,41.592,240.73
2001-09-26 13:05:00,162.814,51.03,200.367,119.523,1299.18,375.853,97.82227916666665,194.972,83.738,145.953,275.552,93.178,149.28,183.586,185.61,189.34,104.594,41.53,242.728
2001-09-26 13:10:00,164.286,50.6,201.033,121.077,1296.36,371.84,98.11634250000003,198.532,83.436,147.807,278.624,93.373,149.1,185.836,186.75,185.996,104.334,41.804,239.81
2001-09-26 13:15:00,164.408,50.393,198.467,120.183,1298.14,376.393,97.514,198.104,83.578,147.46,273.987,91.791,148.94,185.014,187.942,187.702,104.058,41.17,243.072
2001-09-26 13:20:00,165.154,49.827,199.033,120.473,1292.6,378.41,97.8004558333333,195.338,83.278,146.917,276.069,90.946,149.58,183.39,184.64,187.278,105.096,42.106,241.76
2001-09-26 13:25:00,164.598,49.637,199.6,120.773,1296.78,379.05,97.99579208333333,194.83,83.452,145.467,275.165,93.25,148.2,184.516,185.202,188.944,104.19,41.544,243.888
2001-09-26 13:30:00,163.526,50.29,200.867,118.82,1294.96,376.963,97.063,197.602,82.172,146.073,278.778,90.736,149.42,183.518,186.058,187.99,104.256,41.538,241.842
2001-09-26 13:35:00,163.732,50.787,199.733,119.163,1296.02,376.783,97.71153041666653,198.402,83.702,145.817,276.713,91.468,147.32,186.594,184.628,186.06,104.364,41.262,243.618
2001-09-26 13:40:00,165.744,49.823,199.7,122.367,1298.7,376.647,97.83509541666666,198.406,84.264,148.32,274.376,91.625,148.72,185.278,183.398,186.657,103.838,41.272,239.786
2001-09-26 13:45:00,165.644,49.25,200.467,119.54,1293.94,377.993,97.549,195.57,83.762,147.753,276.947,91.818,147.38,184.624,185.396,187.856,103.554,41.47,240.678
2001-09-26 13:50:00,162.53,49.633,200.8,119.307,1305.32,376.863,97.51550500000005,197.752,83.31,146.407,277.299,92.434,148.12,185.276,186.772,188.496,104.578,41.416,243.682
2001-09-26 13:55:00,162.058,49.45,200.3,120.13,1295.24,375.673,97.48123291666663,198.77,84.654,145.827,274.87,91.511,148.52,186.762,186.564,188.408,105.486,41.586,240.608
2001-09-26 14:00:00,164.294,48.607,201.533,119.957,1297.78,375.547,95.698,195.602,83.396,145.273,278.371,92.449,148.9,185.258,185.836,185.936,103.368,40.848,245.634
2001-09-26 14:05:00,162.644,49.767,198.367,121.403,1294.82,376.8,97.48885458333325,195.13,83.352,144.723,273.588,90.424,149.74,185.422,184.628,187.892,105.192,41.43387083333334,241.6909316666668
2001-09-26 14:10:00,165.278,50.133,199.933,120.38,1298.7,378.373,97.97143333333335,197.932,83.896,146.137,272.104,92.803,149.22,184.896,186.808,187.95,104.322,41.102,241.847
2001-09-26 14:15:00,165.258,49.617,197.667,118.833,1290.6,379.963,96.71,198.55,83.304,145.533,275.589,92.071,148.52,185.13,186.078,187.168,104.466,40.874,240.568
2001-09-26 14:20:00,163.972,49.627,199.8,119.833,1302.68,376.723,97.60532708333331,198.642,84.14,144.293,275.008,92.316,149.14,184.866,185.582,184.952,105.0,41.548,243.168
2001-09-26 14:25:00,164.492,48.793,198.733,122.167,1296.98,379.517,98.11835500000005,194.332,86.07,148.06,273.851,92.472,149.22,182.726,185.478,187.068,104.188,41.122,241.392
2001-09-26 14:30:00,164.262,50.407,199.467,120.59,1295.56,378.403,97.629,197.426,83.146,146.76,272.881,91.75,151.0,184.192,185.91,189.574,104.528,41.778,240.978
2001-09-26 14:35:00,164.012,50.163,199.867,118.88,1300.8,380.01,97.73883625000003,197.31,83.214,145.193,273.818,92.624,151.24,184.622,186.802,189.686,104.09,40.486,242.708
2001-09-26 14:40:00,165.188,51.02,200.933,120.673,1299.58,381.11,98.18737124999998,199.286,84.262,145.1,276.077,91.758,148.08,183.38,186.324,190.006,106.006,41.224,243.712
2001-09-26 14:45:00,163.426,50.613,199.6,118.683,1303.2,376.817,98.578,196.24,82.866,146.55,274.44,90.737,149.0,182.536,186.544,188.38,104.116,41.878,243.54
2001-09-26 14:50:00,166.22,48.79,201.267,120.03,1307.78,379.653,97.69147541666665,198.72,83.806,147.083,274.631,91.954,148.4,185.206,184.966,187.954,103.906,41.096,241.514
2001-09-26 14:55:00,164.134,49.277,201.4,122.113,1303.58,376.77,97.5017670833333,196.972,82.39,145.613,272.609,90.97,149.0,182.424,186.96,185.956,104.56,41.402,240.948
2001-09-26 15:00:00,163.894,50.813,200.433,119.483,1300.2,380.893,97.197,197.784,83.27,146.567,272.927,90.81,147.46,184.348,185.516,187.748,104.438,41.434,243.18
2001-09-26 15:05:00,163.612,49.677,199.233,121.677,1309.1,378.14,98.05407375000003,197.836,81.416,148.727,274.269,92.851,146.36,185.018,187.122,187.416,103.542,41.336,240.624
2001-09-26 15:10:00,164.904,50.493,198.867,119.203,1303.54,379.857,97.92805625000011,199.576,83.96,146.197,275.73,91.732,148.42,183.128,184.654,186.48,105.902,41.962,241.582
2001-09-26 15:15:00,165.876,49.953,196.867,119.897,1305.28,378.947,97.588,198.7,84.202,147.47,275.042,92.432,149.6,184.008,185.694,188.282,104.38,41.962,242.492
2001-09-26 15:20:00,165.102,49.933,199.7,121.573,1308.14,380.813,98.39252458333328,194.898,84.34,148.33,273.806,92.655,151.92,185.102,185.4,188.52,104.56,41.64,241.688
2001-09-26 15:25:00,164.56,50.183,197.233,121.7,1299.2,381.493,97.97392958333336,196.136,83.338,145.883,273.974,90.861,148.88,182.686,185.248,186.514,104.968,41.978,241.278
2001-09-26 15:30:00,165.962,49.77,200.533,119.923,1291.94,380.083,97.631,195.19,83.81,148.237,277.095,91.618,150.62,185.714,185.212,186.32,104.43,41.83,241.996
2001-09-26 15:35:00,166.922,50.08,198.3,118.183,1295.44,381.667,98.1729254166666,196.106,83.884,147.32,274.682,90.539,148.9,186.242,186.742,187.49,104.878,41.61,242.652
2001-09-26 15:40:00,163.926,48.997,200.967,120.48,1291.22,379.397,98.44313124999996,196.846,83.936,148.447,274.798,93.851,150.84,183.986,184.068,185.03,104.978,41.228,241.162
2001-09-26 15:45:00,166.234,50.233,197.7,117.98,1292.62,376.917,98.523,197.554,83.364,147.577,274.513,90.819,150.86,182.328,186.718,189.094,104.08,41.49,243.864
2001-09-26 15:50:00,166.276,50.13,199.933,121.237,1290.36,380.75,98.30790541666661,197.89,85.372,147.003,273.975,91.261,149.64,185.788,185.552,186.974,105.76,41.072,243.534
2001-09-26 15:55:00,166.394,49.137,198.267,120.49,1300.14,381.697,98.29550499999986,196.688,84.678,146.83,273.879,92.487,149.3,184.768,185.866,187.31,103.422,41.68,241.252
2001-09-26 16:00:00,164.896,50.183,201.167,119.82,1301.18,378.697,98.047,199.328,83.796,147.837,273.118,92.281,149.28,186.236,186.216,184.948,105.564,42.002,239.868
2001-09-26 16:05:00,165.522,50.117,197.2,120.287,1297.12,379.407,98.03184500000002,198.374,83.944,146.883,272.864,91.792,151.92,185.17,186.268,187.312,105.996,41.08,241.844
2001-09-26 16:10:00,163.664,50.233,196.867,119.733,1296.12,379.473,97.71614208333338,202.324,84.008,146.003,275.434,92.248,146.76,184.212,185.446,188.166,103.892,41.72,244.204
2001-09-26 16:15:00,167.232,49.737,197.7,119.753,1293.46,377.307,98.38,195.64,83.792,146.923,273.457,93.039,150.44,186.956,185.73,186.364,106.0,41.974,242.034
2001-09-26 16:20:00,165.086,49.96,196.133,121.287,1296.0,379.233,98.18533749999989,197.436,83.55,148.64,274.629,91.842,150.76,184.772,184.614,188.86,104.798,42.04,242.062
2001-09-26 16:25:00,166.464,51.457,199.4,119.293,1296.4,376.923,98.29429916666673,198.912,84.826,148.09,273.878,92.093,149.76,185.978,187.052,188.56,103.754,41.668,243.54
2001-09-26 16:30:00,165.238,49.823,198.8,119.377,1292.16,379.953,97.34,196.228,84.208,147.08,274.492,91.381,151.18,185.558,184.538,185.454,104.258,41.564,239.582
2001-09-26 16:35:00,164.028,49.803,198.567,120.563,1291.42,379.764,98.04270333333325,198.376,84.396,146.893,271.848,92.148,150.32,185.418,187.354,186.918,104.62,41.486,244.32
2001-09-26 16:40:00,165.764,49.477,200.867,121.087,1298.68,379.857,98.5410566666667,198.698,84.822,147.86,273.708,91.847,150.8,184.046,185.866,189.57,104.62,41.674,243.258
2001-09-26 16:45:00,165.4,50.913,198.7,121.09,1293.84,380.927,98.082,200.332,85.0,144.36,274.13,91.301,152.64,185.578,188.692,188.548,105.438,41.272,243.774
2001-09-26 16:50:00,162.846,49.87,197.6,121.447,1290.4,377.2,98.18008958333334,198.914,85.602,145.047,273.271,93.307,151.16,184.202,186.378,187.83,105.306,41.64,242.452
2001-09-26 16:55:00,163.124,49.897,199.9,119.193,1283.84,379.177,97.73378458333342,196.058,83.044,145.613,265.705,93.382,148.94,184.19,185.168,187.52,105.184,40.298,241.364
2001-09-26 17:00:00,163.108,50.517,197.4,123.07,1285.82,376.53,98.126,197.514,83.188,146.92,272.549,93.069,149.76,185.194,187.058,186.882,106.72,41.51,241.98
2001-09-26 17:05:00,166.028,49.003,200.267,119.223,1293.36,379.493,98.05450166666665,198.522,83.498,146.42,276.462,92.16,150.46,184.886,184.828,186.664,105.97,41.106,245.284
2001-09-26 17:10:00,167.632,49.773,196.733,119.463,1295.02,379.54,97.74989416666665,202.534,83.83,146.1,273.376,91.465,149.34,185.498,184.292,185.228,104.034,41.134,244.108
2001-09-26 17:15:00,166.808,50.16,200.7,119.79,1288.18,378.387,98.612,197.822,84.248,147.01,272.643,92.871,150.28,184.314,184.728,187.416,105.976,41.422,242.67
2001-09-26 17:20:00,164.536,50.71,200.5,120.587,1290.78,379.873,97.98520208333332,199.372,83.21,145.157,274.171,92.402,150.18,185.2,185.38,185.72,104.43,42.064,243.262
2001-09-26 17:25:00,167.538,51.68,200.567,120.377,1291.48,380.977,98.33648458333344,201.304,82.382,147.817,273.98,91.512,151.6,183.532,185.7,189.52,103.4,41.494,242.268
2001-09-26 17:30:00,166.148,51.203,197.567,119.783,1294.58,382.933,98.035,198.198,82.252,147.267,275.677,91.002,150.58,184.784,185.526,189.486,105.258,41.38,243.55
2001-09-26 17:35:00,166.302,50.563,198.9,120.347,1288.42,382.464,98.1290237499999,199.36,83.41,144.57,276.016,92.543,149.5,182.568,186.81,187.1113629166667,104.482,41.72,240.088
2001-09-26 17:40:00,164.812,50.887,199.667,120.557,1294.26,378.894,98.19189583333335,198.894,83.38,145.46,273.574,92.288,152.06,183.784,186.906,187.85643833333336,104.79,41.6,240.542
2001-09-26 17:45:00,166.002,51.123,201.5,121.38,1293.5,382.253,97.43,198.016,84.222,145.386,271.632,92.866,151.22,182.08,187.716,185.33,105.058,41.67,241.436
2001-09-26 17:50:00,165.734,50.813,198.367,121.683,1298.32,380.497,98.47278000000007,199.39,82.584,148.907,273.598,92.218,149.82,184.336,186.076,184.478,104.624,41.104,242.18
2001-09-26 17:55:00,164.972,51.187,200.1,121.587,1283.94,382.67,98.68279041666656,199.282,84.538,147.033,277.352,92.004,150.64,184.814,186.138,187.156,104.33,41.722,241.242
2001-09-26 18:00:00,165.65,49.043,197.1,121.577,1295.54,382.813,97.882,201.062,83.544,148.307,275.007,92.474,151.76,182.83,187.324,186.762,103.546,41.546,241.844
2001-09-26 18:05:00,167.042,51.143,197.5,120.74,1294.38,384.3,98.80741083333338,198.8,84.046,147.037,271.25,93.247,151.5,183.152,187.024,186.014,105.914,41.358,242.6
2001-09-26 18:10:00,165.598,51.237,197.7,121.3,1293.06,384.42,99.18266916666673,199.426,84.082,150.243,272.81,93.042,150.26,183.318,186.502,189.09,105.084,41.822,242.788
2001-09-26 18:15:00,166.32,51.143,196.767,121.75,1294.76,380.847,98.584,196.434,85.628,147.243,274.404,92.055,149.3,183.616,187.256,187.264,105.95,41.602,241.614
2001-09-26 18:20:00,164.18,51.113,199.6,122.31,1296.12,384.457,98.93910208333332,200.15,83.298,147.46,271.872,92.275,151.76,182.68,186.362,187.214,106.704,41.932,243.2
2001-09-26 18:25:00,164.358,50.21,203.667,121.617,1299.18,380.433,98.57987458333336,198.946,85.144,147.98,276.408,92.661,149.36,185.076,185.052,186.892,105.41,41.554,243.634
2001-09-26 18:30:00,166.52,49.913,200.133,122.53,1288.44,383.297,98.446,198.112,82.678,148.083,277.853,92.914,149.4,183.004,186.338,184.77,105.442,40.954,242.046
2001-09-26 18:35:00,165.266,51.267,199.533,123.107,1287.18,386.673,99.26441124999994,197.97,84.514,147.577,269.659,92.107,150.94,186.406,186.34,186.094,106.75,41.518,242.884
2001-09-26 18:40:00,164.808,50.223,199.267,119.53,1294.66,380.077,98.25089125000001,198.384,83.12,146.223,273.161,93.227,150.58,183.762,185.762,189.084,105.824,41.644,242.446
2001-09-26 18:45:00,166.964,48.86,199.767,119.507,1289.68,382.383,99.527,198.034,82.726,147.727,272.915,92.116,149.9,185.868,185.53,189.287,104.496,41.074,241.838
2001-09-26 18:50:00,166.298,49.86,199.367,120.923,1290.88,384.037,98.88906666666658,198.086,84.724,147.68,274.731,91.517,148.7,185.33,186.114,187.5575124999998,103.908,42.036,243.11
2001-09-26 18:55:00,167.224,50.56,198.967,122.04,1288.58,382.256,98.92002333333336,199.362,82.32,147.953,272.803,93.513,151.36,184.216,182.582,186.99686333333335,105.304,40.938,242.566
2001-09-26 19:00:00,165.776,49.203,198.633,121.49,1292.1,381.23,99.922,198.118,83.36,148.196,274.561,93.202,150.06,184.188,186.462,187.647,103.692,41.214,241.952
2001-09-26 19:05:00,166.754,51.033,200.667,121.98,1291.18,380.37,98.64561500000005,199.564,83.446,149.14,272.142,92.817,151.5,183.308,185.258,188.484,105.722,41.426,243.906
2001-09-26 19:10:00,165.02,50.3,201.033,121.223,1290.9,379.197,98.46330416666672,198.92,84.788,145.58,272.237,93.666,150.6,182.532,184.442,187.854,104.13,41.578,243.994
2001-09-26 19:15:00,166.306,50.647,200.1,121.8,1292.22,384.75,99.4,198.292,84.382,146.396,274.052,92.153,150.84,182.988,185.002,186.248,104.602,41.232,242.832
2001-09-26 19:20:00,166.162,50.25,199.467,122.347,1291.34,380.85,98.86905083333328,200.388,83.902,149.65,272.938,93.592,152.08,183.582,183.576,188.91,104.61,41.242,241.344
