DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2004-01-21 20:35:00,161.952,54.36,215.067,129.3,1386.7,421.573,,209.068,91.598,160.99,304.966,98.583,163.36,196.972,176.83,197.074,198.962,115.078,46.576,274.456
2004-01-21 20:40:00,162.302,55.963,214.633,127.157,1381.96,422.583,,209.67,93.482,159.357,303.058,99.262,161.7,197.216,178.112,197.578,198.94,113.982,45.536,276.88
2004-01-21 20:45:00,162.588,53.773,214.833,127.55,1378.84,422.657,106.504,210.59,91.284,157.584,303.759,100.239,161.4,197.996,177.564,196.648,197.268,114.96,46.382,275.904
2004-01-21 20:50:00,164.33,53.607,215.133,128.36,1396.0,421.85,,208.594,90.53,159.323,301.525,100.134,162.26,197.736,176.0,197.496,198.164,116.058,46.77,272.88
2004-01-21 20:55:00,163.34,54.49,214.967,127.12,1383.74,421.337,,210.16,92.264,163.407,304.965,99.822,162.3,197.224,176.512,197.574,198.498,115.712,45.774,275.634
2004-01-21 21:00:00,164.608,54.973,213.567,126.443,1375.96,420.467,105.877,213.072,91.282,160.677,302.891,100.526,161.86,195.926,178.05,197.498,196.726,113.21,46.11,274.99
2004-01-21 21:05:00,161.078,54.613,215.033,126.893,1383.88,421.943,,209.194,90.938,161.917,306.068,100.094,160.66,197.784,178.0,195.576,199.1,113.152,46.266,
2004-01-21 21:10:00,162.45,54.533,214.433,129.45,1387.48,422.027,,211.46,90.9,158.067,305.44,99.51,161.78,198.41,178.482,197.362,198.696,114.9,45.982,271.093
2004-01-21 21:15:00,163.008,54.577,212.367,129.503,1376.42,419.607,105.748,207.438,89.476,161.547,302.599,98.158,161.88,196.84,176.902,196.888,198.226,114.228,45.662,276.114
2004-01-21 21:20:00,161.662,54.513,213.133,128.14,1371.02,421.523,,212.012,90.706,161.59,305.052,98.298,161.66,198.13,177.51,198.2,197.82,114.828,47.12,275.534
2004-01-21 21:25:00,161.752,54.103,214.167,127.473,1377.72,425.02,,209.016,90.194,159.237,304.616,99.007,160.58,198.376,178.142,199.39,200.238,114.808,46.374,274.478
2004-01-21 21:30:00,162.702,54.36,215.267,126.763,1384.42,424.39,105.284,211.906,91.932,159.03,301.918,100.708,164.92,197.186,179.582,197.878,199.696,114.588,46.346,274.782
2004-01-21 21:35:00,163.198,54.233,213.233,128.523,1380.0,423.443,,210.068,90.354,157.866,304.192,98.335,160.2,198.86,176.776,196.854,198.146,114.96,46.976,274.186
2004-01-21 21:40:00,160.856,53.717,215.667,127.767,1383.78,422.677,,211.558,92.744,162.074,303.873,98.962,162.16,197.258,173.086,196.776,197.726,114.428,46.12,274.008
2004-01-21 21:45:00,163.006,54.793,215.4,127.217,1381.46,422.01,106.124,209.208,91.464,160.773,301.883,100.7,161.78,197.432,178.148,198.026,200.244,114.764,46.288,273.614
2004-01-21 21:50:00,163.444,54.047,214.3,129.303,1386.64,425.447,,209.784,91.182,159.437,305.681,97.999,163.1,197.57,177.906,197.42,198.238,114.814,46.46,271.788
2004-01-21 21:55:00,164.25,54.483,215.933,126.48,1388.4,423.58,,211.448,90.816,159.073,302.502,99.864,162.5,195.576,177.808,196.072,198.942,115.296,46.326,272.564
2004-01-21 22:00:00,160.204,55.477,213.167,128.553,1374.26,420.897,106.114,210.696,90.996,158.613,304.349,100.021,162.44,196.91,177.348,196.54,199.194,114.076,45.544,271.842
2004-01-21 22:05:00,161.866,53.803,216.033,128.903,1380.14,427.123,,211.264,92.678,162.143,303.536,98.885,163.1,196.222,177.12,194.866,197.346,114.764,46.18,273.92
2004-01-21 22:10:00,161.99,55.397,215.067,126.583,1380.9,423.15,,209.786,93.612,160.467,305.716,98.312,162.34,197.626,178.116,195.762,200.332,115.522,46.472,272.04
2004-01-21 22:15:00,162.332,54.293,215.167,126.467,1387.04,426.567,106.832,212.12,90.404,160.5,304.348,98.24,163.28,197.978,178.334,194.362,197.64,114.622,46.044,274.704
2004-01-21 22:20:00,163.204,55.107,214.733,126.29,1377.32,423.99,,211.428,91.526,159.19,302.855,99.475,164.4,196.042,177.82,197.99,199.512,114.822,45.706,273.004
2004-01-21 22:25:00,162.272,54.33,213.667,127.13,1387.98,426.113,,212.198,92.37,160.977,305.433,99.191,161.78,197.028,176.196,196.336,198.074,114.942,46.236,273.844
