DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,NAIN,PWNK,SOPB,SOPO
2001-04-08 13:25:00,162.44,51.17,204.367,122.797,1315.52,398.72,101.9480700000001,203.806,86.038,154.467,287.125,96.704,156.76,192.104,193.14,192.954,43.13,246.206
2001-04-08 13:30:00,166.962,51.28,206.067,122.987,1321.74,398.363,101.813,203.334,85.33,152.193,287.806,94.635,156.9,192.062,192.76,193.98,42.548,247.284
2001-04-08 13:35:00,164.226,50.473,205.7,121.947,1316.62,397.707,101.97115916666661,202.486,87.506,154.757,290.564,97.645,157.14,191.972,189.21,193.556,42.052,247.732
2001-04-08 13:40:00,165.38,51.277,204.533,122.71,1313.02,395.74,101.84277291666669,202.83,87.674,153.81,287.724,96.17,154.62,191.008,191.036,196.726,42.666,246.544
2001-04-08 13:45:00,164.95,52.157,206.433,122.263,1321.14,394.297,101.65,204.25,86.208,151.02,288.033,95.975,156.54,192.124,191.994,192.874,42.614,246.642
2001-04-08 13:50:00,166.328,50.163,207.333,124.447,1314.24,394.16,101.62225833333332,201.73,85.994,153.61,286.764,95.677,156.18,189.604,190.66,193.054,42.418,246.29
2001-04-08 13:55:00,166.112,51.493,205.1,124.737,1314.46,395.907,101.93329500000002,203.214,84.302,155.433,290.469,96.111,154.54,193.106,191.166,194.54,42.042,246.586
2001-04-08 14:00:00,165.878,51.18,207.267,124.047,1320.22,397.38,102.411,203.442,85.122,152.24,290.453,96.912,154.24,194.712,192.108,194.768,42.03,244.65
2001-04-08 14:05:00,165.608,51.837,207.233,123.59,1321.88,400.007,101.93276833333339,202.79,85.49,150.54,289.575,94.913,155.86,192.656,191.164,192.592,42.376,243.564
2001-04-08 14:10:00,163.732,50.517,204.733,122.787,1327.52,397.547,101.87758624999995,202.874,85.046,154.797,289.527,97.03,155.64,194.472,187.484,193.48,41.986,246.236
2001-04-08 14:15:00,166.7,52.177,208.033,123.05,1327.18,399.19,101.317,199.358,83.866,152.93,288.745,96.259,156.02,193.514,192.24,194.154,41.33,242.816
2001-04-08 14:20:00,165.206,49.91,206.933,122.343,1325.86,396.707,101.81467458333329,203.956,84.208,151.23,287.996,95.647,154.78,195.016,188.726,190.174,41.36,238.292
2001-04-08 14:25:00,165.992,51.113,207.0,123.903,1324.32,400.05,101.8596779166667,199.074,85.184,151.783,289.803,94.924,155.18,192.388,188.612,193.732,40.638,239.654
2001-04-08 14:30:00,166.126,51.097,204.3,123.987,1330.44,397.46,102.165,203.278,84.792,152.453,284.452,93.932,155.08,191.046,189.274,194.278,41.216,242.276
2001-04-08 14:35:00,166.998,50.99,208.6,122.497,1323.14,396.997,101.72348000000004,201.142,84.6,150.91,285.008,94.464,156.26,191.75,189.152,193.292,41.352,241.094
2001-04-08 14:40:00,165.148,51.56,203.8,123.477,1324.56,395.92,101.73426062500008,201.186,85.504,151.987,283.018,94.587,154.58,191.284,189.572,192.724,42.132,242.624
2001-04-08 14:45:00,166.102,51.597,204.833,124.587,1326.0,399.477,101.846,200.338,84.254,151.91,282.572,95.321,155.48,192.624,186.148,191.32,41.22,241.638
