DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2001-11-05 20:50:00,171.902,54.053,216.167,127.853,1385.38,418.477,,214.384,,159.75,300.182,100.06,161.2,199.592,179.61,199.408,,113.312,45.99,268.582
2001-11-05 20:55:00,171.868,54.333,214.4,126.35,1393.98,420.14,,215.07,,159.463,297.157,97.56,161.3,198.186,180.006,202.058,,113.844,46.522,269.43
2001-11-05 21:00:00,173.14,53.303,212.0,129.307,1382.34,419.163,105.422,216.394,,158.937,298.119,98.289,162.54,198.282,179.14,200.714,,113.752,46.378,270.04
2001-11-05 21:05:00,170.698,53.76,214.767,129.307,1387.16,415.75,,217.22,,157.514,299.817,98.988,162.0,199.208,179.326,201.706,,112.048,47.21,270.398
2001-11-05 21:10:00,170.246,52.87,215.867,127.8,1393.9,417.33,,216.412,,159.153,297.913,99.598,162.84,199.29,180.522,199.026,,112.308,46.86,268.618
2001-11-05 21:15:00,173.1,53.687,214.367,128.723,1390.9,417.33,106.734,214.6,,161.22,299.759,100.384,164.68,201.152,181.034,199.334,,113.802,46.56,270.714
2001-11-05 21:20:00,172.636,52.987,217.533,128.133,1378.32,417.66,,216.514,,156.1,295.913,99.09,163.28,198.172,180.104,197.912,,114.842,46.074,269.414
2001-11-05 21:25:00,171.5,53.547,216.567,127.903,1386.26,413.477,,216.402,,156.9,298.187,100.167,161.98,200.8,180.513,203.748,,113.33,46.532,270.314
2001-11-05 21:30:00,171.298,53.447,215.433,128.933,1388.48,418.563,105.734,214.0,,159.283,298.968,99.231,162.64,200.752,177.526,200.328,,113.94,46.118,268.556
2001-11-05 21:35:00,171.454,53.337,214.467,129.527,1392.9,415.286,,213.838,,159.117,297.336,100.511,162.3,198.616,180.01,199.114,,113.95,46.932,266.228
2001-11-05 21:40:00,170.77,54.49,214.1,128.323,1401.66,414.23,,215.844,,159.073,300.762,100.187,162.38,198.918,177.616,199.156,,114.736,46.396,269.806
2001-11-05 21:45:00,170.17,53.82,214.467,129.567,1389.52,418.407,106.419,216.644,90.33,159.047,299.221,99.685,161.82,200.776,176.826,201.352,,112.464,46.4,267.852
2001-11-05 21:50:00,170.758,52.353,215.133,127.357,1394.26,416.147,,219.358,90.752,157.607,296.433,100.335,161.98,198.476,180.694,199.134,,115.604,46.17,270.068
