DATETIME,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2005-08-24 17:50:00,210.367,148.29,1353.32,426.267,,208.168,89.546,157.246,286.511,97.293,159.6,197.036,171.52,196.928,195.042,112.576,140.458,274.914
2005-08-24 17:55:00,210.967,145.97,1352.94,424.733,,206.984,92.662,159.263,288.923,97.307,159.76,196.654,172.89,197.246,195.182,111.748,139.048,270.514
2005-08-24 18:00:00,209.0,145.403,1348.64,425.637,105.925,208.828,91.996,157.807,285.847,97.227,158.68,194.82,173.522,196.814,196.442,111.454,140.388,271.88
2005-08-24 18:05:00,210.4,146.467,1367.46,422.59,,209.156,90.702,158.307,287.449,97.619,160.04,194.876,173.056,195.524,196.842,110.716,139.154,268.572
2005-08-24 18:10:00,212.9,145.337,1340.18,421.426,,208.576,91.286,158.557,287.986,98.013,159.28,194.332,172.328,198.406,196.422,111.8,138.344,271.314
2005-08-24 18:15:00,211.567,148.227,1347.16,422.823,105.893,205.696,90.188,157.71,284.634,97.21,160.34,195.806,170.356,198.724,193.676,112.468,138.2,271.42
2005-08-24 18:20:00,211.367,146.66,1351.74,424.15,,207.822,90.238,157.47,285.244,97.673,157.82,194.382,173.174,197.714,194.488,111.72,140.088,272.096
2005-08-24 18:25:00,214.2,147.123,1338.88,419.917,,209.56,92.2,159.83,287.399,98.124,159.46,194.206,172.344,198.806,195.404,111.3,138.974,271.826
2005-08-24 18:30:00,211.967,145.58,1359.94,423.247,105.605,210.388,91.13,158.72,286.694,98.898,158.9,191.992,172.972,198.382,195.198,111.686,137.914,270.14
2005-08-24 18:35:00,212.5,145.837,1337.32,424.06,,207.666,91.6,155.993,286.325,98.727,157.68,195.98,171.068,196.804,194.744,111.738,139.166,271.264
2005-08-24 18:40:00,210.867,148.197,1345.28,429.043,,207.404,90.228,158.773,285.56,98.521,159.7,193.2,172.716,197.6,195.208,112.19,140.28,271.886
2005-08-24 18:45:00,212.267,146.37,1351.64,423.607,106.193,208.776,90.672,158.437,290.688,98.868,158.92,196.916,170.24,198.922,196.912,111.562,141.626,272.18
2005-08-24 18:50:00,210.8,146.497,1347.84,424.55,,207.936,91.05,158.18,289.782,98.475,159.9,196.196,174.278,198.516,198.63,111.604,142.284,273.424
2005-08-24 18:55:00,212.8,145.617,1345.56,417.833,,204.116,92.612,159.18,289.044,98.183,160.88,196.652,174.77,199.024,199.674,111.796,142.898,277.924
2005-08-24 19:00:00,213.267,145.017,1348.26,420.277,106.528,207.924,91.71,157.693,287.7,97.693,158.3,194.638,172.748,200.802,197.016,112.314,143.108,277.47
2005-08-24 19:05:00,212.4,146.257,1336.6,421.06,,207.144,90.714,161.026,288.338,99.958,158.84,195.952,173.516,197.736,197.938,112.826,143.874,278.562
2005-08-24 19:10:00,212.533,145.907,1365.12,425.333,,208.716,90.486,161.56,291.828,97.591,159.26,195.692,173.84,196.656,198.096,111.238,143.528,277.816
2005-08-24 19:15:00,210.933,148.893,1341.92,424.23,106.406,209.95,92.09,159.32,291.292,98.758,158.82,198.64,172.786,199.244,196.936,112.478,143.11,277.266
2005-08-24 19:20:00,214.867,147.223,1345.68,425.307,,207.648,91.202,157.577,290.117,97.71,160.64,196.79,172.464,198.368,198.568,110.894,141.88,277.266
2005-08-24 19:25:00,214.933,145.393,1348.24,424.467,,207.716,91.494,160.156,291.426,98.97,160.52,197.456,173.664,201.024,198.094,113.07,142.718,276.94
2005-08-24 19:30:00,214.567,147.223,1355.54,426.413,106.484,208.358,91.8,160.04,290.621,98.094,161.06,197.334,173.69,200.248,202.074,111.472,141.53,277.262
2005-08-24 19:35:00,212.8,147.73,1341.2,423.313,,206.042,91.462,158.633,290.396,98.713,161.72,196.344,173.416,200.248,199.132,112.052,142.55,276.484
2005-08-24 19:40:00,213.6,145.907,1347.96,429.92,,208.85,91.366,158.97,287.978,100.107,157.54,198.672,173.11,199.37,199.156,111.508,141.62,275.634
2005-08-24 19:45:00,213.1,146.583,1355.88,427.27,106.975,210.198,91.154,160.29,295.199,100.617,159.42,199.12,174.322,202.052,198.424,112.186,141.51,275.008
2005-08-24 19:50:00,215.833,146.38,1347.66,423.27,,209.61,90.708,159.26,292.065,98.565,158.12,198.322,174.366,198.334,200.542,112.434,141.99,275.15
2005-08-24 19:55:00,212.5,146.813,1353.66,423.493,,211.008,92.238,157.253,293.936,99.454,160.24,197.592,175.488,197.864,199.46,112.112,142.36,273.716
2005-08-24 20:00:00,212.333,145.447,1348.06,425.04,106.546,212.112,92.95,159.293,292.827,99.824,158.76,198.744,172.896,198.874,199.336,112.858,141.366,274.622
2005-08-24 20:05:00,212.167,145.79,1338.76,426.937,,209.42,91.088,158.357,293.263,97.675,163.12,200.508,173.434,201.162,197.916,112.484,142.66,274.55
2005-08-24 20:10:00,211.5,144.973,1344.24,425.373,,210.908,91.43,158.52,293.432,98.665,160.3,197.558,174.074,198.99,201.774,112.162,141.424,275.566
2005-08-24 20:15:00,214.433,145.697,1337.86,422.567,106.223,207.598,90.374,157.733,292.973,97.555,160.3,201.258,174.978,195.928,202.392,113.324,141.93,274.846
2005-08-24 20:20:00,213.7,146.317,1331.98,422.91,,208.196,91.208,161.414,293.97,97.46,161.98,198.748,177.57,199.084,198.564,112.414,142.186,275.82
2005-08-24 20:25:00,213.833,144.177,1339.1,425.377,,210.0,91.186,158.523,293.196,97.736,161.76,200.152,175.506,198.626,201.004,112.368,143.35,277.858
2005-08-24 20:30:00,212.733,145.33,1333.78,419.98,104.744,209.1,91.698,160.447,292.917,99.588,162.82,200.296,174.984,200.408,200.376,112.608,140.472,276.978
2005-08-24 20:35:00,213.0,144.47,1334.88,420.523,,206.12,91.414,158.647,294.028,99.638,157.72,198.424,175.278,196.172,197.634,111.4,140.468,272.478
2005-08-24 20:40:00,214.333,147.07,1335.54,421.58,,207.62,91.76,160.447,291.224,98.809,161.82,198.412,175.076,198.176,198.998,111.332,140.172,272.424
2005-08-24 20:45:00,212.967,144.77,1332.32,416.807,105.335,205.726,90.234,159.063,294.769,98.935,158.52,197.168,175.248,200.136,200.81,110.774,140.338,272.218
2005-08-24 20:50:00,213.133,141.75,1342.7,419.67,,207.204,89.834,158.49,294.668,98.547,158.38,196.182,176.424,197.758,197.198,113.278,141.152,274.168
2005-08-24 20:55:00,210.9,145.38,1333.26,417.533,,208.49,91.214,158.357,293.368,97.528,159.84,198.458,175.356,195.884,197.484,112.71,140.752,273.968
2005-08-24 21:00:00,212.933,146.333,1341.28,422.147,105.031,209.028,90.848,157.447,293.379,98.833,159.12,200.648,175.772,197.354,200.812,111.66,140.364,273.014
2005-08-24 21:05:00,211.233,145.727,1336.62,414.74,,206.958,90.244,156.187,293.346,99.455,160.46,199.612,175.022,196.762,199.212,113.62,139.016,272.768
2005-08-24 21:10:00,211.3,146.187,1330.54,418.523,,207.926,90.662,155.127,296.326,98.5,158.76,200.03,177.928,200.276,199.88,110.848,138.612,271.112
2005-08-24 21:15:00,210.733,144.927,1335.42,419.557,105.107,206.766,91.522,156.96,293.774,99.593,161.34,199.154,175.068,199.104,198.532,111.206,138.906,270.216
2005-08-24 21:20:00,211.3,145.89,1337.86,420.4,,209.186,91.534,155.467,293.504,97.164,157.72,199.296,174.702,200.39,197.138,113.088,138.308,272.306
2005-08-24 21:25:00,212.8,142.86,1335.82,416.57,,209.604,90.856,156.987,292.763,98.171,156.02,199.706,174.27,198.552,195.076,112.054,138.514,270.142
2005-08-24 21:30:00,211.433,144.213,1358.14,418.647,104.916,205.898,90.278,156.627,288.374,97.944,159.02,198.394,174.664,196.894,197.162,112.318,139.284,268.896
2005-08-24 21:35:00,210.933,144.057,1326.88,417.023,,207.33,90.182,157.753,290.78,97.441,158.26,199.75,175.8,197.962,200.292,113.534,137.532,269.932
2005-08-24 21:40:00,208.533,143.877,1344.88,419.75,,209.208,91.424,156.89,293.28,97.479,158.78,196.106,173.684,197.568,200.874,112.884,138.208,272.102
2005-08-24 21:45:00,212.567,144.227,1337.84,421.0,105.072,211.676,92.116,155.13,288.49,98.039,157.66,197.49,173.348,199.888,200.342,112.442,138.382,269.672
2005-08-24 21:50:00,211.233,143.99,1348.86,421.32,,207.976,91.07,156.903,288.295,99.494,159.7,198.404,176.318,196.616,198.116,113.078,138.86,268.286
2005-08-24 21:55:00,211.9,143.11,1335.16,419.037,,205.952,91.444,158.34,287.93,98.368,158.56,199.63,173.888,199.332,199.034,111.278,138.726,271.826
2005-08-24 22:00:00,212.333,143.687,1357.84,417.497,104.999,208.29,91.51,155.043,288.622,97.9,160.18,199.098,176.448,199.572,198.314,112.148,139.19,272.102
2005-08-24 22:05:00,212.1,144.68,1340.84,415.713,,207.752,90.648,156.837,290.996,98.36,158.86,198.992,174.43,197.598,197.89,110.962,138.46,272.222
2005-08-24 22:10:00,213.2,145.53,1344.92,418.62,,206.86,92.172,157.223,292.42,97.057,160.52,198.876,175.342,195.44,200.318,112.71,139.43,270.032
2005-08-24 22:15:00,210.667,144.567,1342.22,418.723,105.886,207.66,90.938,158.466,288.257,97.813,158.76,198.888,173.936,198.022,201.712,113.162,139.386,269.666
2005-08-24 22:20:00,210.367,144.177,1346.24,415.803,,206.356,89.892,158.08,289.884,97.473,160.34,197.222,175.264,198.252,201.796,113.192,139.978,267.62
2005-08-24 22:25:00,210.5,144.683,1333.28,416.92,,209.4,91.718,156.447,290.471,97.374,159.26,198.744,174.592,197.354,199.682,112.482,138.744,268.384
2005-08-24 22:30:00,209.667,145.547,1337.16,417.843,104.724,206.968,89.966,156.03,287.476,98.06,159.04,198.362,175.06,196.708,200.344,111.726,139.468,269.586
2005-08-24 22:35:00,213.7,143.41,1332.36,417.603,,207.512,91.134,155.88,291.803,98.538,160.98,196.512,175.486,195.642,198.668,112.566,138.518,268.66
2005-08-24 22:40:00,211.833,144.3,1332.16,418.01,,202.67,89.704,156.35,291.667,96.915,159.18,197.534,175.848,197.546,202.6,113.394,139.106,271.226
2005-08-24 22:45:00,210.933,145.107,1336.72,417.54,104.756,204.754,89.828,159.096,289.934,97.568,159.02,197.728,175.006,193.314,198.928,113.168,138.482,269.754
2005-08-24 22:50:00,210.033,145.057,1340.16,417.0,,208.5,89.766,156.18,289.01,99.567,161.06,198.526,173.368,195.982,200.328,113.642,138.426,268.508
2005-08-24 22:55:00,208.267,143.46,1348.38,416.013,,208.232,90.5,158.977,293.264,98.238,161.14,195.042,175.428,197.668,199.932,113.18,140.194,270.674
2005-08-24 23:00:00,211.233,144.117,1339.7,415.74,105.112,205.424,90.386,158.263,290.214,98.959,160.16,197.66,176.91,198.696,200.986,112.17,139.57,269.808
2005-08-24 23:05:00,210.633,145.417,1342.94,418.56,,204.018,90.832,156.217,290.426,99.252,159.32,198.406,175.056,198.828,200.482,113.426,138.654,267.82
2005-08-24 23:10:00,213.167,144.133,1349.12,416.737,,205.438,89.962,155.94,292.332,97.011,159.04,196.422,174.196,197.03,200.284,112.298,139.572,268.594
2005-08-24 23:15:00,209.9,141.007,1345.9,417.583,,205.888,89.862,157.787,291.107,97.633,161.18,197.626,175.48,195.7,200.926,112.022,138.148,271.25
2005-08-24 23:20:00,210.233,144.383,1364.3,419.887,,206.236,89.784,157.7,295.293,96.842,160.2,197.374,174.854,194.436,200.134,113.312,137.908,270.324
2005-08-24 23:25:00,212.033,143.637,1338.32,416.677,,205.262,91.706,157.657,295.02,98.375,159.3,197.15,175.548,196.628,198.264,112.236,138.536,268.676
2005-08-24 23:30:00,213.8,144.627,1338.36,413.99,,202.926,90.382,156.903,296.993,97.197,159.38,197.396,174.376,195.514,202.524,112.934,138.5,269.544
2005-08-24 23:35:00,213.633,143.427,1344.68,416.933,,206.606,90.886,156.34,294.69,98.704,160.7,201.442,179.268,196.472,200.338,111.474,138.302,269.732
2005-08-24 23:40:00,212.567,145.313,1353.98,417.223,,205.67,91.402,156.77,296.836,97.251,160.64,197.268,177.392,197.78,199.456,113.188,137.35,269.478
2005-08-24 23:45:00,211.4,142.973,1343.08,414.197,,206.28,90.724,154.97,293.907,96.632,159.96,200.638,174.55,195.0,198.538,114.072,138.83,269.288
2005-08-24 23:50:00,210.933,142.263,1347.06,413.417,,206.134,90.644,158.49,293.848,96.186,160.26,200.28,175.864,195.752,199.512,112.312,138.906,270.928
2005-08-24 23:55:00,209.733,142.38,1340.66,417.313,,206.902,90.228,156.18,294.258,97.507,159.08,200.968,176.934,195.184,199.45,111.852,138.52,269.502
2005-08-25 00:00:00,209.933,141.633,1354.24,414.68,,210.056,90.126,155.657,293.304,96.832,156.56,200.34,176.34,192.73,198.652,112.406,138.98,267.658
2005-08-25 00:05:00,212.633,144.157,1344.06,415.9,,204.286,91.044,155.43,294.394,96.45,159.04,196.712,177.598,196.192,198.538,112.884,138.36,267.77
2005-08-25 00:10:00,210.967,144.13,1360.74,416.53,,205.536,89.41,156.907,292.828,98.267,158.54,198.674,176.24,195.404,196.774,111.072,137.258,269.686
2005-08-25 00:15:00,207.933,144.893,1344.5,415.14,,205.89,90.26,155.417,291.95,96.887,157.34,198.28,175.088,196.098,198.438,112.78,139.73,269.63
2005-08-25 00:20:00,211.867,143.9,1352.52,415.157,,205.992,91.31,156.253,294.575,97.656,158.26,198.64,174.308,195.074,197.122,112.19,138.378,267.476
2005-08-25 00:25:00,209.6,144.63,1342.42,414.82,,206.604,89.064,154.263,294.405,98.135,158.98,197.748,178.098,195.654,196.814,111.892,138.328,269.416
2005-08-25 00:30:00,209.867,145.277,1347.38,413.497,,210.478,89.814,157.837,292.64,96.764,158.28,196.318,174.46,193.612,197.064,112.568,137.328,270.088
2005-08-25 00:35:00,212.633,144.403,1342.22,417.717,,205.77,89.384,159.467,290.558,97.247,157.88,197.95,173.874,195.204,196.678,112.446,138.14,268.08
2005-08-25 00:40:00,209.4,145.487,1366.94,416.23,,206.008,90.944,155.763,293.673,96.724,157.9,197.224,174.686,196.598,197.836,112.054,139.156,269.974
2005-08-25 00:45:00,209.133,142.317,1339.86,414.753,,204.604,90.734,156.777,294.083,96.855,158.54,196.294,175.468,194.916,197.682,111.792,137.914,268.856
2005-08-25 00:50:00,209.433,142.767,1360.06,419.2,,205.938,90.732,158.23,293.683,97.223,158.16,198.364,173.982,194.544,198.318,111.53,137.21,269.43
2005-08-25 00:55:00,208.967,143.967,1357.16,414.88,,204.872,91.51,156.75,296.041,97.142,158.12,200.314,174.522,195.394,199.474,113.062,137.878,269.25
2005-08-25 01:00:00,211.167,144.447,1354.2,412.8,,208.39,89.538,157.16,295.62,97.375,159.98,197.424,175.332,196.956,198.946,113.338,138.528,266.952
2005-08-25 01:05:00,212.0,145.493,1348.84,417.537,,206.682,89.908,155.15,293.025,96.401,160.2,199.1,174.006,195.618,199.03,112.088,137.344,268.79
2005-08-25 01:10:00,210.5,143.483,1351.88,412.837,,205.864,88.906,155.12,291.548,97.173,156.72,200.876,175.64,194.024,198.296,111.416,137.206,269.21
2005-08-25 01:15:00,210.767,143.577,1349.58,410.6,,206.066,88.49,156.553,297.464,95.881,159.12,201.116,175.972,195.648,197.192,112.224,138.066,270.958
2005-08-25 01:20:00,207.833,144.947,1348.56,415.013,,204.512,89.306,156.407,293.196,95.429,158.7,200.198,175.56,193.972,196.156,112.524,138.608,268.328
2005-08-25 01:25:00,209.933,143.567,1353.86,416.473,,206.808,91.006,155.836,294.333,96.938,159.1,200.974,174.124,197.368,199.532,112.716,138.474,267.302
2005-08-25 01:30:00,209.6,145.177,1354.24,414.623,,205.422,90.394,156.967,293.0,96.318,158.72,199.954,174.25,195.926,197.92,113.882,138.17,267.736
2005-08-25 01:35:00,212.167,144.743,1359.5,413.223,,205.882,89.428,156.2,295.46,96.612,157.32,200.758,173.872,195.618,197.376,113.046,137.498,267.612
2005-08-25 01:40:00,210.333,145.277,1351.06,416.687,,206.644,88.798,154.68,295.392,97.357,156.12,203.322,177.384,197.402,195.118,112.358,137.174,267.076
2005-08-25 01:45:00,212.167,143.303,1350.08,415.603,,208.82,89.97,156.893,294.265,96.1,158.1,200.662,176.174,195.656,196.678,112.546,137.736,267.222
2005-08-25 01:50:00,210.233,145.907,1354.46,415.767,,209.882,89.702,155.937,295.996,96.828,160.18,201.084,175.322,194.06,196.118,112.108,136.57,269.718
2005-08-25 01:55:00,210.9,144.75,1358.98,416.157,,209.312,89.514,156.243,297.478,98.391,157.5,200.064,176.818,195.108,197.318,112.912,137.328,267.918
2005-08-25 02:00:00,208.6,143.107,1372.64,417.537,,209.056,88.886,157.057,292.384,97.962,157.88,202.216,174.484,195.904,195.848,112.454,137.436,266.772
2005-08-25 02:05:00,207.267,145.693,1347.64,412.733,,207.522,89.566,153.93,292.864,98.909,157.7,199.61,175.136,193.872,195.732,110.982,137.256,267.274
2005-08-25 02:10:00,207.6,143.653,1354.04,416.46,,205.742,88.54,155.23,295.847,97.581,158.44,200.18,174.498,191.514,197.332,112.274,135.874,268.058
2005-08-25 02:15:00,210.433,142.983,1360.54,415.78,,208.292,86.992,156.0,293.488,97.787,159.18,199.05,176.846,193.168,196.432,112.064,136.38,269.036
2005-08-25 02:20:00,207.867,144.323,1355.12,420.84,,204.99,88.414,155.357,294.044,95.76,159.66,200.316,175.542,192.818,194.816,111.692,137.448,268.462
2005-08-25 02:25:00,210.467,144.157,1362.6,414.303,,207.4,89.09,157.216,293.737,97.353,157.76,200.068,176.486,195.524,196.172,112.968,136.822,267.408
2005-08-25 02:30:00,207.367,146.877,1368.54,415.52,,212.388,89.082,154.667,292.237,97.892,158.08,199.9,175.382,195.574,196.292,113.378,137.756,268.986
2005-08-25 02:35:00,209.533,144.55,1360.86,417.5,,207.08,88.438,153.667,290.743,98.039,157.82,201.204,175.068,194.8,195.898,111.65,137.768,269.212
2005-08-25 02:40:00,210.7,145.393,1354.68,414.48,,207.492,89.534,158.763,291.458,96.993,157.84,200.492,174.882,191.588,195.888,113.29,138.074,266.876
2005-08-25 02:45:00,207.233,142.65,1358.36,418.157,,207.444,88.376,157.023,292.519,97.194,157.3,199.626,176.822,193.914,195.116,112.908,138.296,267.982
2005-08-25 02:50:00,209.2,144.22,1359.54,415.21,,205.05,89.648,155.983,291.43,98.487,156.5,197.682,176.792,193.704,195.746,112.578,138.222,268.24
2005-08-25 02:55:00,209.033,144.677,1365.4,416.583,,205.67,88.626,154.9,293.804,98.114,159.36,197.688,177.934,194.546,193.908,111.412,137.078,268.618
2005-08-25 03:00:00,209.3,144.933,1361.08,414.81,,207.082,89.778,154.677,292.631,96.52,160.64,197.684,175.394,191.926,192.87,112.024,138.242,270.206
2005-08-25 03:05:00,208.367,144.93,1369.62,417.177,,208.498,88.576,156.72,292.177,97.269,158.24,198.49,175.378,193.47,195.112,113.336,137.01,269.9
2005-08-25 03:10:00,209.5,144.783,1356.26,417.24,,207.922,88.804,154.493,291.389,97.572,157.4,198.65,177.752,191.428,195.09,111.164,137.61,266.794
2005-08-25 03:15:00,210.967,145.643,1360.56,417.59,,208.01,88.12,155.937,291.922,96.61,157.84,198.188,174.748,191.484,194.474,112.046,137.136,268.168
2005-08-25 03:20:00,206.767,143.843,1364.86,414.447,,207.292,89.396,155.317,292.47,97.769,157.36,199.32,177.402,195.286,196.194,112.164,136.756,269.438
2005-08-25 03:25:00,209.467,145.207,1360.68,417.71,,207.844,89.002,157.907,290.963,97.609,158.36,199.058,175.972,194.382,193.41,112.156,139.638,270.348
2005-08-25 03:30:00,209.667,146.313,1356.48,418.887,,209.292,88.07,157.027,293.65,97.103,158.1,199.938,177.722,194.254,197.286,113.278,135.95,270.182
2005-08-25 03:35:00,208.6,145.853,1361.9,416.43,,208.956,88.082,155.197,293.068,97.894,157.42,199.78,176.926,194.138,194.73,111.344,137.486,267.83
2005-08-25 03:40:00,208.133,143.76,1370.66,422.687,,208.578,88.21,155.147,294.127,96.711,156.94,197.752,175.924,191.036,195.802,111.534,137.634,268.48
2005-08-25 03:45:00,209.5,145.01,1365.08,419.37,,209.812,89.064,158.723,289.719,96.898,158.48,200.816,177.476,192.842,193.784,112.246,138.89,265.864
2005-08-25 03:50:00,208.8,144.747,1365.92,417.183,,207.468,89.59,157.303,292.53,97.508,158.48,199.216,175.814,192.28,195.028,111.79,137.022,268.492
2005-08-25 03:55:00,207.3,145.49,1366.82,416.107,,209.148,87.888,156.343,291.265,97.437,160.26,197.16,175.154,193.298,194.8,112.27,138.06,267.776
2005-08-25 04:00:00,210.367,145.873,1366.7,414.207,,208.838,87.63,158.253,289.212,98.938,157.7,196.524,176.31,192.968,194.556,112.286,138.41,266.956
2005-08-25 04:05:00,208.2,144.093,1376.7,418.167,,208.518,90.3,156.277,287.98,98.969,158.0,197.13,177.764,194.154,194.734,111.736,139.056,270.232
2005-08-25 04:10:00,210.3,143.917,1375.14,416.48,,207.508,89.874,156.77,291.709,97.824,158.12,196.492,179.388,194.134,195.996,111.34,138.882,267.62
2005-08-25 04:15:00,208.6,144.67,1369.86,419.403,,207.856,88.98,157.617,290.238,96.7,158.18,195.34,177.734,194.13,195.896,112.55,138.448,266.954
2005-08-25 04:20:00,207.433,143.827,1366.8,416.0,,207.796,86.694,157.01,289.15,98.796,158.4,197.24,176.596,194.724,193.222,112.898,136.194,267.524
2005-08-25 04:25:00,208.067,144.693,1360.14,412.62,,207.968,87.582,156.82,291.709,97.098,159.08,198.452,176.416,193.036,193.342,111.486,139.202,270.908
2005-08-25 04:30:00,208.667,143.813,1385.08,415.587,,204.86,87.884,155.997,289.896,96.832,159.16,198.646,178.726,192.6,193.67,112.69,137.34,269.338
2005-08-25 04:35:00,209.7,144.503,1370.8,414.397,,206.838,89.174,156.517,289.246,98.222,159.3,198.24,176.364,194.276,192.33,111.788,138.204,268.462
2005-08-25 04:40:00,206.167,145.65,1382.32,416.533,,208.212,89.01,156.393,289.821,98.699,160.0,199.384,176.616,192.684,194.05,111.552,139.226,269.766
2005-08-25 04:45:00,209.2,145.617,1370.16,417.224,,210.758,89.91,159.283,289.308,97.429,157.66,197.738,176.734,192.882,194.828,110.776,138.248,270.474
2005-08-25 04:50:00,208.6,144.49,1381.32,414.477,,209.584,88.12,155.3,287.087,98.007,158.9,195.67,177.15,194.016,193.564,112.082,138.498,270.902
2005-08-25 04:55:00,210.033,146.35,1373.3,415.56,,208.428,88.408,157.987,288.619,99.027,157.96,194.216,177.736,194.004,193.802,111.16,137.284,269.056
2005-08-25 05:00:00,210.333,144.057,1368.98,415.36,,203.87,88.5,159.517,285.272,99.17,160.0,196.006,176.518,193.578,193.712,110.196,139.366,272.306
2005-08-25 05:05:00,207.467,144.093,1366.96,415.403,,208.36,89.274,154.683,288.961,97.399,160.34,195.858,177.076,193.972,193.944,111.712,138.684,268.866
2005-08-25 05:10:00,209.567,143.963,1372.14,415.78,,209.018,89.864,158.033,287.463,97.95,159.84,198.788,177.588,193.162,193.178,112.406,138.646,270.462
2005-08-25 05:15:00,207.2,144.613,1368.56,416.967,,206.364,87.694,155.61,290.225,97.584,159.28,197.016,175.262,193.602,191.89,111.57,138.324,268.638
2005-08-25 05:20:00,207.5,147.227,1390.7,421.607,,209.616,88.44,154.363,287.39,98.77,159.98,196.884,177.544,192.724,194.666,111.878,138.34,269.516
2005-08-25 05:25:00,209.067,146.07,1370.76,417.847,,208.608,88.6,158.083,288.653,98.687,159.44,198.962,176.068,192.502,195.224,112.73,137.662,269.646
2005-08-25 05:30:00,208.033,148.397,1378.38,416.32,,210.824,90.566,157.873,283.975,97.993,160.44,195.962,176.032,192.056,192.714,111.844,138.512,268.73
2005-08-25 05:35:00,208.4,145.853,1375.48,418.483,,207.228,90.2,158.883,286.81,97.888,159.22,197.374,176.616,196.134,192.46,111.882,136.968,267.976
2005-08-25 05:40:00,208.967,144.403,1372.96,417.61,,208.946,88.956,157.387,288.716,96.631,158.02,196.758,175.672,194.556,193.952,112.68,138.752,269.716
2005-08-25 05:45:00,207.867,144.423,1383.3,417.597,,210.242,90.396,157.276,288.136,97.151,158.8,196.908,176.448,196.156,192.8,111.156,139.318,271.13
2005-08-25 05:50:00,208.367,144.0,1373.56,420.53,,207.91,89.834,157.443,284.928,97.861,162.72,195.396,177.654,192.278,192.566,111.85,139.884,270.142
2005-08-25 05:55:00,207.5,147.967,1373.22,417.147,,207.11,88.572,155.567,288.135,99.19,160.02,197.522,176.53,194.318,192.306,110.784,138.728,270.646
2005-08-25 06:00:00,208.367,145.383,1368.7,418.267,,208.728,90.634,159.19,286.634,98.796,159.54,196.074,176.39,194.5,194.04,111.776,139.5,268.978
2005-08-25 06:05:00,209.267,144.597,1368.88,419.61,,207.844,89.038,157.32,285.132,97.429,159.26,195.512,174.916,194.312,193.094,111.546,137.274,270.33
2005-08-25 06:10:00,208.3,145.877,1379.62,420.74,,210.196,88.174,156.59,286.122,98.597,158.64,197.364,176.832,195.746,193.936,111.206,138.42,270.276
2005-08-25 06:15:00,210.3,146.177,1373.82,421.087,,211.228,89.778,157.75,286.459,99.256,159.7,197.444,175.924,192.608,194.332,112.364,139.012,270.668
2005-08-25 06:20:00,208.167,146.09,1387.32,418.773,,207.022,87.882,157.487,285.128,97.902,160.86,197.53,175.136,194.266,193.828,112.552,139.666,273.152
2005-08-25 06:25:00,206.567,145.707,1380.72,419.35,,209.334,87.454,159.95,284.754,98.183,158.92,193.542,177.054,193.972,192.848,112.668,138.608,271.856
2005-08-25 06:30:00,210.233,145.2,1398.88,419.673,104.201,208.896,88.782,158.62,283.253,98.31,161.66,197.046,174.65,194.03,194.304,112.398,139.878,270.224
2005-08-25 06:35:00,208.133,142.12,1381.4,418.087,,207.582,88.458,156.76,288.402,98.638,160.6,197.402,175.75,193.842,193.86,112.62,140.22,271.708
2005-08-25 06:40:00,210.1,144.017,1395.44,418.64,,210.776,88.736,158.157,288.266,99.027,161.94,196.13,176.342,193.34,193.232,112.146,140.138,269.954
2005-08-25 06:45:00,208.2,145.973,1381.68,422.423,104.713,213.842,88.256,156.583,287.448,100.144,159.58,196.158,175.806,195.164,194.406,113.136,137.534,269.776
2005-08-25 06:50:00,208.267,146.323,1396.58,420.78,,210.838,89.088,158.057,287.107,97.524,160.16,196.2,175.962,193.882,195.226,111.75,139.692,271.654
2005-08-25 06:55:00,209.667,146.643,1400.1,421.09,,212.744,89.782,157.437,287.277,98.945,161.42,195.74,176.226,196.134,195.386,111.318,138.766,270.706
2005-08-25 07:00:00,207.2,147.207,1381.46,419.993,105.058,212.33,90.696,158.24,287.14,98.271,160.14,197.134,173.806,194.136,192.92,110.894,139.594,272.506
2005-08-25 07:05:00,209.667,144.85,1406.12,418.46,,209.076,87.642,157.863,283.663,98.051,159.74,195.758,174.954,194.714,195.37,112.222,138.546,271.366
2005-08-25 07:10:00,207.367,144.773,1390.72,427.063,,210.996,87.984,159.026,285.163,97.831,161.52,196.298,176.752,196.304,193.774,110.348,139.282,271.728
2005-08-25 07:15:00,208.867,144.607,1382.32,422.95,105.558,210.842,89.594,157.16,284.345,98.873,160.08,194.364,177.656,192.708,195.302,112.628,140.694,270.182
2005-08-25 07:20:00,206.767,145.99,1385.86,420.803,,212.814,90.098,157.22,286.522,98.143,160.16,195.668,174.862,194.514,194.006,113.608,139.944,273.202
2005-08-25 07:25:00,209.7,144.65,1388.62,421.583,,213.256,89.488,158.257,286.902,98.723,160.44,197.226,175.17,195.388,193.38,111.298,140.334,270.978
2005-08-25 07:30:00,208.633,147.2,1384.96,424.293,105.889,211.676,89.256,157.91,287.681,100.266,159.78,195.534,177.018,194.858,194.802,112.106,139.726,269.196
2005-08-25 07:35:00,209.733,144.007,1402.0,421.947,,208.482,88.996,155.917,287.885,96.884,161.28,194.498,175.92,194.078,193.822,112.022,141.436,271.904
