DATETIME,ESOI,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2004-07-26 17:45:00,171.156,213.833,127.027,1392.32,419.547,105.826,208.72,90.198,160.067,297.827,100.577,162.84,200.25,178.496,201.75,198.718,112.884,140.354,276.096
2004-07-26 17:50:00,171.866,213.6,125.93,1396.0,419.133,,207.434,90.664,157.927,299.766,99.919,162.32,201.336,177.844,198.644,200.084,114.452,140.646,276.538
2004-07-26 17:55:00,171.72,213.2,125.713,1396.22,420.867,,208.926,91.846,161.773,295.039,100.108,160.24,202.458,178.926,200.908,202.512,114.924,139.122,276.702
2004-07-26 18:00:00,173.124,213.667,125.403,1398.4,415.943,107.473,208.746,90.414,159.763,299.023,101.335,160.7,200.278,179.896,200.404,201.194,115.076,139.946,276.648
2004-07-26 18:05:00,171.658,213.1,125.937,1395.62,423.61,,209.26,91.66,161.273,297.486,98.511,162.1,201.188,178.006,200.944,198.744,113.612,140.796,276.052
2004-07-26 18:10:00,171.18,216.033,125.533,1396.94,419.85,,211.834,90.638,157.433,296.189,98.761,164.52,200.58,178.138,200.06,202.188,115.428,140.196,275.618
2004-07-26 18:15:00,171.626,214.767,124.917,1389.02,420.756,106.014,208.486,90.538,159.573,297.043,98.352,160.86,200.822,176.466,200.89,200.44,114.56,139.62,276.398
2004-07-26 18:20:00,171.846,215.133,126.793,1390.18,420.34,,209.624,91.622,159.887,299.111,99.368,160.18,201.074,178.036,199.162,199.596,114.878,140.544,277.89
2004-07-26 18:25:00,172.662,211.3,125.37,1393.92,421.19,,207.538,90.178,157.17,299.179,98.687,161.14,201.576,178.908,201.512,200.842,115.144,139.368,275.952
2004-07-26 18:30:00,171.4,212.767,125.813,1396.08,425.117,105.323,208.634,89.248,159.637,295.952,98.482,163.58,200.384,178.502,198.172,198.244,115.534,140.822,278.308
2004-07-26 18:35:00,170.224,215.033,125.85,1391.64,420.633,,206.394,90.446,155.77,294.736,98.865,160.32,201.758,179.168,198.532,200.318,114.68,139.94,274.938
2004-07-26 18:40:00,169.834,212.9,126.8,1397.06,419.83,,207.164,91.184,160.39,298.708,99.145,163.06,200.562,178.504,200.34,199.91,114.708,141.468,275.882
2004-07-26 18:45:00,172.438,212.733,125.57,1392.14,422.823,105.336,208.06,91.156,155.767,296.801,100.115,161.54,201.548,179.45,198.226,199.11,113.582,139.718,275.894
2004-07-26 18:50:00,171.33,217.0,126.61,1391.36,417.353,,209.04,90.994,158.72,296.427,99.644,162.42,201.66,179.414,198.472,200.526,114.246,140.23,276.06
2004-07-26 18:55:00,171.064,212.833,126.153,1395.02,419.21,,206.972,91.324,157.773,297.299,98.539,160.54,201.89,179.562,198.55,196.902,116.102,139.558,277.244
2004-07-26 19:00:00,170.584,214.4,125.8,1401.04,419.45,106.267,207.166,90.428,156.07,298.096,99.418,159.62,200.574,180.732,197.776,199.006,114.592,139.794,277.496
2004-07-26 19:05:00,172.348,212.667,125.853,1388.88,421.213,,210.318,90.96,159.533,297.095,98.408,161.08,201.484,180.562,199.962,199.28,114.616,140.228,278.566
2004-07-26 19:10:00,171.188,213.833,125.177,1399.22,417.443,,208.092,89.928,160.02,299.613,98.793,163.62,201.402,178.068,198.192,198.856,113.904,139.888,277.066
2004-07-26 19:15:00,170.91,215.433,124.397,1392.76,422.177,104.843,210.368,89.204,160.637,299.308,97.574,160.58,201.886,181.808,196.474,198.768,113.632,141.204,277.982
2004-07-26 19:20:00,171.146,213.233,126.307,1395.6,419.467,,209.066,90.066,159.863,298.375,98.593,162.0,198.61,178.63,197.564,199.572,116.36,140.708,276.36
2004-07-26 19:25:00,172.26,213.6,124.797,1399.06,418.697,,209.33,90.146,158.29,299.681,98.327,161.98,199.832,180.94,201.546,198.316,113.426,140.558,274.788
2004-07-26 19:30:00,170.656,212.267,127.463,1385.8,415.77,105.316,208.542,90.978,158.12,299.41,99.262,161.26,199.816,180.562,196.87,199.09,114.382,140.79,276.226
2004-07-26 19:35:00,172.324,211.867,125.01,1403.78,421.65,,207.38,91.452,158.747,297.381,98.597,160.7,200.004,179.572,200.588,198.766,113.348,139.036,276.71
2004-07-26 19:40:00,169.246,212.833,125.067,1395.78,419.513,,206.776,90.446,155.457,300.056,98.886,161.54,201.526,179.408,198.334,198.6,114.27,141.178,272.752
2004-07-26 19:45:00,171.474,213.1,125.18,1403.84,419.677,105.839,207.366,90.478,157.563,303.22,97.963,160.28,201.144,180.83,198.088,198.812,114.338,139.806,276.028
2004-07-26 19:50:00,170.75,214.7,125.47,1400.44,423.38,,209.784,90.578,158.517,298.321,99.204,162.96,200.33,181.038,199.898,198.958,113.852,141.004,275.016
2004-07-26 19:55:00,171.072,213.3,126.59,1395.72,417.877,,208.766,93.742,159.873,297.517,98.233,161.52,199.322,177.492,198.424,197.926,115.952,140.314,276.32
2004-07-26 20:00:00,171.8,210.933,124.33,1398.98,420.813,105.323,209.676,91.362,156.95,297.505,98.961,161.06,201.334,178.312,198.472,200.806,114.45,140.88,276.648
2004-07-26 20:05:00,172.002,214.133,125.557,1397.48,420.26,,208.784,90.516,159.34,300.036,97.091,161.32,201.678,179.368,199.58,199.552,115.154,140.846,276.742
2004-07-26 20:10:00,172.882,212.8,126.667,1395.18,421.07,,206.44,89.134,157.517,298.422,98.309,160.52,202.004,180.078,198.63,200.836,115.148,140.352,279.036
2004-07-26 20:15:00,170.298,211.733,125.28,1399.08,420.647,105.419,206.836,88.9,155.733,298.457,99.627,160.54,202.306,180.352,198.058,199.05,114.152,142.154,276.222
2004-07-26 20:20:00,171.182,210.5,125.343,1401.16,419.78,,208.726,90.014,157.78,296.756,97.911,160.38,201.64,180.754,197.636,198.47,115.312,140.122,276.496
2004-07-26 20:25:00,171.288,210.0,124.077,1397.08,422.863,,207.398,90.542,157.16,299.117,98.331,160.4,201.664,179.196,199.92,200.048,115.036,141.616,277.852
2004-07-26 20:30:00,171.068,212.033,126.58,1397.3,420.903,106.717,209.498,91.636,157.007,298.934,98.91,161.74,199.758,179.202,198.31,199.436,115.052,141.1,274.904
2004-07-26 20:35:00,170.674,212.733,124.8,1404.28,417.24,,207.972,90.814,159.357,298.184,98.168,162.22,200.598,178.274,199.436,197.876,115.6,141.518,276.826
2004-07-26 20:40:00,170.59,212.167,125.617,1397.46,420.817,,209.208,92.39,158.023,298.048,100.192,161.84,200.502,180.038,197.614,199.09,114.496,140.546,276.528
2004-07-26 20:45:00,173.452,213.333,126.23,1402.74,419.52,105.526,208.48,90.06,158.31,295.189,97.76,160.34,202.49,179.58,199.6,197.348,116.362,141.14,275.638
2004-07-26 20:50:00,171.332,211.067,124.84,1393.92,416.94,,208.154,90.34,158.334,296.776,97.78,162.08,201.62,182.408,195.724,199.814,113.656,141.552,277.578
2004-07-26 20:55:00,171.81,214.5,124.853,1402.38,421.41,,207.688,91.126,157.617,295.416,99.049,160.68,201.52,180.976,201.174,198.102,114.072,140.704,276.172
2004-07-26 21:00:00,171.912,211.833,125.89,1396.12,421.437,105.691,208.434,91.062,156.773,299.599,97.815,162.6,200.9,179.558,196.978,201.16,116.074,139.284,275.118
2004-07-26 21:05:00,170.36,211.933,124.947,1388.64,419.266,,207.876,90.856,160.147,297.321,97.816,162.6,202.428,178.674,200.894,198.88,115.14,141.054,277.732
2004-07-26 21:10:00,170.716,213.167,126.63,1395.1,420.513,,207.552,90.872,159.516,297.061,98.802,159.32,201.734,178.872,198.772,197.228,114.334,140.75,277.868
2004-07-26 21:15:00,171.08,212.467,124.113,1396.86,417.333,105.61,206.414,89.214,158.127,297.049,99.177,160.76,203.37,179.824,200.256,198.464,115.592,141.386,275.972
