DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL
2006-12-14 23:10:00,170.874,53.25,213.933,145.903,1329.18,417.297,,90.554,160.173,295.638,99.506,161.58,195.61,181.268,197.71,196.79,112.524
2006-12-14 23:15:00,170.824,53.213,212.6,145.883,1320.08,420.173,105.503,89.59,160.187,290.434,100.31,164.02,195.954,180.526,195.034,193.532,112.322
2006-12-14 23:20:00,170.256,53.187,210.767,145.603,1337.7,417.653,,90.352,162.67,292.682,99.341,163.02,196.042,179.47,195.702,193.22,113.46
2006-12-14 23:25:00,172.798,53.533,209.133,143.98,1337.06,419.843,,89.824,162.22,288.49,100.323,164.22,194.948,175.136,194.49,191.392,111.558
2006-12-14 23:30:00,173.804,51.533,210.9,147.597,1331.82,422.31,105.921,89.78,160.163,291.081,100.002,162.64,194.048,176.68,196.408,191.678,112.164
2006-12-14 23:35:00,170.69,53.593,211.233,144.9,1336.74,423.937,,90.594,160.557,290.075,99.552,160.3,196.692,175.158,193.658,190.988,110.604
2006-12-14 23:40:00,174.308,53.48,212.0,147.193,1335.94,421.22,,90.912,162.477,288.21,99.814,160.62,192.908,177.712,194.674,192.15,112.044
2006-12-14 23:45:00,173.482,55.447,211.333,146.37,1334.04,421.813,104.255,89.674,161.177,293.672,99.027,160.96,194.202,178.63,192.764,190.952,112.446
2006-12-14 23:50:00,172.17,52.903,213.333,145.64,1342.92,418.933,,91.292,159.06,291.006,98.661,161.24,194.876,174.776,195.476,189.736,112.186
2006-12-14 23:55:00,172.488,53.463,212.033,149.553,1336.16,420.447,,90.288,158.163,291.774,99.306,158.94,193.502,174.816,192.384,192.92,111.14
2006-12-15 00:00:00,173.428,52.317,211.1,147.45,1336.32,421.343,104.786,87.58,159.417,291.071,98.665,162.02,194.216,178.312,193.162,191.412,112.574
2006-12-15 00:05:00,171.4,53.29,211.1,147.227,1339.0,423.413,,90.414,159.04,290.279,99.489,160.96,193.844,176.564,193.318,193.176,111.882
2006-12-15 00:10:00,174.766,52.767,211.3,147.31,1340.54,417.28,,88.642,161.61,292.205,99.157,159.82,194.03,175.862,193.676,192.628,111.654
2006-12-15 00:15:00,172.664,54.047,211.833,146.967,1334.0,417.137,104.412,89.27,158.517,291.746,98.324,160.96,196.44,175.734,192.952,190.68,112.61
2006-12-15 00:20:00,171.936,54.447,207.8,146.91,1335.44,417.16,,89.314,158.86,290.803,98.32,162.22,193.68,174.69,193.05,190.304,110.842
2006-12-15 00:25:00,173.458,53.873,207.9,148.723,1337.98,418.087,,88.292,159.083,294.642,97.374,159.64,193.688,175.808,195.116,191.458,110.626
2006-12-15 00:30:00,173.004,53.38,208.233,145.93,1334.68,420.037,104.996,90.34,156.557,289.433,97.861,160.78,194.374,177.286,194.456,191.908,110.778
2006-12-15 00:35:00,173.874,54.04,211.333,147.71,1333.04,416.6,,90.412,156.373,292.722,96.567,159.72,195.26,177.596,193.942,191.438,112.082
2006-12-15 00:40:00,172.614,54.137,207.333,146.153,1332.92,414.957,,90.842,156.597,289.196,97.589,160.08,195.696,175.102,193.704,190.862,111.814
2006-12-15 00:45:00,174.006,54.07,206.7,143.783,1333.58,420.667,104.695,88.56,156.766,286.77,97.917,160.54,194.842,176.554,194.112,191.706,111.692
2006-12-15 00:50:00,173.392,54.643,209.133,145.687,1331.44,418.767,,90.068,159.147,287.076,97.101,160.26,194.224,175.488,192.258,189.406,111.21
2006-12-15 00:55:00,175.168,53.783,210.967,148.617,1345.78,417.753,,90.232,157.957,287.658,96.116,158.8,193.13,174.146,193.932,192.014,110.306
2006-12-15 01:00:00,176.062,54.187,209.4,146.573,1338.52,419.21,103.776,88.952,158.55,293.254,97.551,159.28,191.016,176.344,189.57,189.746,110.59
2006-12-15 01:05:00,175.634,52.807,209.5,146.317,1334.74,419.147,,88.096,156.797,295.095,97.655,160.52,191.53,175.506,193.736,191.74,111.51
2006-12-15 01:10:00,174.706,54.797,209.467,146.967,1332.08,419.253,,87.28,158.357,292.736,98.094,160.36,190.316,176.102,191.152,189.41,112.25
2006-12-15 01:15:00,175.524,53.097,206.7,146.44,1338.78,415.767,104.205,87.846,156.073,291.771,99.226,160.58,190.042,175.756,192.794,191.462,110.284
2006-12-15 01:20:00,172.272,53.93,205.833,145.703,1348.54,418.91,,89.326,156.65,292.947,97.753,160.74,192.266,176.812,192.492,189.602,112.004
2006-12-15 01:25:00,176.748,54.363,207.9,148.05,1336.54,419.003,,89.116,157.023,291.376,97.998,159.76,193.522,173.792,194.758,188.072,111.98
2006-12-15 01:30:00,172.202,53.577,208.033,146.663,1330.9,419.223,103.33,88.03,159.037,292.911,98.715,159.26,191.174,175.148,192.982,190.758,111.748
2006-12-15 01:35:00,175.738,53.587,210.2,146.163,1344.86,420.32,,91.01,157.193,293.065,98.251,161.04,192.994,176.438,192.812,190.614,111.5
2006-12-15 01:40:00,171.626,54.687,209.2,145.883,1349.16,420.927,,88.872,156.787,290.318,99.458,159.7,190.638,176.102,193.634,190.592,113.278
2006-12-15 01:45:00,174.872,54.523,206.167,145.217,1347.08,420.66,104.623,88.892,157.54,289.835,97.367,160.42,192.282,175.7,192.328,190.614,111.12
2006-12-15 01:50:00,171.538,53.557,209.333,145.85,1357.66,417.55,,89.1,159.53,292.725,97.713,160.02,191.622,176.13,193.038,187.964,112.44
2006-12-15 01:55:00,172.536,53.13,209.2,147.747,1352.52,417.28,,88.4,158.167,295.819,99.243,160.28,191.692,175.93,192.306,188.164,111.886
2006-12-15 02:00:00,172.674,52.78,207.8,148.137,1353.0,418.493,104.739,87.604,158.57,293.402,97.654,160.34,190.434,175.486,191.012,189.416,110.336
2006-12-15 02:05:00,171.468,54.62,207.567,146.753,1356.7,417.323,,89.986,160.077,290.965,99.798,160.66,189.954,177.08,192.38,188.682,110.828
2006-12-15 02:10:00,174.88,52.927,211.033,146.44,1359.0,418.19,,89.266,157.643,290.782,99.772,161.1,191.718,174.47,190.39,190.09,111.016
2006-12-15 02:15:00,171.458,54.553,209.067,146.07,1346.94,420.733,105.56,90.206,159.257,294.331,99.879,162.18,191.246,174.41,190.758,191.824,111.226
2006-12-15 02:20:00,173.318,52.893,210.633,146.5,1344.4,422.91,,88.072,157.02,292.12,100.668,160.88,189.56,172.654,192.712,190.916,111.0
2006-12-15 02:25:00,174.09,53.27,209.867,146.893,1350.08,421.497,,88.598,158.703,292.286,99.561,161.84,191.838,173.278,192.492,192.226,110.874
2006-12-15 02:30:00,173.426,53.563,206.533,147.183,1338.32,425.21,104.944,87.522,160.133,293.562,99.883,160.86,191.856,175.202,193.208,191.39,110.732
2006-12-15 02:35:00,175.058,53.22,210.8,147.493,1345.16,420.987,,88.698,159.223,294.823,98.695,161.02,194.41,173.844,191.21,190.108,111.094
2006-12-15 02:40:00,175.464,53.853,208.167,145.527,1344.66,421.527,,88.232,158.97,291.75,99.319,160.86,190.668,173.812,191.386,189.258,110.942
2006-12-15 02:45:00,174.454,52.663,207.9,147.17,1341.02,423.467,104.531,87.226,159.167,293.977,99.406,161.16,191.93,173.666,192.652,189.558,111.01
2006-12-15 02:50:00,174.314,52.773,210.2,145.68,1346.48,423.707,,87.386,157.863,290.673,98.617,162.68,191.408,175.034,192.2,190.738,111.086
2006-12-15 02:55:00,174.882,52.557,208.9,146.013,1346.26,418.57,,90.28,156.497,292.653,99.959,163.18,192.166,175.668,193.724,190.874,111.584
2006-12-15 03:00:00,172.206,54.573,208.4,145.687,1351.38,420.267,105.043,88.006,159.227,292.297,100.334,162.18,193.578,173.822,193.87,191.952,111.89
2006-12-15 03:05:00,173.468,54.537,206.533,145.687,1341.88,421.974,,88.44,158.953,289.149,100.294,163.9,191.948,175.516,193.0,190.338,111.688
2006-12-15 03:10:00,174.852,53.293,208.433,146.5,1347.44,420.737,,88.988,157.827,290.583,100.12,162.36,192.54,173.136,189.498,189.598,112.348
2006-12-15 03:15:00,173.57,53.42,207.1,146.827,1341.76,421.676,104.782,88.276,158.076,293.165,100.561,164.5,191.692,172.41,191.89,188.99,111.892
2006-12-15 03:20:00,174.288,53.357,206.6,145.793,1345.98,420.09,,89.716,160.01,291.148,100.268,160.7,192.01,174.158,192.86,190.128,111.342
2006-12-15 03:25:00,171.212,53.323,209.667,146.303,1337.44,422.497,,89.134,158.413,292.075,100.19,161.44,191.89,174.038,192.19,190.224,111.796
2006-12-15 03:30:00,173.136,54.42,210.2,143.663,1346.04,418.783,103.835,89.53,158.31,291.766,99.264,161.92,192.982,173.036,192.28,191.936,111.43
2006-12-15 03:35:00,173.724,54.403,209.367,145.853,1335.52,417.21,,89.878,157.387,291.663,98.375,159.3,192.174,173.352,192.972,192.01,113.05
2006-12-15 03:40:00,172.576,53.89,208.3,144.77,1345.96,414.687,,87.746,158.243,292.008,99.784,160.94,192.966,172.93,192.946,191.072,112.474
2006-12-15 03:45:00,174.088,53.46,209.1,143.997,1337.4,414.567,104.215,87.232,155.337,291.149,98.174,159.28,193.156,174.728,193.59,190.968,110.75
2006-12-15 03:50:00,175.144,54.047,209.3,144.337,1338.38,416.827,,88.702,156.403,289.383,98.845,159.8,190.808,173.184,191.576,192.558,112.828
2006-12-15 03:55:00,174.344,55.2,208.633,143.277,1339.62,415.933,,90.32,154.847,292.006,97.409,158.56,192.632,173.63,194.706,189.342,111.256
2006-12-15 04:00:00,172.704,54.393,208.8,146.253,1345.1,415.753,103.324,89.176,158.437,289.746,99.24,161.2,194.558,174.752,193.332,188.19,111.45
2006-12-15 04:05:00,171.828,54.437,208.7,145.343,1338.92,419.81,,91.204,159.32,292.019,100.287,161.52,193.532,174.288,192.006,192.136,111.61
2006-12-15 04:10:00,171.462,53.857,208.233,143.553,1338.2,420.797,,89.17,157.937,292.264,101.146,161.48,191.338,178.234,192.376,189.984,111.9
2006-12-15 04:15:00,173.486,52.987,210.233,145.99,1343.7,417.893,106.032,89.25,159.167,291.304,99.942,161.32,192.942,174.726,192.882,189.564,110.912
2006-12-15 04:20:00,172.988,54.173,212.2,143.973,1338.66,420.19,,88.382,156.677,289.594,99.036,162.5,193.526,177.116,192.066,191.102,111.694
2006-12-15 04:25:00,174.434,53.05,210.567,145.43,1339.52,416.587,,89.716,158.03,291.694,98.8,161.92,193.814,174.23,193.818,191.328,112.03
2006-12-15 04:30:00,172.216,53.327,209.533,145.27,1341.06,421.297,104.663,90.246,159.31,291.035,99.56,164.54,192.696,174.476,193.98,191.57,112.968
2006-12-15 04:35:00,173.348,53.27,212.733,143.343,1338.58,419.55,,88.252,160.35,291.105,99.758,160.54,193.47,174.496,193.552,190.346,111.386
2006-12-15 04:40:00,172.11,53.537,212.467,144.793,1338.78,419.027,,90.892,157.737,290.101,99.044,160.24,192.46,172.954,194.642,191.412,112.308
2006-12-15 04:45:00,174.582,53.523,211.8,146.64,1347.8,419.503,105.524,91.104,161.487,293.517,99.538,162.96,192.898,175.292,196.06,192.712,111.114
2006-12-15 04:50:00,172.986,54.79,210.333,143.54,1345.58,419.067,,90.696,158.707,291.651,99.023,160.6,193.624,174.958,197.756,192.526,112.644
2006-12-15 04:55:00,173.15,53.147,209.6,144.723,1352.06,420.257,,91.3,158.773,291.07,99.236,160.5,192.996,174.252,195.7,191.932,112.482
2006-12-15 05:00:00,173.488,52.55,212.333,147.493,1351.5,417.13,106.184,90.15,157.37,289.647,100.56,161.64,193.092,174.59,196.504,193.316,113.026
2006-12-15 05:05:00,173.856,54.463,208.8,142.703,1355.2,417.62,,89.54,159.463,291.405,100.36,162.14,193.738,173.542,196.226,195.846,112.904
2006-12-15 05:10:00,173.444,53.687,209.933,146.057,1357.56,417.783,,89.234,160.174,290.888,99.691,162.02,192.098,175.96,195.254,195.02,112.378
2006-12-15 05:15:00,175.128,52.943,209.967,144.89,1357.56,416.757,104.728,90.982,158.623,295.09,101.148,161.6,192.388,173.982,197.868,194.034,111.392
2006-12-15 05:20:00,174.712,53.897,211.5,146.237,1352.6,417.923,,91.236,159.693,290.963,98.224,163.78,192.506,173.642,195.534,192.898,113.974
2006-12-15 05:25:00,173.422,54.1,212.467,146.333,1345.16,420.363,,91.888,160.197,291.066,102.107,162.44,191.966,174.62,196.884,192.158,113.832
2006-12-15 05:30:00,174.758,53.42,211.1,146.857,1337.2,420.523,105.709,91.828,158.107,288.989,101.04,162.06,192.878,175.992,197.956,192.638,112.57
2006-12-15 05:35:00,175.034,54.363,212.833,144.923,1345.34,419.74,,92.28,157.877,290.519,99.899,161.98,195.624,174.258,196.78,194.354,113.364
2006-12-15 05:40:00,175.816,54.0,211.033,143.583,1341.5,417.983,,91.146,157.807,290.554,100.64,162.44,194.982,176.038,198.252,194.474,113.51
2006-12-15 05:45:00,171.636,52.58,212.1,144.64,1350.66,421.69,105.023,90.434,161.41,291.508,99.326,162.28,193.59,174.804,198.894,195.818,112.538
2006-12-15 05:50:00,173.66,55.45,212.067,144.763,1353.08,417.817,,91.16,157.783,290.033,99.453,164.34,193.382,173.916,198.462,194.51,113.752
2006-12-15 05:55:00,173.916,53.953,211.9,144.473,1343.06,425.717,,90.73,158.503,291.296,98.273,162.96,195.204,174.868,197.51,198.182,112.056
2006-12-15 06:00:00,173.444,54.15,213.167,144.32,1346.92,422.863,104.261,91.578,159.483,289.935,100.438,161.46,195.952,175.406,197.464,193.652,113.232
2006-12-15 06:05:00,171.488,52.713,211.8,145.85,1345.76,420.41,,91.386,158.713,290.418,100.324,161.86,195.366,175.498,196.806,195.446,111.644
2006-12-15 06:10:00,172.978,56.19,212.467,143.827,1352.96,424.467,,92.02,159.117,290.037,100.907,162.74,194.608,178.062,195.572,195.564,113.042
2006-12-15 06:15:00,175.324,52.323,212.733,148.443,1352.24,420.417,105.391,91.02,160.137,292.066,98.994,163.78,194.946,174.698,197.0,196.882,111.428
2006-12-15 06:20:00,172.658,54.557,213.0,144.637,1344.42,421.083,,91.038,159.783,293.295,99.792,162.56,195.038,177.546,197.506,194.878,112.086
2006-12-15 06:25:00,175.302,55.42,212.067,145.747,1346.52,422.007,,90.812,161.133,293.604,99.489,161.26,197.998,178.04,196.512,197.28,111.676
2006-12-15 06:30:00,175.318,53.273,211.967,145.84,1346.3,421.093,105.267,91.028,157.86,292.878,100.254,161.26,196.65,175.056,196.932,194.508,113.878
2006-12-15 06:35:00,175.074,54.803,211.6,145.843,1345.88,420.16,,90.57,160.033,293.982,99.565,160.08,196.114,174.756,197.086,193.958,113.162
2006-12-15 06:40:00,175.286,52.567,210.367,144.42,1350.66,420.093,,90.334,158.42,291.945,100.325,160.08,194.828,173.372,196.0,193.804,112.346
2006-12-15 06:45:00,174.992,55.577,209.2,146.62,1347.46,418.733,104.347,92.194,157.56,293.681,97.687,162.88,193.736,176.208,196.192,194.102,112.282
2006-12-15 06:50:00,176.224,53.263,211.933,145.573,1344.56,420.313,,91.044,157.664,293.551,100.019,164.78,195.872,175.376,194.728,191.972,112.462
2006-12-15 06:55:00,174.232,53.13,209.267,145.507,1351.64,419.1,,90.87,159.52,293.336,100.071,161.5,194.372,176.044,197.07,193.452,113.23
2006-12-15 07:00:00,175.532,54.09,209.3,146.493,1346.44,419.967,104.664,90.82,162.887,295.832,99.07,162.14,195.198,174.656,196.828,194.642,112.494
2006-12-15 07:05:00,172.558,54.043,211.367,145.21,1352.82,417.607,,92.614,157.033,293.235,99.026,161.92,195.32,175.724,198.648,193.784,111.58
2006-12-15 07:10:00,175.638,54.733,210.633,144.513,1350.58,418.11,,88.452,157.64,291.383,100.804,161.04,193.098,176.42,196.994,192.98,111.404
2006-12-15 07:15:00,172.838,53.893,209.1,144.3,1349.42,420.667,105.153,91.786,156.13,293.326,99.604,161.54,195.652,175.166,195.6,194.604,113.13
2006-12-15 07:20:00,176.138,55.137,212.533,146.303,1353.42,420.247,,90.978,157.87,293.596,99.245,161.38,196.94,174.428,197.67,196.392,111.93
2006-12-15 07:25:00,173.0,54.42,210.533,145.94,1350.22,423.224,,90.162,158.597,294.838,99.594,162.74,194.524,175.766,196.234,190.832,111.896
2006-12-15 07:30:00,175.508,54.02,210.867,145.767,1358.74,420.403,104.852,91.704,159.68,296.196,99.392,161.44,194.994,173.956,196.738,193.828,112.924
2006-12-15 07:35:00,173.768,54.93,210.267,145.927,1355.2,423.497,,90.256,158.883,295.36,99.924,160.76,193.586,175.362,195.394,194.23,111.024
2006-12-15 07:40:00,174.128,54.083,209.433,145.957,1355.74,420.9,,90.342,157.793,293.995,99.804,160.18,194.306,175.01,195.63,194.384,113.542
2006-12-15 07:45:00,173.642,54.857,209.733,147.98,1352.56,422.01,104.576,90.092,156.027,297.294,98.885,162.94,193.54,175.78,196.554,194.7,112.586
2006-12-15 07:50:00,175.8,54.843,212.867,146.123,1356.68,422.957,,89.634,157.46,297.989,98.96,160.86,195.49,176.69,197.09,195.422,113.03
2006-12-15 07:55:00,173.972,54.437,211.233,146.833,1353.16,424.087,,91.2,157.667,295.777,99.359,160.96,196.054,178.674,195.394,194.354,113.18
2006-12-15 08:00:00,174.804,54.717,210.167,147.283,1347.76,426.583,105.132,91.296,158.61,292.658,100.843,160.62,195.698,177.436,197.424,194.0,112.686
2006-12-15 08:05:00,174.132,53.187,208.967,147.633,1346.1,423.247,,90.762,158.253,294.227,100.814,161.54,195.712,175.966,196.898,195.006,112.038
2006-12-15 08:10:00,175.9,55.817,210.2,147.253,1344.9,427.92,,90.188,157.423,292.573,98.025,162.6,195.478,175.816,198.42,195.062,114.046
2006-12-15 08:15:00,173.874,54.61,209.433,145.46,1352.2,428.31,105.29,92.178,157.657,298.638,98.918,161.92,196.726,176.904,198.298,196.244,113.138
2006-12-15 08:20:00,176.802,54.51,210.9,148.297,1343.2,423.873,,91.158,158.25,296.433,98.456,162.2,195.812,175.574,196.156,196.314,113.304
2006-12-15 08:25:00,176.14,52.873,211.867,147.873,1342.3,424.58,,90.83,157.93,298.356,99.505,159.64,195.276,175.366,198.334,192.772,112.164
2006-12-15 08:30:00,173.51,55.707,212.067,147.927,1344.26,429.21,104.994,89.766,158.413,294.033,100.059,161.28,194.826,174.54,196.948,196.896,112.66
2006-12-15 08:35:00,176.32,53.267,211.267,146.193,1346.8,430.113,,89.728,162.547,298.321,99.319,162.34,195.478,175.704,197.002,195.282,111.418
2006-12-15 08:40:00,173.912,54.937,209.167,145.263,1352.9,430.16,,91.37,158.637,298.296,97.551,160.88,195.908,174.892,198.558,195.444,112.104
2006-12-15 08:45:00,172.05,54.063,210.1,147.1,1350.82,427.644,106.545,87.936,158.45,297.172,98.493,161.52,196.934,177.976,198.404,194.734,113.088
2006-12-15 08:50:00,176.336,53.477,212.533,148.58,1348.7,425.54,,89.712,158.52,297.089,99.765,160.64,194.626,177.65,196.588,195.142,112.462
2006-12-15 08:55:00,175.05,54.88,211.333,148.113,1351.82,427.09,,89.644,161.153,295.641,99.86,162.92,198.074,177.274,195.074,196.128,113.378
2006-12-15 09:00:00,175.11,54.23,214.067,145.01,1356.02,428.0,105.683,91.276,159.617,294.117,99.707,161.26,195.37,176.286,196.338,194.604,113.262
2006-12-15 09:05:00,174.12,54.043,209.633,146.477,1342.3,426.637,,91.094,159.84,295.998,99.915,160.7,194.562,176.816,196.122,195.078,113.354
2006-12-15 09:10:00,173.518,54.027,211.533,145.267,1346.34,429.41,,90.496,159.71,298.447,98.641,162.64,196.926,176.678,197.308,196.746,113.164
2006-12-15 09:15:00,172.978,54.86,209.5,145.913,1349.62,426.983,105.558,90.756,159.573,299.729,99.71,159.82,196.76,176.188,196.694,196.406,113.202
2006-12-15 09:20:00,172.802,53.387,210.667,147.59,1337.32,425.473,,90.624,160.16,295.079,98.588,162.22,197.16,177.566,196.784,197.05,112.56
2006-12-15 09:25:00,174.938,53.59,211.967,146.617,1343.84,429.403,,91.322,159.253,298.463,98.247,162.2,195.734,176.534,196.568,195.5,113.674
2006-12-15 09:30:00,173.17,54.063,210.5,146.647,1343.86,425.163,106.227,89.222,159.21,299.444,98.66,163.04,196.324,176.802,197.092,196.226,112.488
2006-12-15 09:35:00,175.374,53.863,209.8,144.427,1343.06,423.833,,90.338,161.117,297.472,99.673,160.16,195.638,178.042,197.854,194.388,114.322
2006-12-15 09:40:00,171.656,54.29,209.5,145.54,1340.82,429.397,,91.26,161.18,297.401,98.921,161.4,196.168,177.418,197.648,196.808,112.218
2006-12-15 09:45:00,173.574,54.367,213.2,144.493,1340.16,422.743,105.373,91.222,159.043,299.615,99.322,162.14,197.228,176.366,198.066,196.638,113.358
2006-12-15 09:50:00,171.446,54.253,207.7,144.22,1337.94,425.577,,90.002,159.723,298.87,99.219,162.02,197.91,175.656,197.472,197.262,112.434
2006-12-15 09:55:00,173.152,54.597,211.067,146.537,1336.0,425.827,,91.45,159.613,301.81,99.181,161.98,197.15,177.176,196.144,196.862,112.828
2006-12-15 10:00:00,174.43,53.803,211.9,147.44,1340.62,429.96,107.351,92.536,161.977,297.761,98.939,161.28,197.678,177.188,197.626,195.852,113.936
2006-12-15 10:05:00,172.81,54.203,210.333,148.083,1339.12,427.693,,91.774,159.517,298.602,101.021,162.76,196.628,175.656,195.918,195.21,113.616
2006-12-15 10:10:00,174.158,53.053,210.367,146.953,1341.02,428.07,,91.644,159.403,298.094,100.027,161.26,196.638,177.15,198.306,194.6,113.48
2006-12-15 10:15:00,172.45,53.657,210.733,145.323,1343.4,429.1,105.987,90.926,159.553,300.569,99.579,162.22,198.068,178.144,197.262,197.672,112.232
2006-12-15 10:20:00,171.256,53.607,210.7,145.463,1342.18,424.783,,91.232,159.297,297.193,98.657,161.22,198.316,177.904,197.232,196.792,114.048
2006-12-15 10:25:00,175.006,54.61,212.033,146.85,1338.84,426.407,,91.716,162.09,297.384,98.439,162.18,196.082,175.454,198.072,194.946,112.188
2006-12-15 10:30:00,172.356,52.617,209.967,147.687,1335.6,427.387,105.091,91.828,162.137,297.196,98.398,162.56,196.814,180.376,198.542,197.12,113.674
2006-12-15 10:35:00,173.124,52.82,210.9,147.437,1336.32,424.0,,90.708,159.987,298.99,99.723,162.28,199.582,177.058,198.156,196.528,111.606
2006-12-15 10:40:00,174.208,52.87,211.967,147.353,1337.76,425.927,,90.82,160.19,298.282,99.972,161.78,196.752,177.996,195.432,196.024,114.686
2006-12-15 10:45:00,173.516,54.243,212.967,149.24,1338.22,423.67,105.373,91.152,161.07,299.774,97.061,163.32,198.512,178.902,195.16,196.402,112.456
2006-12-15 10:50:00,172.972,53.623,211.0,146.847,1360.62,426.837,,89.866,159.6,294.924,100.644,161.04,197.106,178.676,196.278,198.996,112.846
2006-12-15 10:55:00,172.226,53.293,212.7,144.713,1348.88,423.63,,90.82,158.907,299.273,99.613,162.18,196.244,177.768,198.196,197.33,111.978
2006-12-15 11:00:00,172.382,53.653,212.8,145.69,1340.42,425.703,107.077,91.922,160.72,299.483,100.779,160.18,197.264,179.886,198.362,196.284,112.312
2006-12-15 11:05:00,173.24,53.883,211.6,147.12,1348.22,429.704,,91.17,158.717,302.939,99.711,161.38,199.15,179.474,198.778,198.302,113.334
2006-12-15 11:10:00,172.558,54.793,211.033,146.2,1349.9,425.383,,90.754,160.247,300.023,98.902,161.44,198.136,178.482,200.56,195.588,113.298
2006-12-15 11:15:00,174.148,51.98,210.333,147.59,1338.28,427.463,106.693,90.784,161.197,299.804,99.99,162.64,200.936,176.604,196.61,195.274,112.384
2006-12-15 11:20:00,171.966,53.837,210.5,147.26,1352.5,426.417,,91.202,161.127,297.135,99.343,162.88,195.356,177.39,199.108,197.554,112.058
2006-12-15 11:25:00,172.576,54.687,210.233,147.803,1348.72,424.477,,91.046,162.407,299.558,99.146,161.82,198.874,177.052,198.062,197.124,112.016
2006-12-15 11:30:00,173.742,53.517,211.233,146.917,1342.34,424.794,105.299,91.946,158.79,295.762,100.646,164.72,199.232,178.362,199.808,199.15,113.776
2006-12-15 11:35:00,171.148,54.013,211.2,146.263,1344.82,423.087,,90.428,160.017,299.393,100.376,160.86,196.054,177.552,198.724,199.746,113.952
2006-12-15 11:40:00,172.642,53.883,212.267,148.193,1336.16,425.877,,91.626,160.51,298.47,99.024,161.76,197.106,178.494,198.686,196.29,112.948
2006-12-15 11:45:00,174.32,53.277,213.533,146.807,1337.56,425.963,106.516,92.556,159.46,299.41,100.339,161.88,197.802,178.812,194.438,197.628,113.746
2006-12-15 11:50:00,174.452,53.923,213.867,147.677,1341.2,423.787,,91.876,158.8,296.644,99.568,164.08,196.26,178.352,198.504,196.442,112.968
2006-12-15 11:55:00,172.616,54.167,209.1,146.047,1336.32,425.723,,93.45,161.29,298.019,99.082,163.5,197.13,179.328,197.394,195.41,112.52
2006-12-15 12:00:00,174.612,54.017,212.733,145.243,1339.96,427.743,105.841,92.358,162.103,295.84,100.054,163.32,197.658,179.532,198.612,196.754,112.38
2006-12-15 12:05:00,170.654,54.25,212.0,146.193,1327.98,426.383,,92.374,160.577,299.199,98.652,163.58,197.206,179.056,199.58,197.002,112.586
2006-12-15 12:10:00,172.318,53.707,214.2,142.587,1332.28,423.56,,91.504,162.983,298.041,100.622,162.82,198.004,179.758,199.598,195.234,111.972
2006-12-15 12:15:00,171.84,54.0,213.333,144.527,1332.2,429.497,105.861,90.998,161.46,297.588,100.629,162.26,198.324,180.8,196.926,196.266,112.826
2006-12-15 12:20:00,171.15,54.39,212.067,145.583,1336.18,424.607,,92.208,160.497,298.953,99.855,162.54,196.13,177.67,197.49,196.678,113.674
2006-12-15 12:25:00,173.476,54.187,211.867,146.01,1331.4,425.64,,92.036,159.087,299.87,98.875,161.82,198.274,179.75,198.812,197.518,112.958
2006-12-15 12:30:00,171.646,53.543,211.8,145.827,1327.66,424.437,105.747,91.974,162.29,299.892,100.487,161.96,197.086,178.516,197.944,196.788,112.804
2006-12-15 12:35:00,172.354,55.187,212.1,145.69,1340.82,422.78,,91.888,158.61,297.15,100.511,163.78,197.0,176.928,197.49,195.962,114.328
2006-12-15 12:40:00,171.414,54.21,211.133,148.147,1330.66,425.763,,90.928,159.073,297.576,101.21,162.0,197.854,179.328,197.224,196.126,113.852
2006-12-15 12:45:00,172.788,52.857,211.733,145.783,1337.54,423.77,105.972,91.814,159.067,299.955,98.229,162.28,197.084,181.206,199.686,196.544,114.294
2006-12-15 12:50:00,174.602,53.103,214.667,146.26,1339.02,421.683,,92.728,160.653,299.58,99.063,162.8,196.672,178.326,196.444,196.86,114.218
2006-12-15 12:55:00,171.976,53.947,212.267,146.5,1335.68,426.353,,92.758,159.52,299.875,99.856,162.62,199.17,177.108,198.89,195.584,113.566
2006-12-15 13:00:00,171.338,54.107,212.8,144.953,1331.02,422.283,106.748,91.402,158.937,299.634,100.821,162.16,197.832,178.378,197.26,197.478,112.884
2006-12-15 13:05:00,173.432,54.893,211.933,146.84,1348.22,428.043,,92.654,162.47,299.393,99.138,163.68,199.252,178.56,197.658,197.49,113.49
2006-12-15 13:10:00,172.496,54.137,214.167,146.6,1336.7,425.347,,91.46,161.163,299.023,101.007,164.42,199.216,176.61,198.35,196.912,112.078
2006-12-15 13:15:00,174.302,54.173,211.433,147.287,1334.16,421.526,105.334,92.344,159.117,301.828,99.378,163.68,199.12,177.93,196.91,197.488,113.63
2006-12-15 13:20:00,173.086,55.107,210.7,147.72,1333.96,421.757,,92.124,162.007,300.169,100.694,162.96,197.74,176.312,198.452,198.018,113.286
2006-12-15 13:25:00,174.152,53.627,211.833,144.647,1342.16,424.41,,93.514,161.687,301.815,99.696,163.54,196.166,178.688,200.842,198.734,113.778
2006-12-15 13:30:00,175.648,53.323,211.7,145.933,1343.86,426.353,105.472,91.976,163.827,299.944,101.101,163.36,197.564,179.502,198.544,197.544,114.238
