event_date,drop,intensity,dst,transformation,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2005-05-15,11.45,G5,-263.0,exponential,robust,manhattan,0.35724310776942386,47.77292837564725,2.892703494245039,1.5067080171765008,0.48915840232771773,0.5874840688525786,-0.47716229348882383,0.2218731365863645,0.27303161992680336,0.15760233918128655,0.12159548321150046
2005-05-15,11.45,G5,-263.0,exponential,robust,minkowski,0.3462949039264831,47.03822352386098,2.8921338072685634,1.4886973745732435,0.5006765417281364,0.6069844070674355,-0.4697609001406467,0.2221540332576572,0.2562743803144184,0.17280701754385963,0.12011419245221175
2005-05-15,11.45,G5,-263.0,exponential,decimal_scaling,manhattan,0.3686466165413529,48.60096667939991,2.9184549646152838,1.5187373341945138,0.6708591245430755,0.5646128523273923,-0.42774566473988446,0.22153574800465847,0.2892781225038573,0.14561403508771925,0.12274691811301168
2005-05-15,11.45,G5,-263.0,exponential,decimal_scaling,minkowski,0.3560380116959063,47.58064647489547,2.9230685791367494,1.4471403210913876,0.7249799663977912,0.5793730672763244,-0.39705882352941135,0.22191400697125557,0.2694784909183275,0.16023391812865498,0.12155195022512714
2005-05-15,11.45,G5,-263.0,exponential,none,manhattan,0.3686466165413529,48.60096667939991,2.9184549646152838,1.5187373341945138,0.6708591245430774,0.5646128523273922,-0.42774566473988446,0.22153574800465847,0.2892781225038573,0.14561403508771925,0.12274691811301155
2005-05-15,11.45,G5,-263.0,exponential,none,minkowski,0.3560380116959063,47.58064647489547,2.923068579136749,1.4471403210913876,0.7249799663977979,0.5793730672763245,-0.39705882352941135,0.22191400697125557,0.2694784909183275,0.16023391812865498,0.12155195022512702
2005-09-11,12.25,G3,-139.0,none,min_max,manhattan,0.3347470106242038,43.372122558653466,2.77121753397043,1.0527042214791553,0.647507376714962,0.5731761335424663,-0.3750000000000002,0.2284871899419454,0.23335414605909754,0.20536635706914344,0.12329406426515273
2005-09-11,12.25,G3,-139.0,none,min_max,minkowski,0.3235224002767864,42.91481923751273,2.7746620441563623,0.9914565736943964,0.6463025838651475,0.5797918264095145,-0.38461538461538514,0.22872508536938888,0.21882495147139638,0.22325421396628822,0.12272837238117539
2005-09-11,12.25,G3,-139.0,none,z_score,manhattan,0.3577531792444073,44.73513908097634,2.745147779435315,1.2088078514808167,0.44065088164739197,0.6517305933572479,-0.5405405405405409,0.22788807507395978,0.2649991354637022,0.17303061575507397,0.12117569248659273
2005-09-11,12.25,G3,-139.0,none,z_score,minkowski,0.364923883783533,45.67426298632817,2.7306055854403954,1.3947365957325917,0.13731175381126004,0.6191210904169697,-0.608849557522124,0.22758261363912163,0.2747207484699052,0.16546267629858963,0.1213765372226856
2005-09-11,12.25,G3,-139.0,none,robust,manhattan,0.3580711036851389,45.22653771004995,2.828247713262543,1.3947365957325917,0.6911757158371519,0.5958081811674295,-0.5439330543933053,0.22773749032980764,0.2639754682193735,0.17509459924320608,0.12633672315641029
2005-09-11,12.25,G3,-139.0,none,robust,minkowski,0.35484312633435444,45.02351251245551,2.821710219991016,1.2551431120088532,0.7273566412659734,0.5745043933277632,-0.48257655755015866,0.22781104121289714,0.2590123734859242,0.18059855521155832,0.12558602435849667
2005-09-11,12.25,G3,-139.0,none,decimal_scaling,manhattan,0.29046714570450405,42.04236417942918,1.8780735910440742,0.9716897312950418,0.5068228931383789,0.22831589752520962,-0.3333333333333357,0.22919711440826293,0.1681875780092484,0.3085655314757482,0.11424080411740614
2005-09-11,12.25,G3,-139.0,none,decimal_scaling,minkowski,0.29046714570450405,42.04236417942918,1.9263068844810065,0.9716897312950418,0.510786935582367,0.24415648517910965,-0.3333333333333357,0.22919711440826293,0.1681875780092484,0.3085655314757482,0.11429508762665688
2005-09-11,12.25,G3,-139.0,none,none,manhattan,0.29034900523548646,42.04236417942912,1.1813372651660137,0.8642913767427739,0.3367104100610235,0.2011388849784457,-0.3333333333333357,0.22919711449195201,0.16774756917174471,0.3092535259717923,0.1083614968305993
2005-09-11,12.25,G3,-139.0,none,none,minkowski,0.29034900523548646,42.04236417942912,1.2230409896723549,0.8642913767427739,0.3505459138603179,0.21241190512322536,-0.3333333333333357,0.22919711449195201,0.16774756917174471,0.3092535259717923,0.10838621631768308
2005-09-11,12.25,G3,-139.0,log,min_max,manhattan,0.3347470106242038,43.372122558653466,2.7773274663164322,1.0527042214791553,0.6336193070656244,0.5749636839779376,-0.3750000000000002,0.2284871899419454,0.23335414605909754,0.20536635706914344,0.12341074478967178
2005-09-11,12.25,G3,-139.0,log,min_max,minkowski,0.3235224002767864,42.91481923751273,2.7801057725050624,0.9914565736943964,0.6394554630827778,0.5804373291584976,-0.38461538461538514,0.22872508536938888,0.21882495147139638,0.22325421396628822,0.12279187854307928
2005-09-11,12.25,G3,-139.0,log,z_score,manhattan,0.35925693864290353,44.959735977364325,2.750237016237967,1.2088078514808167,0.45222216160405454,0.6509006195851504,-0.5821656050955417,0.22782228161376644,0.26703953511959055,0.1716546267629859,0.12177228777211853
2005-09-11,12.25,G3,-139.0,log,z_score,minkowski,0.364923883783533,45.67426298632817,2.7355676538477107,1.3947365957325917,0.1427476335707092,0.6189363832431668,-0.608849557522124,0.22758261363912163,0.2747207484699052,0.16546267629858963,0.12158345125681849
2005-09-11,12.25,G3,-139.0,log,robust,manhattan,0.3641464773043721,46.212235459848955,2.82715461965018,1.1701263691647168,0.6763617181975762,0.5979738123739915,-0.5714285714285714,0.22742011639298912,0.27014334178085614,0.17027863777089786,0.12725737905074086
2005-09-11,12.25,G3,-139.0,log,robust,minkowski,0.35952148890745383,45.48157346426745,2.819433957477464,1.2264697409613747,0.7127669819892981,0.5616561387050376,-0.5359999999999996,0.2276452594520447,0.2642496228599535,0.1757825937392501,0.12608882585821615
