DATETIME,TSMB,ATHN,MXCO,NANM,PTFM,CALM,ROME,AATB,HRMS,JUNG,JUNG1,LMKS,IRK2,IRK3,IRKT,DRBS,MCRL,NEWK,MGDN,YKTK,KERG,OULU,APTY,TXBY,FSMT,INVK,JBGO,NAIN,PWNK,THUL,MWSN,NEU3,SOPB,SOPO,DOMB,DOMC,TERA
2017-09-08 00:50:00,334.421,56.496,229.7,488.883,58.96,70.427,126.67,1420.58,124.785,165.193,383.717,481.119,371.99,426.0,181.2,110.487,53.44,97.98,180.264,220.8,228.299,108.379,176.199,101.413,224.398,197.598,263.992,217.884,225.308,127.908,230.553,0.992,149.604,303.474,5.343,20.169,115.293
2017-09-08 00:55:00,335.248,56.549,229.033,494.354,59.482,73.267,127.503,1417.58,124.743,165.537,383.988,477.283,374.358,428.4,181.6,112.823,52.073,99.152,181.092,222.907,229.043,106.154,176.343,103.227,222.092,199.774,270.468,215.9,223.112,126.676,230.624,0.999,148.316,303.124,5.086,19.75,116.442
2017-09-08 01:00:00,332.898,55.94,229.4,492.83,57.495,72.397,127.85,1432.58,124.115,163.855,387.076,476.631,377.376,424.6,181.8,109.273,51.245,99.516,180.252,225.066,228.064,105.649,171.343,102.187,223.616,202.828,271.826,219.152,225.828,131.008,232.88,1.032,148.336,300.774,5.095,19.517,116.272
2017-09-08 01:05:00,335.534,56.093,230.833,490.633,58.061,73.003,126.6,1433.34,124.415,165.037,387.743,480.515,374.714,425.0,182.4,111.953,52.26,97.106,180.114,221.493,226.549,106.387,171.991,104.56,223.184,199.236,270.846,219.382,223.214,128.848,231.915,0.918,147.162,301.248,5.21,19.034,114.566
2017-09-08 01:10:00,333.083,55.825,228.4,494.101,58.844,70.19,127.7,1437.6,125.043,163.432,386.15,478.106,374.666,427.2,181.4,112.033,51.25,97.206,183.594,224.933,228.263,106.35,173.602,102.027,223.054,199.02,264.866,217.702,219.224,124.534,229.727,0.94,148.234,299.446,5.051,19.806,117.469
2017-09-08 01:15:00,333.195,56.143,226.1,498.893,59.624,72.797,126.693,1440.86,124.728,165.179,385.636,479.431,376.746,429.0,182.6,111.203,54.123,98.02,185.294,224.534,226.206,106.758,172.726,102.56,219.732,198.508,262.018,216.16,224.052,127.242,231.068,1.007,147.88,299.752,5.25,19.701,115.433
2017-09-08 01:20:00,332.951,56.163,228.133,492.27,58.735,72.607,128.2,1443.2,124.352,164.258,386.381,478.475,377.238,431.0,183.2,113.497,53.51,97.264,181.588,222.667,224.917,106.358,174.06,103.333,221.778,198.094,271.156,216.22,223.948,130.01,231.548,0.997,146.782,299.636,5.118,19.398,116.345
2017-09-08 01:25:00,334.903,57.165,226.967,497.766,59.599,72.643,128.017,1439.16,122.29,165.428,385.476,481.081,377.912,433.2,183.8,110.104,53.017,97.464,181.816,224.213,226.371,106.296,172.265,102.693,223.496,199.436,271.01,214.318,221.574,124.24,230.55,0.994,146.424,298.902,5.158,19.426,116.659
2017-09-08 01:30:00,334.674,56.764,225.1,494.475,58.231,70.79,124.96,1443.72,123.681,163.818,382.75,475.318,382.014,433.0,185.0,111.317,52.925,98.138,182.754,225.493,226.614,105.667,173.256,102.853,222.17,197.948,266.844,214.822,221.864,127.124,232.079,1.084,145.552,299.206,5.371,19.979,115.273
2017-09-08 01:35:00,335.17,56.346,229.767,491.744,57.991,70.36,126.986,1449.34,124.689,165.982,385.087,478.041,376.714,429.4,185.8,110.987,52.167,95.966,181.59,224.853,222.414,105.352,174.012,102.507,219.802,199.088,264.584,214.802,224.146,126.526,228.011,0.965,146.718,298.676,5.357,19.327,115.459
2017-09-08 01:40:00,331.431,57.715,227.967,496.283,58.663,72.527,125.1,1444.16,121.456,161.601,381.45,476.932,379.298,432.4,183.2,111.493,52.955,97.424,182.388,225.867,224.566,106.502,172.274,104.133,220.592,198.166,269.252,214.704,223.174,123.606,228.246,0.986,146.068,300.002,5.422,19.518,115.697
2017-09-08 01:45:00,328.899,54.938,226.733,499.919,57.248,71.147,125.937,1448.62,123.368,162.094,381.383,470.223,380.892,432.2,183.0,110.08,52.19,97.75,184.76,223.893,220.845,106.942,173.729,104.0,220.824,197.894,267.966,212.928,218.816,125.154,224.309,0.858,146.39,298.8,4.894,20.453,117.109
2017-09-08 01:50:00,333.365,56.237,225.133,491.902,58.284,72.62,126.063,1453.8,122.943,163.788,379.324,473.06,379.798,435.2,184.4,109.717,52.175,98.052,181.782,223.893,221.712,104.604,172.754,103.44,221.936,197.194,272.916,214.528,220.164,122.5,227.416,0.905,145.894,297.272,5.049,19.261,114.805
2017-09-08 01:55:00,330.117,55.248,227.267,492.707,58.645,71.89,125.943,1433.5,123.917,163.913,380.426,472.284,378.244,430.4,185.0,111.86,51.813,95.826,184.606,223.813,222.425,105.06,172.848,104.133,220.09,198.322,271.784,213.936,217.76,125.212,227.149,1.012,146.534,297.814,5.084,19.773,116.028
2017-09-08 02:00:00,329.764,55.75,226.333,494.044,57.935,72.29,126.267,1445.34,122.307,161.799,380.62,472.827,376.868,433.8,182.4,109.853,50.8,97.185,182.724,225.84,221.391,106.331,172.833,103.013,221.03,197.096,266.594,212.604,216.424,124.974,227.26,1.053,146.58,299.738,5.175,18.697,116.192
2017-09-08 02:05:00,331.256,55.273,228.767,488.539,58.045,72.84,125.393,1440.92,121.56,162.939,382.397,473.523,381.272,431.4,184.0,108.677,52.16,97.114,183.19,225.067,221.721,104.93,171.176,102.88,219.494,197.634,264.874,213.334,221.84,129.55,225.217,0.856,145.888,301.168,4.977,19.48,115.662
2017-09-08 02:10:00,332.857,56.998,227.1,487.565,60.122,71.803,125.71,1452.04,122.343,162.373,379.185,475.443,377.458,432.0,180.2,107.673,52.195,96.456,182.724,225.52,222.813,106.014,171.429,102.24,220.602,196.356,270.188,215.368,216.034,128.03,225.612,0.868,146.366,296.764,5.222,19.199,117.509
2017-09-08 02:15:00,330.594,55.944,226.367,486.826,58.028,74.56,124.837,1449.54,122.521,161.54,379.33,474.46,377.986,432.0,182.8,110.31,52.06,96.514,183.832,224.213,222.493,104.423,172.064,103.946,218.368,196.172,269.584,213.81,219.38,125.086,226.292,0.858,145.124,300.524,5.178,19.489,117.917
2017-09-08 02:20:00,331.986,55.884,227.167,485.528,57.845,71.107,126.73,1446.2,121.56,162.361,379.841,474.478,376.086,431.8,185.0,111.627,52.65,97.838,182.344,224.24,221.712,104.951,170.377,103.147,219.218,193.986,265.952,215.096,218.614,126.632,224.649,0.812,145.068,297.372,5.122,19.591,116.664
2017-09-08 02:25:00,330.753,55.169,228.7,490.771,57.822,71.563,126.0,1439.04,121.823,161.331,378.918,473.737,378.652,427.4,182.0,109.547,51.33,97.112,180.812,225.307,221.74,105.924,170.843,103.52,216.686,196.564,267.352,214.322,215.766,126.798,227.599,0.846,143.44,297.608,5.021,20.042,116.686
2017-09-08 02:30:00,330.082,55.975,230.567,486.866,56.981,70.67,125.307,1439.44,120.823,162.786,381.949,472.795,371.988,427.4,181.6,110.947,52.785,96.516,179.666,220.72,225.246,104.258,172.695,101.6,217.774,195.476,269.75,210.418,215.162,120.324,222.997,0.91,145.174,297.632,5.151,19.955,116.443
2017-09-08 02:35:00,327.239,56.273,226.033,491.388,57.521,71.553,126.173,1437.74,123.358,161.966,377.092,472.77,369.374,428.0,179.6,109.52,51.133,95.086,179.38,222.667,223.416,103.432,170.125,102.907,216.034,194.896,270.124,210.124,216.216,121.386,224.032,1.113,143.89,295.912,5.148,19.564,115.264
2017-09-08 02:40:00,330.304,56.971,226.4,487.426,57.411,72.133,124.963,1421.02,121.583,162.136,378.154,472.775,374.346,425.6,180.8,111.243,53.305,95.918,181.884,219.387,223.427,104.785,172.489,102.373,213.884,193.7,262.52,211.232,216.002,126.472,224.893,0.93,144.254,297.16,5.261,19.921,116.032
2017-09-08 02:45:00,332.047,56.038,226.1,499.159,58.174,69.803,123.66,1425.72,121.725,162.381,380.849,470.941,375.42,430.4,180.8,110.06,52.893,95.964,182.67,222.347,224.801,104.898,170.219,103.147,216.112,193.224,266.884,211.942,215.044,124.186,224.928,0.812,145.17,298.39,4.993,19.681,115.405
2017-09-08 02:50:00,330.478,55.364,225.067,489.582,56.311,71.773,124.84,1434.3,121.725,162.793,376.04,471.97,374.826,423.4,180.2,110.247,51.65,95.96,180.936,222.293,224.938,104.585,171.297,101.68,215.282,192.352,268.506,212.988,215.458,122.648,226.096,0.896,144.954,294.774,5.04,19.898,116.225
2017-09-08 02:55:00,332.025,55.279,226.033,489.642,58.122,71.463,125.49,1431.825,121.723,161.231,376.276,472.251,373.56,427.4,180.0,110.077,52.253,95.096,179.788,224.213,223.257,105.13,172.926,102.987,216.022,192.824,265.804,211.652,216.466,126.066,227.62,0.937,146.038,297.374,5.178,19.246,117.116
2017-09-08 03:00:00,328.264,56.147,226.2,495.205,57.402,72.05,123.716,1428.04,122.582,160.356,377.094,471.057,374.566,427.2,183.8,109.607,52.64,96.622,178.922,224.08,223.913,105.797,171.319,103.2,215.224,192.828,264.652,210.386,216.156,125.158,226.92,0.913,144.886,297.524,5.259,19.525,114.687
2017-09-08 03:05:00,328.051,55.849,223.933,491.868,58.25,70.45,125.12,1431.2,121.695,160.817,377.165,469.83,374.148,428.0,181.0,107.973,52.093,95.416,181.454,219.387,223.309,104.111,169.3,103.467,215.092,194.206,262.68,210.282,208.076,122.916,227.54,0.886,145.49,298.67,4.974,19.608,114.856
2017-09-08 03:10:00,328.447,56.782,223.233,489.75,56.167,70.92,122.95,1435.26,121.563,161.291,376.954,467.23,375.494,427.4,182.0,108.15,52.19,95.324,179.63,222.987,225.185,104.399,171.267,102.16,214.974,192.898,268.1,208.114,211.772,123.206,228.642,0.838,145.736,296.102,5.031,19.857,115.789
2017-09-08 03:15:00,325.532,56.099,223.233,489.269,59.842,70.98,122.343,1429.08,120.628,159.235,374.205,467.204,371.28,427.4,180.8,109.25,52.253,94.384,179.8,218.747,223.975,103.14,169.98,101.893,213.53,193.124,262.244,207.55,214.988,124.932,224.693,0.966,145.048,295.778,5.197,19.289,115.796
2017-09-08 03:20:00,330.565,55.987,224.667,490.821,57.941,71.313,124.13,1428.675,120.316,160.1,373.374,465.795,372.132,425.2,181.4,108.803,51.025,96.234,183.148,221.706,224.479,105.3,170.756,102.08,213.86,192.57,264.7,206.18,212.474,120.222,226.98,0.999,146.038,295.952,5.32,19.792,117.262
2017-09-08 03:25:00,325.237,55.997,223.8,490.598,57.959,71.59,124.373,1423.15,121.288,160.983,376.147,466.646,374.832,425.6,181.2,111.37,54.147,94.374,181.216,220.347,223.383,105.562,171.001,102.213,215.544,190.734,268.02,207.716,214.09,116.478,226.533,1.022,144.416,296.596,5.254,19.44,113.459
2017-09-08 03:30:00,327.12,56.77,226.633,488.931,57.815,70.577,125.597,1428.24,119.354,160.699,378.259,470.571,372.954,426.0,182.0,110.783,53.685,95.14,182.296,221.813,224.112,105.26,170.662,103.093,213.1,193.288,265.186,206.706,212.122,121.958,228.518,0.854,144.702,293.418,5.134,19.835,116.18
2017-09-08 03:35:00,330.809,56.507,222.6,496.894,59.122,69.643,126.217,1429.08,120.13,163.094,376.076,471.164,372.438,426.8,181.4,111.677,52.743,94.754,181.322,219.413,223.716,104.338,171.109,101.653,213.066,190.502,268.052,207.82,215.342,123.91,225.914,0.892,144.47,295.814,5.149,19.291,115.91
2017-09-08 03:40:00,330.011,55.267,223.267,484.406,58.011,71.553,125.16,1427.86,120.072,161.146,377.821,468.168,373.862,424.6,182.2,108.06,51.96,95.612,180.73,220.693,225.838,104.641,169.563,101.84,216.082,191.252,266.17,205.438,211.384,120.948,227.831,0.952,143.442,295.6,5.062,19.687,114.687
2017-09-08 03:45:00,331.641,54.676,224.833,491.964,58.151,72.083,124.167,1426.42,122.01,161.485,373.461,466.472,373.72,429.8,183.0,108.517,52.053,95.388,180.432,222.133,223.885,104.381,171.766,101.92,214.578,192.198,265.39,206.686,209.094,121.844,227.731,1.016,144.556,295.416,5.146,19.469,114.348
2017-09-08 03:50:00,333.221,55.844,224.533,492.91,57.65,71.307,125.013,1433.44,122.372,159.885,373.856,467.975,375.028,428.6,182.4,110.867,51.61,94.514,179.396,223.68,225.031,105.381,171.307,102.587,212.354,192.372,264.142,208.154,211.49,120.218,229.184,0.858,143.25,296.108,5.088,19.402,114.105
2017-09-08 03:55:00,330.793,55.792,221.767,491.822,60.513,73.653,126.18,1432.04,121.609,158.903,372.245,465.602,375.282,429.4,184.0,109.887,52.24,95.182,179.318,222.8,222.744,105.42,170.496,103.013,214.604,193.284,266.27,207.276,213.66,119.424,224.415,0.875,144.854,296.014,5.071,19.59,114.683
2017-09-08 04:00:00,328.186,55.016,223.5,492.123,58.286,69.567,124.16,1434.72,122.281,159.692,372.724,467.947,375.522,425.8,181.6,108.207,52.41,95.808,181.828,222.453,223.05,105.179,171.41,103.333,212.918,192.042,267.736,208.03,213.506,120.584,229.195,0.862,145.202,294.204,4.875,19.7,114.973
2017-09-08 04:05:00,330.13,56.152,225.8,490.043,58.507,71.753,124.77,1428.72,121.545,159.277,375.089,466.761,375.75,432.0,183.2,111.537,52.417,95.398,179.4,221.36,221.81,105.435,171.144,101.2,214.56,189.898,267.412,206.122,212.536,121.128,230.947,0.828,144.954,296.73,5.324,19.564,115.371
2017-09-08 04:10:00,335.834,56.336,225.9,496.633,57.733,71.523,123.667,1429.0,121.118,160.483,376.426,468.568,378.352,428.8,182.6,109.813,50.2,95.772,180.968,223.68,222.877,103.179,171.703,103.6,213.222,192.32,267.11,209.5,210.828,120.192,229.852,0.958,145.072,295.152,5.148,19.871,114.739
2017-09-08 04:15:00,331.838,56.314,223.467,496.438,56.581,72.003,126.273,1427.8,122.6,158.538,375.431,464.725,372.846,432.4,185.0,109.146,51.133,96.076,180.704,221.867,225.704,104.449,171.765,102.96,214.568,193.55,264.156,209.188,214.358,122.384,227.995,0.965,144.812,297.194,5.246,19.874,115.06
2017-09-08 04:20:00,330.239,56.816,222.467,496.231,59.209,70.187,125.997,1435.22,121.662,159.768,374.248,466.549,375.116,429.2,180.4,110.4,52.155,95.698,182.192,222.853,224.805,105.716,171.014,101.147,211.598,192.738,264.268,208.858,209.222,121.242,226.14,0.895,147.73,297.298,5.231,19.574,114.313
2017-09-08 04:25:00,332.218,55.688,226.333,494.523,57.902,71.467,125.1,1429.0,121.955,160.552,377.763,464.422,375.912,426.2,182.4,107.963,52.047,94.328,177.846,221.44,223.246,103.656,172.526,102.08,212.738,192.15,268.464,210.038,211.324,121.186,227.119,0.939,146.5,300.208,4.998,19.343,113.368
2017-09-08 04:30:00,328.549,56.655,224.8,493.662,57.91,71.047,125.013,1437.76,122.17,160.473,373.308,469.101,373.578,425.4,183.0,108.877,51.3,94.822,180.924,222.08,221.676,105.837,170.413,103.094,213.832,192.442,266.414,206.938,212.724,118.876,227.664,0.953,145.914,298.296,5.146,19.463,116.361
2017-09-08 04:35:00,328.622,55.8,223.433,491.957,58.093,72.077,123.993,1432.24,122.57,161.672,378.738,472.203,374.064,427.8,182.8,109.43,51.97,95.108,180.586,220.88,223.587,104.458,171.553,102.614,211.42,190.838,268.408,207.52,211.49,119.45,227.44,0.874,145.578,295.896,5.314,19.355,114.236
2017-09-08 04:40:00,329.105,55.918,222.967,489.0,56.91,70.417,125.693,1431.9,119.612,159.034,372.903,466.088,373.57,428.8,181.0,108.223,52.54,96.634,181.128,222.533,225.37,105.661,171.159,100.293,212.012,191.83,269.386,207.982,218.82,120.716,229.637,0.96,145.654,300.148,5.285,19.425,115.272
2017-09-08 04:45:00,329.384,55.662,224.567,492.389,57.602,71.107,123.723,1419.24,119.105,160.663,375.715,465.148,372.644,424.8,181.8,108.58,51.49,95.988,180.908,221.787,221.713,105.119,170.139,101.547,212.818,191.298,265.456,209.552,212.684,122.038,229.01,0.945,145.282,300.032,5.393,19.682,117.127
2017-09-08 04:50:00,331.895,56.489,224.933,493.382,57.638,71.2,124.17,1425.34,121.144,159.457,376.304,465.957,372.862,422.8,179.8,109.894,51.035,95.296,178.312,217.28,223.039,103.834,169.871,101.547,210.84,191.616,269.152,209.216,211.08,121.414,228.438,0.872,145.798,297.902,5.067,19.72,116.206
2017-09-08 04:55:00,330.837,55.157,223.5,488.197,58.531,71.187,127.02,1416.7,121.512,158.834,373.528,464.839,370.456,424.8,181.2,106.984,52.03,94.864,177.718,219.12,225.812,104.284,172.687,100.8,210.818,191.26,262.3,208.272,209.452,121.692,228.528,0.997,146.558,300.472,5.109,19.287,113.653
2017-09-08 05:00:00,328.35,56.229,223.967,494.103,57.686,72.4,125.797,1406.86,119.646,158.236,373.9,465.46,369.898,419.4,178.2,108.457,52.305,96.618,179.658,214.96,223.512,106.355,169.598,100.213,212.08,187.784,266.648,203.614,212.808,119.358,228.836,0.973,146.316,299.004,4.96,19.118,112.718
2017-09-08 05:05:00,327.697,55.659,221.634,502.102,57.255,71.133,125.27,1418.22,120.35,160.021,372.952,462.771,366.87,420.0,180.6,109.307,51.483,94.214,177.668,217.787,222.142,104.153,173.078,100.8,211.256,190.626,261.834,207.948,213.35,121.166,229.271,0.943,147.0,299.93,5.142,19.084,113.825
2017-09-08 05:10:00,328.493,56.199,222.433,492.723,57.699,71.777,126.176,1424.94,120.249,159.838,374.265,465.241,369.526,422.4,181.2,107.55,52.25,94.554,179.108,218.347,224.031,104.441,171.078,100.24,212.038,188.656,261.218,208.038,210.418,120.268,227.412,0.931,146.428,300.302,4.949,19.996,113.685
2017-09-08 05:15:00,327.255,55.759,220.0,492.393,57.838,70.717,124.91,1420.98,120.713,160.607,375.938,467.469,371.056,425.8,182.8,109.34,52.023,95.602,177.87,220.293,223.546,104.891,170.823,100.88,209.532,189.706,259.992,207.142,210.098,123.706,228.414,0.973,145.866,300.578,5.011,19.369,114.087
2017-09-08 05:20:00,325.662,57.308,223.833,495.98,58.563,70.613,125.13,1419.26,120.5,160.882,377.491,472.159,371.084,425.2,180.4,108.897,52.885,94.604,179.082,218.8,225.797,104.772,171.821,100.24,211.758,190.29,268.632,205.866,209.826,121.412,227.383,0.932,146.086,299.776,4.947,19.121,113.498
2017-09-08 05:25:00,326.673,55.164,223.9,487.138,58.154,70.667,125.463,1411.9,121.348,161.047,374.058,467.963,369.672,425.4,179.4,110.643,52.227,95.24,177.418,217.813,222.802,103.31,170.562,101.253,210.664,190.706,261.244,207.708,209.57,125.764,226.468,0.864,145.544,298.568,5.386,19.455,115.505
2017-09-08 05:30:00,328.088,55.764,221.833,488.316,56.646,71.89,123.884,1417.34,120.325,159.099,376.761,467.59,367.642,423.0,182.6,110.423,51.41,96.288,178.992,221.04,226.616,106.079,170.996,101.413,210.666,189.22,265.48,208.332,211.404,119.598,226.737,0.984,146.254,298.408,5.001,18.94,115.234
2017-09-08 05:35:00,328.178,54.171,222.7,484.42,57.139,71.75,124.987,1417.96,119.915,159.73,377.661,467.716,367.814,422.0,180.0,107.467,53.777,94.11,177.242,219.787,223.354,105.129,170.98,99.92,211.498,188.448,263.344,206.324,210.098,122.79,226.705,0.826,145.292,295.892,5.022,19.086,113.03
2017-09-08 05:40:00,326.033,55.998,220.0,486.533,58.284,69.863,125.497,1411.96,119.759,160.542,374.968,463.682,366.682,419.8,179.0,109.83,51.89,96.704,177.626,216.72,227.266,107.23,170.093,101.227,211.372,188.854,265.862,207.082,209.234,122.276,226.503,0.987,144.594,296.524,5.023,19.242,115.524
2017-09-08 05:45:00,325.874,55.631,219.9,486.172,57.082,71.6,124.316,1411.28,120.193,162.253,374.478,464.809,369.12,420.6,180.4,110.013,51.567,94.688,176.702,217.36,225.57,103.837,169.828,101.173,210.484,187.794,266.844,207.852,207.686,121.01,229.159,0.915,144.046,297.018,4.97,19.618,114.649
2017-09-08 05:50:00,326.43,55.856,220.667,488.5,57.706,70.543,126.143,1406.76,119.935,158.387,371.251,464.471,366.854,422.6,179.6,109.213,51.58,94.816,175.924,219.893,225.461,105.614,170.137,99.867,209.322,188.48,265.768,207.82,212.084,120.024,229.161,0.974,144.33,294.028,5.251,19.572,116.027
2017-09-08 05:55:00,324.849,56.465,222.8,487.731,58.391,71.823,125.464,1405.58,119.404,159.222,376.726,466.365,370.64,417.2,178.6,106.023,51.7,94.582,177.818,215.733,224.567,108.25,170.195,100.507,209.44,189.292,267.356,207.7,207.942,118.598,225.734,0.947,145.468,297.892,5.141,19.525,115.347
2017-09-08 06:00:00,330.083,55.751,223.033,484.883,57.982,70.303,124.69,1417.4,122.249,160.506,373.713,464.044,366.22,417.4,178.4,108.053,52.05,95.212,177.256,218.08,221.791,103.492,171.943,100.48,207.79,188.802,266.56,204.792,211.316,122.584,225.482,0.879,146.052,298.206,5.014,19.501,113.565
2017-09-08 06:05:00,326.902,56.014,220.233,484.094,56.4,73.033,126.094,1414.0,119.119,160.062,374.37,464.901,366.132,419.6,179.0,108.697,51.687,96.348,178.426,216.64,223.976,104.865,171.511,100.72,209.588,188.274,265.816,207.844,210.774,118.762,227.725,0.924,145.736,299.882,4.944,19.662,115.493
2017-09-08 06:10:00,325.491,54.844,223.667,486.535,57.171,71.34,123.703,1412.96,119.78,158.934,374.024,466.471,366.196,420.6,178.4,108.013,52.52,95.194,179.266,217.867,224.658,104.239,171.616,102.32,207.244,189.58,265.326,207.3,208.61,120.848,228.555,1.014,144.52,297.692,4.949,19.648,114.522
2017-09-08 06:15:00,327.024,55.829,219.333,486.876,56.326,72.083,124.547,1413.34,120.105,159.604,375.643,464.979,366.2,422.0,181.4,109.707,53.07,96.11,176.656,217.066,224.096,104.824,170.591,98.907,209.238,187.748,263.68,208.292,207.666,117.354,227.051,0.959,143.788,294.214,5.233,19.512,114.399
2017-09-08 06:20:00,325.321,55.044,222.7,488.307,57.096,73.737,124.1,1410.16,120.478,160.713,373.283,463.971,367.45,419.2,180.0,108.623,51.8,93.466,178.648,215.173,223.871,106.206,170.57,100.027,207.812,186.566,266.162,207.912,213.346,118.23,225.377,1.052,144.856,294.692,4.902,19.227,114.349
2017-09-08 06:25:00,329.089,55.534,221.167,485.239,56.893,71.287,123.293,1405.08,119.54,158.744,374.602,466.115,365.998,416.2,178.2,108.953,51.767,94.94,177.632,216.64,223.527,104.048,170.136,99.013,209.266,186.342,263.8,206.924,212.97,123.354,226.367,0.901,143.8,294.896,5.329,19.575,113.958
2017-09-08 06:30:00,327.861,54.332,223.7,483.93,57.341,71.353,123.837,1418.14,118.319,158.051,376.887,464.932,367.444,422.2,177.2,108.71,51.835,94.396,176.564,216.587,220.992,105.49,171.266,99.76,208.286,188.14,260.332,207.558,208.96,118.762,224.439,0.981,144.058,293.968,4.961,19.487,115.415
2017-09-08 06:35:00,329.318,56.36,220.867,485.035,57.255,70.873,125.1,1411.2,121.388,159.02,374.554,463.077,366.96,419.4,177.4,108.823,51.517,92.996,177.408,218.48,222.394,105.643,170.432,98.667,208.314,187.754,267.296,207.588,210.038,118.952,225.36,0.947,145.384,297.344,5.077,19.349,114.613
2017-09-08 06:40:00,327.634,56.517,224.567,490.534,57.547,69.347,124.413,1410.46,121.214,161.548,375.426,464.779,368.706,420.2,179.0,108.917,50.185,95.35,175.364,217.787,223.903,104.482,171.777,98.88,207.944,187.528,261.898,207.944,211.858,119.758,227.715,0.954,143.65,294.52,4.898,19.444,115.676
2017-09-08 06:45:00,327.138,55.46,223.833,487.655,56.655,71.863,123.937,1409.8,119.525,159.959,374.836,465.93,367.484,418.2,177.8,108.167,51.587,92.94,177.062,215.573,222.877,103.465,169.337,99.733,211.218,185.894,261.836,208.546,211.66,120.736,226.968,0.958,142.326,292.348,5.148,19.334,114.68
2017-09-08 06:50:00,326.176,55.548,221.033,490.422,57.17,72.553,124.327,1411.96,120.582,160.891,371.563,470.225,367.17,422.2,179.0,105.257,52.59,94.912,174.976,215.093,224.945,104.843,168.418,98.64,206.886,185.484,262.798,206.012,207.818,120.366,226.406,0.917,142.588,295.698,5.256,19.288,115.622
2017-09-08 06:55:00,327.443,54.022,222.6,479.045,58.57,71.203,123.057,1402.28,119.054,159.623,373.474,466.159,365.446,420.8,178.2,107.627,51.76,92.664,174.06,215.786,225.534,104.724,169.456,99.84,207.468,187.42,265.356,207.156,209.224,118.892,226.385,1.047,142.246,293.068,5.069,19.465,117.295
2017-09-08 07:00:00,327.269,55.181,221.933,486.729,57.592,72.6,125.303,1414.02,120.087,158.423,372.645,468.902,364.344,417.6,177.8,109.473,51.995,94.138,176.118,216.24,224.84,104.765,169.69,99.947,206.816,186.164,267.008,205.268,208.644,117.948,226.64,0.906,143.994,291.876,5.057,18.957,115.618
2017-09-08 07:05:00,325.231,55.785,221.633,479.721,56.847,69.67,124.92,1420.64,118.881,160.364,375.763,465.368,369.11,420.0,178.8,109.05,52.087,92.888,177.218,216.773,224.809,105.688,169.772,98.56,208.14,187.21,263.972,205.5,211.686,120.912,228.939,1.003,143.296,292.942,5.116,19.377,118.093
2017-09-08 07:10:00,326.856,55.688,222.533,484.498,56.552,69.997,126.353,1405.8,121.031,160.382,373.645,466.055,367.786,421.8,179.8,105.49,52.875,93.56,177.044,216.053,223.0,104.099,169.111,99.947,208.12,186.712,267.666,203.612,207.648,117.918,227.381,0.999,143.88,293.714,5.215,19.857,116.997
2017-09-08 07:15:00,329.445,55.839,220.267,485.792,57.226,70.783,124.077,1408.92,121.166,158.845,370.462,464.922,367.624,418.4,179.4,109.544,52.49,92.662,175.272,217.92,224.941,104.914,170.468,98.72,207.328,186.212,267.514,206.208,207.786,118.084,224.873,0.862,144.736,295.034,5.213,19.714,115.973
2017-09-08 07:20:00,330.206,56.57,220.333,490.973,58.631,69.747,124.22,1412.72,116.873,159.087,373.243,467.028,367.35,421.6,176.4,109.207,52.715,94.808,174.842,217.44,220.519,104.714,170.866,100.4,208.848,185.652,260.448,206.58,207.104,116.79,227.93,0.887,143.332,294.5,5.315,19.618,114.37
2017-09-08 07:25:00,327.74,55.463,220.933,483.563,58.08,70.443,124.943,1405.22,119.561,159.799,376.687,466.542,369.066,417.8,178.4,110.287,51.997,92.746,175.864,214.88,223.902,104.607,170.596,99.813,205.488,182.842,267.022,206.436,209.592,117.862,227.178,0.911,142.39,293.524,5.388,19.119,113.44
2017-09-08 07:30:00,326.885,55.435,222.0,487.42,56.503,72.907,123.167,1406.66,118.275,158.691,371.885,466.578,369.584,422.4,180.6,107.99,51.61,92.876,174.112,214.427,221.62,104.551,170.199,100.293,208.474,183.62,260.34,204.664,211.136,117.556,226.31,0.97,142.006,293.46,4.921,19.546,114.703
2017-09-08 07:35:00,324.312,55.501,221.634,484.885,57.085,70.263,124.83,1403.42,120.635,158.289,374.349,463.104,365.574,418.2,178.6,107.727,52.293,92.846,174.394,215.814,222.372,103.403,168.247,99.04,205.8,183.272,263.564,204.638,210.212,119.844,225.872,0.929,142.332,293.368,5.174,19.096,111.974
2017-09-08 07:40:00,325.998,55.267,222.1,488.812,58.031,71.963,124.88,1404.06,120.353,159.491,371.785,463.989,363.766,415.0,181.6,109.143,52.175,92.46,176.968,215.787,224.77,105.07,169.865,99.04,207.414,181.834,264.152,203.378,205.578,117.824,224.503,0.949,142.658,292.574,4.948,19.548,115.053
2017-09-08 07:45:00,329.235,55.398,220.667,490.566,57.625,71.697,124.223,1400.94,120.555,161.002,373.822,464.448,368.83,418.2,178.2,107.21,52.28,91.726,175.318,215.093,224.11,103.87,168.048,98.56,205.232,184.55,257.808,207.814,204.574,117.15,225.145,0.924,141.328,292.936,5.02,19.291,112.883
2017-09-08 07:50:00,325.427,55.384,221.633,486.666,56.541,73.1,126.067,1400.22,120.371,158.821,370.438,464.238,367.348,416.8,179.4,106.517,52.765,94.566,177.568,215.067,220.856,102.893,171.376,98.347,207.188,185.998,259.968,204.664,207.908,118.626,225.318,0.855,142.472,291.938,5.091,19.159,115.368
