DATETIME,ESOI,ATHN,MXCO,NANM,CALM,ROME,AATB,BKSN,JUNG,JUNG1,LMKS,IRK2,IRK3,IRKT,MCRL,MOSC,NEWK,KIEL,KIEL2,MGDN,YKTK,KERG,OULU,APTY,NRLK,TXBY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO,MRNY,TERA
2012-07-14 20:05:00,94.93961416666674,56.91,223.567,478.907,70.478,150.457,1396.66,104.612,152.69,365.475,446.34,456.376,411.0,207.2,51.127,259.484,95.894,166.657,175.646,175.044,210.4,214.538,100.742,164.456,120.0,94.64,211.06,186.156,211.058,212.508,117.49,143.17,292.74,109.516,113.37
2012-07-14 20:10:00,95.0710608333333,58.117,224.367,483.602,71.36,150.813,1409.68,104.596,154.643,364.972,446.439,454.702,410.0,205.4,50.127,255.786,93.476,165.163,175.482,173.986,210.373,215.85,103.042,164.542,119.4,94.64,211.85,186.226,210.108,213.028,117.698,143.728,295.73,109.098,114.63
2012-07-14 20:15:00,94.94016541666672,57.17,224.4,480.784,72.217,150.707,1401.98,104.818,155.565,362.454,442.482,457.3,409.6,207.4,50.085,254.952,94.288,168.977,176.82,173.428,210.667,216.565,102.582,167.794,120.4,94.613,212.118,187.48,210.48,212.812,118.916,141.252,295.652,110.352,113.741
2012-07-14 20:20:00,94.79866875000008,57.2,224.567,482.483,71.681,147.573,1403.0,103.976,156.667,364.459,444.393,456.346,410.4,207.2,50.334,259.108,95.394,165.3,174.292,171.908,209.52,212.872,104.217,167.198,120.6,95.44,211.51,183.742,209.756,210.46,118.186,142.98,292.762,109.86,114.198
2012-07-14 20:25:00,94.97666875000004,57.663,222.6,483.712,69.729,148.97,1405.66,105.168,153.904,364.51,448.309,460.238,408.2,206.4,50.002,256.66,95.324,165.67,175.164,171.392,206.88,216.651,101.889,166.344,120.4,94.827,210.16,186.338,209.8,210.892,118.516,143.282,296.434,110.25,113.804
2012-07-14 20:30:00,95.53293750000007,57.703,222.6,484.054,71.587,152.31,1398.5,104.716,159.21,364.839,445.027,456.158,408.0,207.8,51.533,254.854,94.72,162.903,172.002,170.982,209.413,217.441,103.053,166.332,120.4,95.52,212.414,183.732,209.192,212.474,119.174,143.072,294.456,109.104,113.706
2012-07-14 20:35:00,95.16521333333338,57.557,224.533,486.049,71.262,151.17,1408.14,105.468,156.83,369.061,447.362,457.724,408.6,207.6,50.24,254.584,96.478,164.747,174.196,173.948,208.827,219.227,102.628,167.07,121.2,94.96,212.986,185.018,207.188,209.316,119.096,144.048,294.998,109.792,112.582
2012-07-14 20:40:00,95.16567375000002,56.837,222.4,482.058,68.859,150.297,1397.0,104.282,156.563,365.963,447.706,457.356,410.2,206.0,50.826,257.308,94.7,166.55,175.794,173.398,209.093,217.982,102.413,167.91,119.6,95.493,210.25,183.522,211.264,214.804,119.476,143.77,294.038,109.656,112.302
2012-07-14 20:45:00,95.23343250000002,58.177,225.333,475.355,70.99,149.443,1399.72,104.028,154.86,367.767,448.781,457.684,409.6,205.0,51.178,256.466,95.97,166.467,175.598,173.14,206.853,217.236,100.547,165.774,120.2,93.76,210.242,186.748,210.458,213.408,117.708,142.928,295.978,110.562,113.4
2012-07-14 20:50:00,95.03351,57.987,224.667,479.544,72.034,148.917,1405.78,105.608,155.21,363.285,446.07,457.452,411.2,206.4,50.042,255.984,96.386,165.487,174.618,173.428,207.147,217.793,101.407,166.998,119.8,93.947,212.164,183.85,210.818,212.39,118.116,142.266,294.72,109.314,111.342
2012-07-14 20:55:00,94.59769750000007,57.377,223.1,478.079,70.254,152.17,1405.82,105.328,157.851,362.941,444.039,457.774,411.8,206.8,50.804,256.69,94.108,165.273,174.526,170.262,206.747,215.151,102.441,168.004,120.2,93.68,211.296,184.226,209.024,214.038,117.324,143.606,293.284,108.292,113.634
2012-07-14 21:00:00,94.59138708333332,57.2,224.1,479.756,70.172,149.803,1395.26,102.892,155.709,362.481,443.387,454.222,408.4,207.0,50.672,255.184,94.982,165.357,174.32,172.092,206.587,216.06,103.201,163.788,117.2,95.253,211.722,184.03,210.9,214.308,118.308,143.274,294.854,108.968,112.501
2012-07-14 21:05:00,94.71901291666676,55.36,225.4,482.692,71.815,149.743,1394.38,102.456,155.639,366.366,441.696,459.094,410.0,205.6,50.632,252.636,94.458,165.437,174.424,171.822,205.467,213.164,102.727,166.242,118.6,94.453,209.932,184.88,209.9,215.628,117.43,141.986,293.448,109.598,113.709
2012-07-14 21:10:00,94.59364666666674,56.333,225.8,472.849,70.925,148.643,1398.26,105.324,156.195,359.206,442.663,456.966,408.0,205.0,49.608,252.334,94.48,166.01,175.396,172.912,205.893,214.6,102.048,164.274,119.2,94.133,211.274,186.214,211.638,210.752,118.176,142.98,292.754,108.682,112.43
2012-07-14 21:15:00,94.53508583333333,57.023,223.9,478.403,69.639,149.126,1396.34,103.928,153.049,362.623,439.494,451.706,402.6,205.4,50.722,255.774,94.442,165.7,174.576,171.816,205.306,214.513,101.254,166.322,119.4,94.507,209.97,183.024,212.038,213.926,117.992,144.09,294.728,108.474,110.98
2012-07-14 21:20:00,94.19273874999995,57.397,222.933,473.081,70.349,149.467,1388.18,103.278,152.95,360.432,438.484,450.186,408.6,203.8,50.13,255.622,95.074,164.433,173.554,170.754,207.067,214.297,100.364,165.266,118.4,94.587,211.458,183.956,209.192,211.784,118.722,143.24,294.746,107.066,113.24
2012-07-14 21:25:00,94.25877333333334,57.547,226.9,477.196,69.297,149.603,1387.8,102.948,155.491,363.334,441.448,450.016,403.6,203.2,50.79,256.458,94.48,163.857,172.852,171.28,205.44,214.687,101.21,165.968,120.6,93.467,210.5,183.564,210.792,214.708,118.106,143.946,296.1,107.936,112.836
2012-07-14 21:30:00,94.25463000000009,57.35,222.9,473.861,70.645,148.027,1384.72,104.606,154.619,360.514,441.238,454.77,400.6,204.8,50.988,255.288,94.796,163.12,172.344,172.116,205.333,211.524,101.259,166.086,120.2,93.28,211.538,184.256,209.04,212.35,117.678,142.962,293.602,108.192,111.451
2012-07-14 21:35:00,94.09556458333329,57.527,223.533,475.709,70.073,148.713,1376.8,103.58,155.248,362.015,441.808,450.746,404.4,203.2,48.952,254.45,93.556,165.263,173.844,171.458,205.733,215.65,103.496,164.694,121.0,93.947,211.696,184.654,209.106,212.926,117.684,142.388,295.102,108.72,110.99
2012-07-14 21:40:00,93.965345,55.197,222.9,471.15,71.545,148.293,1379.08,103.382,152.383,359.813,444.864,454.53,403.2,201.6,49.918,255.014,94.48,164.027,172.874,172.102,205.813,212.819,101.591,165.338,118.0,94.48,209.722,185.338,209.058,215.694,118.836,142.944,294.888,108.34,112.576
2012-07-14 21:45:00,94.4609695833334,56.63,225.767,471.082,70.33,149.433,1389.96,104.782,154.556,362.708,446.59,450.724,404.2,202.8,49.7,253.002,94.222,162.28,171.364,171.478,206.08,212.547,100.541,165.924,120.4,93.387,210.928,186.122,210.348,205.92,117.912,142.724,292.29,107.528,113.23
2012-07-14 21:50:00,94.02030375000002,57.05,221.334,474.529,70.629,147.467,1385.66,103.128,155.972,359.13,444.694,449.422,405.2,204.2,50.337,256.998,94.196,163.49,172.83,171.934,205.68,212.741,102.31,165.896,118.6,94.107,209.258,184.324,208.74,209.02,117.808,142.09,291.926,108.306,112.742
2012-07-14 21:55:00,94.10357375000001,55.467,223.6,472.987,68.653,148.38,1386.28,104.438,155.429,360.477,438.668,449.164,405.4,202.2,49.645,253.044,95.706,163.363,173.392,171.424,206.56,209.815,101.291,165.278,117.8,92.347,210.924,184.718,209.152,212.63,117.618,143.696,290.648,107.782,112.665
2012-07-14 22:00:00,93.89220916666669,55.9,223.233,476.263,71.125,147.023,1380.98,102.592,154.811,361.755,440.568,449.974,402.2,202.4,49.855,251.018,95.256,163.96,173.138,171.22,206.907,210.75,102.056,165.358,118.4,94.32,210.4,186.238,208.914,211.056,118.526,142.28,292.138,107.844,112.033
2012-07-14 22:05:00,94.2639837500001,56.593,225.7,474.989,70.282,151.247,1379.76,103.698,152.599,362.876,438.625,450.586,400.6,202.6,49.304,253.452,93.744,162.04,170.952,169.142,207.28,212.782,101.598,166.952,119.6,95.333,209.882,187.142,209.212,212.534,118.31,141.78,291.988,107.636,112.238
2012-07-14 22:10:00,93.99146166666671,56.457,222.833,471.14,70.557,146.617,1382.22,102.486,153.914,360.647,440.684,449.838,401.2,202.8,50.546,250.24,95.39,163.083,171.618,170.904,207.36,210.768,102.632,166.8,119.4,93.867,211.492,185.896,209.108,209.286,118.236,141.738,292.654,108.176,110.674
2012-07-14 22:15:00,94.3651475,58.143,223.633,471.168,70.701,148.26,1382.34,102.948,154.38,357.962,440.39,450.796,399.2,203.4,49.432,251.886,93.896,161.553,171.12,167.75,204.773,210.473,102.089,166.402,119.8,94.08,209.758,185.524,207.52,211.87,117.276,141.626,290.576,107.03,110.713
2012-07-14 22:20:00,94.31950666666675,56.537,222.9,475.148,71.381,149.173,1374.48,104.16,154.491,358.631,437.95,451.162,403.0,204.0,49.942,253.506,95.1,163.703,172.682,170.122,205.707,211.065,101.128,167.776,120.6,93.787,209.58,185.49,208.87,207.27,117.198,140.664,288.398,107.908,111.843
2012-07-14 22:25:00,94.17707916666673,57.303,222.3,476.868,69.96,148.57,1381.52,104.196,152.799,361.037,439.682,451.508,405.0,202.4,49.438,252.316,94.53,161.4,171.128,169.844,204.96,211.575,102.211,167.152,119.8,94.827,210.124,185.258,208.698,214.058,118.454,141.068,291.25,107.362,113.413
2012-07-14 22:30:00,94.13091916666666,55.58,220.1,476.104,70.247,148.357,1374.0,103.766,154.213,358.903,438.993,449.18,402.6,203.4,50.035,253.086,94.354,161.13,170.672,169.624,206.88,210.813,100.469,164.588,118.0,94.667,209.59,185.384,208.654,209.8,118.406,142.658,292.398,108.48,111.406
2012-07-14 22:35:00,93.96518041666675,56.543,221.633,474.505,70.559,148.466,1371.02,102.438,151.528,359.319,440.865,452.02,402.4,201.8,49.868,253.902,95.23,163.077,171.418,171.518,205.947,212.403,101.95,165.444,122.0,96.213,210.154,184.708,207.16,212.042,118.5,142.198,290.942,108.374,111.946
2012-07-14 22:40:00,94.16006291666672,56.067,223.8,477.62,71.381,149.647,1374.06,104.124,152.984,359.353,440.972,449.646,400.8,202.0,49.172,251.25,94.08,166.723,177.0,171.454,206.107,214.271,101.68,166.148,120.8,95.093,208.822,185.12,207.48,209.698,118.836,141.72,289.554,108.49,110.495
2012-07-14 22:45:00,94.08585541666675,55.97,223.267,472.205,71.428,150.177,1376.44,103.824,152.154,361.566,441.375,449.664,404.2,200.6,49.348,250.164,92.99,163.973,172.396,170.558,204.907,215.459,103.132,165.974,117.2,95.68,208.55,184.888,207.724,213.08,119.908,141.406,291.47,107.068,110.964
2012-07-14 22:50:00,94.30125000000011,56.797,225.2,474.638,70.441,149.583,1374.6,105.256,154.694,365.853,437.985,446.39,399.4,201.0,50.222,254.056,92.548,163.017,172.776,171.602,205.44,213.529,101.046,166.35,119.8,93.333,211.412,186.766,209.006,212.054,118.426,140.844,291.846,107.766,110.394
2012-07-14 22:55:00,93.8944141666667,56.497,220.6,472.905,72.669,147.953,1372.28,102.24,154.8,358.809,439.955,444.44,399.8,201.2,50.316,252.716,94.03,163.843,173.322,172.05,205.466,213.405,100.535,164.024,119.0,93.547,211.83,187.382,208.114,210.19,118.372,141.212,290.818,107.38,110.256
2012-07-14 23:00:00,93.95146458333338,58.173,223.633,473.542,69.667,148.41,1363.58,102.804,153.705,360.336,439.145,446.306,399.8,201.4,48.986,251.184,93.504,165.317,174.938,171.24884749999984,205.413,212.492,101.524,164.44,119.0,93.733,210.15,186.444,207.946,209.38,118.636,140.89,291.858,108.714,108.516
2012-07-14 23:05:00,94.25849291666665,56.873,221.867,473.233,70.289,149.573,1384.38,104.016,153.569,359.332,441.609,448.552,400.8,204.8,49.228,253.244,94.388,164.973,175.59,171.29341166666651,207.653,211.261,101.732,165.148,122.2,94.107,209.288,186.626,208.226,206.554,118.68,142.406,292.304,107.166,111.004
2012-07-14 23:10:00,94.08551666666668,56.377,224.0,470.04,71.234,147.75,1382.6,104.154,153.673,361.397,441.81,448.396,398.6,203.4,49.938,255.714,94.77,164.59,174.368,170.80624416666666,202.373,213.941,102.162,165.448,117.2,95.173,210.32,185.94,209.034,211.366,118.532,141.01,291.368,107.74,110.001
2012-07-14 23:15:00,94.34048291666687,56.18,221.933,476.423,71.528,149.077,1384.04,104.466,153.877,359.303,436.456,447.834,398.8,203.2,49.49,253.582,93.998,160.597,169.85,169.63127000000011,204.133,211.922,101.336,164.866,118.6,94.027,212.594,185.042,208.882,209.434,117.63,141.386,291.816,105.298,109.344
2012-07-14 23:20:00,94.17793500000002,57.527,225.5,469.278,69.279,151.33,1374.06,102.572,151.56,356.077,439.389,449.532,400.2,202.8,50.538,253.338,94.214,162.33,171.762,169.9338191666668,207.494,210.539,99.928,164.556,118.0,94.16,208.958,183.476,206.58,209.044,118.206,140.478,285.336,106.456,111.422
2012-07-14 23:25:00,93.99062541666663,55.197,223.2,475.128,68.293,147.97,1375.4,102.374,153.35,358.157,437.583,448.714,400.0,199.2,50.022,248.044,94.888,162.07,170.628,169.3762991666667,203.307,212.158,101.093,162.616,118.2,93.253,206.7,182.742,208.0,210.838,116.066,139.508,289.022,105.48,109.271
2012-07-14 23:30:00,93.97003708333335,59.423,221.033,469.323,70.593,148.167,1374.18,102.088,152.631,356.443,437.679,447.754,402.8,200.8,49.97,254.112,94.154,162.037,171.416,169.19924666666674,204.0,212.159,99.114,162.536,116.4,93.867,209.204,182.498,209.054,208.658,116.41,137.492,287.742,105.74,110.2
2012-07-14 23:35:00,94.04092,56.24,221.4,473.309,69.897,148.727,1371.06,102.684,152.096,355.432,435.325,446.78,398.4,202.8,49.108,251.348,94.97,160.807,170.326,169.27058000000008,204.507,213.375,100.323,163.78,120.4,93.307,207.962,184.502,206.09,208.41,116.986,137.754,286.076,105.39,108.7
2012-07-14 23:40:00,93.92002958333337,55.69,221.467,473.623,72.285,146.6,1364.2,104.31,153.638,354.717,434.712,443.016,393.6,201.8,50.144,252.072,93.81,160.903,169.728,169.12147999999993,205.52,212.857,100.945,162.382,120.6,92.533,207.698,185.432,204.29,207.618,116.57,137.618,281.34,105.688,108.682
2012-07-14 23:45:00,93.81771541666681,56.937,220.367,467.198,69.407,147.61,1368.58,104.656,152.841,352.699,442.822,444.692,395.6,199.8,49.56,250.124,94.888,159.42,168.09,169.42519999999993,205.067,212.75,102.127,164.502,116.8,94.64,208.048,185.156,204.638,205.764,116.926,136.484,283.538,106.08,109.322
2012-07-14 23:50:00,93.58851541666665,55.363,220.667,472.35,69.434,147.297,1367.52,102.254,153.727,353.123,437.12,446.584,396.2,200.0,48.486,253.136,92.558,162.21,170.938,169.27487333333335,204.453,212.723,101.674,163.766,116.8,94.64,206.916,183.844,205.708,206.17,115.552,138.116,284.972,105.72,107.448
2012-07-14 23:55:00,93.49938208333327,55.993,221.833,470.372,71.614,146.807,1368.9,102.004,152.993,357.939,437.706,443.582,393.6,201.0,49.256,251.77,94.684,161.017,170.086,169.2403375,203.253,213.839,100.721,164.272,118.0,93.973,207.64,182.954,205.248,206.862,115.788,138.442,283.934,106.53,108.09
2012-07-15 00:00:00,93.58561041666668,55.75,221.567,473.386,68.605,146.77,1367.22,102.554,153.772,357.549,440.833,445.128,396.2,199.2,49.06,252.766,92.976,161.453,170.21,170.422,205.173,212.261,100.833,162.614,119.0,94.48,206.946,182.81,204.336,209.55,116.542,138.994,286.4,106.484,106.669
2012-07-15 00:05:00,93.85024958333334,56.467,222.1,472.807,72.32,146.813,1371.06,103.018,152.202,354.806,436.064,442.266,398.0,200.6,49.135,256.59,93.238,160.393,170.85,169.916,204.693,213.831,99.545,161.384,120.6,93.307,205.128,184.896,203.472,208.098,114.226,138.332,285.316,106.38,108.278
2012-07-15 00:10:00,93.91607874999993,56.553,221.633,469.76,69.889,146.44,1378.84,104.002,151.936,356.181,434.3,440.878,395.0,202.0,48.647,250.704,94.612,161.143,169.73,169.328,202.4,214.977,99.619,163.326,120.0,94.987,206.134,184.39,202.392,206.808,115.582,137.18,285.41,106.312,108.549
2012-07-15 00:15:00,93.56575333333329,55.43,222.2,467.78,68.141,146.936,1367.14,102.85,152.216,354.989,436.294,443.374,398.2,200.8,49.238,255.102,92.298,162.117,171.196,169.034,204.347,213.783,99.827,161.622,118.8,95.013,205.428,183.824,206.164,207.034,115.744,136.706,284.406,104.994,107.517
2012-07-15 00:20:00,93.55151499999997,55.727,218.966,472.072,68.499,145.7,1369.2,101.722,152.182,354.683,436.813,443.568,396.2,200.8,49.872,252.7,94.03,161.09,169.72,167.504,205.227,213.228,99.791,162.264,116.8,93.093,206.758,182.112,202.814,204.176,114.934,137.694,285.286,104.158,109.131
2012-07-15 00:25:00,93.71417375000004,56.187,222.533,471.119,69.99,148.737,1367.975,102.298,152.373,356.985,437.641,444.25,396.0,200.6,49.766,250.81,93.574,160.637,169.156,168.928,204.747,212.21,100.294,163.954,117.2,94.96,204.468,182.682,203.62,205.814,114.658,137.02,284.7,106.308,110.357
2012-07-15 00:30:00,93.69571333333334,55.87,221.2,471.288,70.647,147.49,1367.3,101.29,152.604,352.374,437.577,445.6,397.6,203.6,48.525,249.7,91.348,161.253,170.866,168.606,204.8,214.352,99.897,164.858,118.0,93.147,206.726,181.526,202.172,209.734,116.676,136.962,281.134,105.672,111.269
2012-07-15 00:35:00,93.77203375,56.453,218.667,469.071,70.277,145.937,1364.48,102.832,149.92,354.796,434.378,444.452,399.6,203.0,49.733,250.91,92.98,163.304,172.184,165.934,204.267,215.372,98.475,162.258,117.4,94.48,203.388,180.918,205.792,204.364,115.522,136.744,282.198,105.946,109.702
2012-07-15 00:40:00,93.63154374999993,54.96,219.533,469.683,70.948,147.023,1366.2,101.196,151.562,354.234,436.766,443.886,393.6,199.8,47.838,253.52,92.848,159.067,168.754,168.114,204.16,213.232,99.177,164.836,117.8,93.013,203.162,180.656,202.33,205.32,114.946,137.646,282.486,107.238,109.244
2012-07-15 00:45:00,93.85638791666666,55.573,219.6,470.076,70.008,149.447,1368.18,101.762,151.892,354.075,433.58,442.716,393.0,201.8,49.124,250.338,91.998,159.043,168.72,167.112,204.373,214.891,99.897,163.26,117.6,92.053,204.658,180.598,202.978,206.944,114.736,136.292,284.724,104.062,108.252
2012-07-15 00:50:00,93.12032999999995,56.437,222.533,470.563,68.449,146.11,1356.92,102.802,150.817,354.893,430.772,444.944,395.6784166666668,201.0,49.554,251.914,91.416,160.803,169.646,168.74,203.173,211.792,99.162,162.846,119.8,93.787,204.516,179.962,203.076,204.944,113.47,137.838,284.782,105.914,109.62
2012-07-15 00:55:00,93.36366124999999,54.943,218.233,471.868,69.837,147.01,1365.14,102.96,150.468,353.421,434.12,443.598,395.16424999999987,199.6,49.202,251.34,92.454,158.31,166.2,168.674,204.453,212.773,100.483,163.65,116.8,95.44,205.13,181.008,202.278,207.036,116.128,136.916,281.948,103.984,108.851
2012-07-15 01:00:00,93.70580041666675,55.773,220.667,468.348,68.652,147.883,1363.26,103.874,149.424,353.056,434.818,444.288,396.0920000000004,202.0,48.982,251.12,93.718,160.293,168.15,168.576,204.533,211.73,98.731,162.168,117.6,97.333,205.066,180.768,201.114,203.682,115.946,137.398,283.26,104.814,110.239
2012-07-15 01:05:00,93.43425041666667,55.24,222.233,472.357,69.764,147.15,1364.0,102.922,150.155,351.171,436.864,446.642,396.8965833333335,198.2,49.85,249.124,92.474,158.077,166.952,168.53,204.773,213.264,99.958,163.428,117.2,97.467,204.61,182.266,202.58,203.254,113.092,136.598,284.112,106.252,109.326
2012-07-15 01:10:00,93.30510583333327,55.98,220.6,469.981,69.753,146.777,1367.36,102.248,149.254,350.348,433.376,446.96,401.0,200.6,49.112,250.364,91.46,159.64,168.396,167.998,205.627,210.368,100.436,163.282,117.8,95.76,203.814,181.838,203.28,205.59,116.056,136.498,284.084,106.474,110.114
2012-07-15 01:15:00,93.72434083333336,55.89,222.267,472.739,68.645,149.157,1363.3,102.45,151.421,353.678,427.706,441.896,392.8,202.0,49.248,244.952,92.764,162.86,172.494,169.032,205.92,210.665,98.976,162.138,117.4,97.093,204.196,180.404,200.382,206.024,115.046,136.266,281.438,105.34,109.476
2012-07-15 01:20:00,93.63230374999992,57.197,220.733,469.27,68.594,147.37,1367.52,100.888,148.976,352.295,433.842,443.588,396.2,202.6,49.882,231.57,91.84,163.7,173.252,168.034,202.88,210.601,99.903,164.27,118.6,96.48,203.732,180.292,202.626,206.906,114.956,137.364,280.982,105.434,109.892
2012-07-15 01:25:00,93.5734733333333,55.857,221.833,469.924,68.681,147.963,1366.92,101.616,151.144,353.806,433.865,445.802,391.8,199.4,48.898,231.782,91.876,159.267,168.978,166.884,204.133,212.134,100.342,162.826,120.0,96.507,204.238,181.262,203.328,202.862,114.488,137.176,283.876,105.862,108.002
2012-07-15 01:30:00,93.26738333333333,56.743,220.4,471.284,69.917,146.73,1358.72,103.634,152.194,351.258,436.691,442.214,392.4,198.6,49.6,231.136,92.848,158.78,167.804,169.9,203.494,211.9,100.154,163.464,115.2,94.587,203.698,182.548,201.168,202.242,115.402,137.962,283.634,105.238,108.728
2012-07-15 01:35:00,93.3765358333333,57.313,218.867,472.269,68.433,146.853,1360.94,103.136,150.837,353.951,435.893,441.622,394.6,200.8,49.038,232.366,92.534,157.487,166.838,168.216,204.133,210.56,98.916,163.09,119.4,97.093,206.256,180.186,202.548,204.926,114.778,137.49,282.396,103.966,109.311
2012-07-15 01:40:00,93.67023041666674,54.71,218.033,468.43,70.089,148.52,1364.48,102.922,151.178,353.924,433.973,444.272,395.8,200.0,49.342,232.934,92.508,159.917,169.532,170.498,202.933,211.174,99.674,162.292,118.0,97.227,204.568,181.464,205.086,202.626,116.022,137.878,282.444,104.256,110.593
2012-07-15 01:45:00,93.97571083333338,56.407,220.567,468.122,70.081,148.55,1350.92,103.138,151.338,354.916,438.131,441.536,393.8,198.6,49.462,233.81,91.99,163.847,173.406,169.234,201.2,211.068,98.939,163.192,118.8,93.307,203.512,180.786,202.46,205.64,116.404,137.244,284.416,106.236,110.261
2012-07-15 01:50:00,95.17,55.8,217.467,469.338,70.376,149.457,1355.32,103.196,150.523,351.989,438.038,443.59,392.6,198.8,49.392,231.56,92.858,161.596,171.222,168.176,202.72,211.213,100.82,164.458,120.2,96.427,204.41,180.16,202.046,205.964,114.908,137.276,282.922,105.68,108.831
2012-07-15 01:55:00,92.56,56.63,218.566,474.447,70.794,147.617,1371.08,103.3,153.041,358.126,439.252,440.598,398.0,201.2,49.636,229.73,91.416,160.58,168.756,168.582,205.147,210.03,101.322,163.564,118.2,97.04,205.524,181.49,203.79,204.344,116.026,137.096,282.938,107.492,109.789
2012-07-15 02:00:00,94.53,56.493,221.633,475.727,69.99,147.167,1366.1,103.752,150.989,356.564,436.449,441.25,394.4,199.2,49.558,233.314,93.252,162.62,171.512,167.676,205.2,212.471,100.193,162.706,119.8,94.88,202.806,179.862,201.248,208.73,115.826,137.184,282.442,107.024,110.846
2012-07-15 02:05:00,93.153,56.75,221.0,469.388,70.899,148.807,1366.5,102.37,151.369,351.562,435.658,444.518,393.6,199.8,49.13,235.226,92.69,160.423,169.522,169.242,203.893,214.705,100.879,164.054,117.6,95.173,203.268,180.414,205.186,208.532,116.162,137.16,282.358,108.248,112.361
2012-07-15 02:10:00,94.505,56.18,220.9,471.086,70.65,148.727,1371.64,101.854,155.704,358.758,436.765,443.566,398.6,198.2,48.858,233.804,91.882,160.967,170.362,167.748,204.32,212.412,100.006,165.152,118.4,95.387,206.1,181.574,202.684,205.258,115.008,136.748,282.238,106.358,110.473
2012-07-15 02:15:00,91.98,56.5,219.567,470.548,68.81,147.927,1368.0,102.588,150.008,356.331,437.107,444.26,394.6,201.4,49.538,232.678,91.472,160.17,169.306,169.63,203.573,212.052,98.447,163.736,116.8,95.067,203.438,179.732,202.12,206.898,115.72,136.752,281.736,106.806,111.047
2012-07-15 02:20:00,91.88,56.253,220.133,470.638,69.964,146.97,1356.14,103.592,152.768,355.018,438.969,445.302,395.6,198.2,49.716,232.298,91.888,160.563,170.07,169.926,205.413,212.349,103.203,162.642,118.8,94.48,204.16,180.56,203.088,203.97,114.26,135.958,281.986,107.586,111.279
2012-07-15 02:25:00,92.475,55.817,221.9,470.56,71.021,148.687,1369.2,102.894,151.232,357.196,437.152,444.536,396.8,200.2,50.012,234.846,91.198,161.107,169.64,169.698,203.947,214.1,100.578,164.362,116.6,93.44,203.234,180.65,201.822,204.2,114.732,136.082,282.432,106.36,110.239
2012-07-15 02:30:00,94.647,56.25,218.467,468.122,70.434,148.087,1365.0,103.342,152.616,355.468,437.891,442.554,398.2,199.8,49.757,234.904,91.898,163.623,172.596,169.03,201.973,214.248,99.8,164.4,118.6,93.52,201.208,178.946,202.31,199.718,116.544,136.272,282.994,107.374,110.51
2012-07-15 02:35:00,93.79,56.013,220.1,466.935,69.036,148.823,1361.22,101.38,152.087,353.23,435.612,445.93,397.4,199.8,49.966,233.916,91.816,161.367,170.944,168.86,203.894,214.117,99.554,163.062,118.0,92.267,202.428,181.018,204.202,204.512,115.336,136.566,281.2,106.758,109.412
2012-07-15 02:40:00,93.025,56.323,220.1,473.151,70.809,148.213,1369.32,101.25,152.531,355.171,434.603,441.85,395.0,201.8,48.842,232.864,91.832,162.12,170.602,168.314,202.507,214.013,102.418,164.556,117.6,95.6,202.492,181.022,200.574,200.76,115.476,135.06,281.73,107.04,108.897
2012-07-15 02:45:00,93.08220500000009,55.637,218.533,466.79,68.419,147.747,1357.22,103.21,152.838,352.397,436.176,439.566,391.6,199.2,50.405,237.59,91.352,159.86,169.46,169.358,203.547,214.055,98.917,162.846,117.8,92.88,204.84,179.898,202.078,201.708,114.738,136.328,279.35,107.604,110.414
2012-07-15 02:50:00,93.8190758333333,55.577,220.133,469.321,70.658,147.19,1364.46,102.656,151.466,357.067,439.58,440.968,391.4,200.2,49.498,234.136,92.618,164.48,172.744,168.95,203.333,215.362,99.205,165.312,120.0,94.667,202.572,179.492,200.632,203.958,114.782,137.112,283.066,107.518,108.527
2012-07-15 02:55:00,93.99654250000005,55.787,219.233,471.764,69.628,149.08,1376.08,102.128,154.039,356.557,439.443,440.386,393.8,201.0,50.414,234.646,93.042,160.63,169.836,165.634,200.96,212.905,100.958,162.258,118.6,93.253,201.842,181.046,200.628,202.498,115.79,135.676,281.322,105.642,110.454
2012-07-15 03:00:00,94.32578124999996,54.99,218.733,471.75,69.057,149.54,1370.54,102.478,152.314,360.229,440.245,441.564,394.4,199.8,49.623,234.402,91.998,162.283,171.66,168.194,203.867,216.471,99.993,164.588,119.2,95.04,202.366,181.056,202.612,201.508,116.144,137.49,282.79,106.75,109.854
2012-07-15 03:05:00,93.76646291666668,56.463,221.167,470.858,69.73,147.853,1363.48,102.856,152.425,357.272,440.964,440.462,395.8,203.2,51.487,232.916,92.748,161.85,171.238,168.962,204.267,216.026,100.701,161.048,117.8,94.4,203.924,180.43,202.148,200.502,115.442,135.846,282.792,106.29,111.699
2012-07-15 03:10:00,93.73891958333338,56.487,217.9,469.399,70.118,147.68,1366.94,103.828,152.483,356.034,439.347,442.112,398.0,200.0,49.423,233.286,90.404,162.25,170.992,167.158,203.36,214.579,99.263,164.936,120.0,96.88,204.712,181.426,200.428,203.196,115.106,137.908,283.992,106.73,110.948
2012-07-15 03:15:00,93.68907333333337,56.15,218.833,469.958,70.039,148.333,1371.1,102.522,152.114,352.073,436.254,442.0,393.4,200.0,49.773,234.76,90.842,163.37,173.728,168.224,204.027,213.387,101.186,164.814,119.2,97.04,202.984,180.8,202.066,203.698,114.464,136.88,283.052,107.136,109.599
