event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2017-09-07,6.41,G4,-144.0,robust,manhattan,0.30377222460555736,96.77494780493686,3.52221446732121,1.6556811470189303,0.6457271124559265,0.6903027392875648,-0.4437358123446115,0.16194109452337557,0.2408091949007754,0.09455169455169456,0.0682099009182194
2017-09-07,6.41,G4,-144.0,decimal_scaling,manhattan,0.2674141674141668,89.05299009502652,3.4246781111530997,1.4014064327444344,0.5476195087673617,0.6922949097486546,-0.38683788121990403,0.1631507752811348,0.20283831441567174,0.11917631917631916,0.06276592258930015
2017-09-07,6.41,G4,-144.0,none,manhattan,0.2674141674141668,89.05299009502652,3.4246781111530997,1.4014064327444344,0.547619508767364,0.6922949097486545,-0.38683788121990403,0.1631507752811348,0.20283831441567174,0.11917631917631916,0.06276592258930022
2017-09-07,6.41,G4,-144.0,min_max,minkowski,0.2685036226702886,88.84507323051454,3.5454644201598464,1.6821995366456166,0.4646745895311867,0.6715090067790913,-0.3403480372318902,0.16318040622267793,0.20374793819861384,0.11728871728871729,0.06577586082833145
2017-09-07,6.41,G4,-144.0,z_score,minkowski,0.3062103770437092,94.19012866128992,3.5174683991416673,1.7768171354758335,0.5368597074786373,0.705692560984133,-0.23916913946587573,0.1621247547367259,0.25149963667970077,0.0905190905190905,0.06687435502910338
2017-09-07,6.41,G4,-144.0,robust,minkowski,0.2981886648553313,95.06941653620261,3.521850305767687,1.8100365071693552,0.6983343927464327,0.7014469311280161,-0.4541735906941075,0.16221670376074848,0.2390967488274039,0.096010296010296,0.06791496917375087
2017-09-07,6.41,G4,-144.0,decimal_scaling,minkowski,0.28172577339243937,90.8073223326397,3.4241575687470602,1.634276667309023,0.7268972621833261,0.6944671481713639,-0.2612011439466169,0.162789616602568,0.22100282932690896,0.1075075075075075,0.06316613603618122
2017-09-07,6.41,G4,-144.0,none,minkowski,0.28172577339243937,90.8073223326397,3.4241575687470602,1.634276667309023,0.7268972621833272,0.6944671481713638,-0.2612011439466169,0.162789616602568,0.22100282932690896,0.1075075075075075,0.06316613603618122
2021-11-03,9.68,G3,-117.0,min_max,manhattan,0.24763576070394208,77.5180231704026,3.4269638024869415,1.13331942339415,0.7062645386716354,0.6683353356403615,-0.46153846153846156,0.17319485547853603,0.1588990047730161,0.17876344086021503,0.07337426268370473
2021-11-03,9.68,G3,-117.0,z_score,manhattan,0.2828677740609551,81.00608218526538,3.4145921615124557,1.1730025323602202,0.8443862981140925,0.6794819476294316,-0.4379977246871445,0.17247845316306146,0.2072575498676331,0.13013196480938416,0.0740198602122151
2021-11-03,9.68,G3,-117.0,robust,manhattan,0.2617732961482955,78.71150938470785,3.4228090261128994,1.25259962408442,0.4457906184341247,0.6783901189700774,-0.3155080213903743,0.17295898328370365,0.1811401752150657,0.1539589442815249,0.07266689418805128
