event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2023-04-23,6.57,G2,-213.0,z_score,manhattan,0.26901209585868624,80.006590029669,3.434101614219419,1.3685587699447448,0.4075444675327977,0.6854374402438237,-0.6662865830482706,0.17276642742699966,0.18768004913863093,0.14674975562072337,0.07433830380533434
2023-04-23,6.57,G2,-213.0,robust,manhattan,0.30078538359788315,84.48561168259178,3.4199860063043706,1.6209045689597315,0.6019918281364651,0.7288279344363905,-0.6813862493012857,0.17196553343204538,0.22834962995436947,0.1137585532746823,0.07606128458100474
2023-04-23,6.57,G2,-213.0,decimal_scaling,manhattan,0.28464959388254757,79.35138412214401,3.41164556269538,1.3263327199740427,0.5986835194972292,0.6835367194634978,-0.25250596658711216,0.17268873343745114,0.21612334149192464,0.12475562072336266,0.0733586059633233
2023-04-23,6.57,G2,-213.0,none,manhattan,0.28464959388254757,79.35138412214401,3.4116455626953797,1.3263327199740427,0.5986835194972276,0.6835367194634978,-0.25250596658711216,0.17268873343745114,0.21612334149192464,0.12475562072336266,0.0733586059633232
2023-04-23,6.57,G2,-213.0,min_max,minkowski,0.26447019941338046,79.77218745204952,3.431003360408856,1.4049367601592369,0.49137628952114903,0.6718529793089909,-0.42293547308592444,0.17275589665136504,0.17793937494583553,0.15628054740957967,0.07368690750238716
2023-04-23,6.57,G2,-213.0,z_score,minkowski,0.275241798395207,81.0615238280896,3.40368297106226,1.3423170567058473,0.6570585812118452,0.6840091165564739,-0.591361182154021,0.1725631331614731,0.1946300633406438,0.14015151515151514,0.07380140593698706
2023-04-23,6.57,G2,-213.0,robust,minkowski,0.3016917688792684,84.45725563222594,3.31723477852949,1.6571207065371556,0.6468582401393917,0.6730042660190613,-0.5694822888283378,0.17193122800605223,0.23013045696353754,0.11290322580645161,0.07233577242224173
2023-04-23,6.57,G2,-213.0,decimal_scaling,minkowski,0.30318512506012407,79.83209338851984,3.3724998933954637,1.6642683898012345,0.5273454705768883,0.7014211897664059,-0.06172839506172839,0.17246395702834805,0.24553877986828457,0.1054496578690127,0.07144509529017488
2023-04-23,6.57,G2,-213.0,none,minkowski,0.30318512506012407,79.83209338851984,3.3724998933954633,1.6642683898012345,0.5273454705768872,0.7014211897664059,-0.06172839506172839,0.17246395702834805,0.24553877986828457,0.1054496578690127,0.07144509529017505
2002-04-17,6.56,G3,-126.0,min_max,manhattan,0.3984544695071008,47.99244231622803,2.878538356667181,1.616923537293256,0.6219088829288707,0.5255727747794109,-0.41732283464566927,0.22648419067569506,0.32341164767385144,0.13175094599243206,0.13377117420119647
2002-04-17,6.56,G3,-126.0,z_score,manhattan,0.3682400445558341,44.97197595727552,2.86875347350223,1.4981555867842395,0.48972636700191957,0.5931311512687174,-0.5420974889217138,0.22773816685792544,0.2852829424401239,0.1565187478500172,0.12857399641179415
2002-04-17,6.56,G3,-126.0,robust,manhattan,0.398830409356725,46.50920880164092,2.8760283080091624,1.6487608970512808,0.5321553731161458,0.592081746280382,-0.47093513058129766,0.22696599050202057,0.33331275838984503,0.12418300653594772,0.13114195244420426
2002-04-17,6.56,G3,-126.0,decimal_scaling,manhattan,0.3561612364243945,43.67910408773206,2.8864247010466744,1.5202913562634623,0.3609149574947721,0.5829242155117135,-0.03561643835616522,0.228220311096971,0.2752941218904825,0.16615067079463366,0.12603153877509599
2002-04-17,6.56,G3,-126.0,none,manhattan,0.3561612364243945,43.67910408773206,2.8864247010466744,1.5202913562634623,0.3609149574947802,0.5829242155117135,-0.03561643835616522,0.228220311096971,0.2752941218904825,0.16615067079463366,0.12603153877509596
2002-04-17,6.56,G3,-126.0,min_max,minkowski,0.4052353104984681,49.470960733114126,2.8793626019326175,1.625641600149393,0.5373783065810859,0.470513393831873,-0.42090825967692796,0.2259878211287169,0.3280831533919829,0.12968696250429998,0.13561455197894923
2002-04-17,6.56,G3,-126.0,z_score,minkowski,0.3604822240787154,44.53547456777118,2.870615524866027,1.4155329486358375,0.5572086115342876,0.5939070017758428,-0.44240400667779617,0.22792046432300997,0.2737256613255587,0.1668386652906777,0.12753815809552257
