DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2005-05-14 21:35:00,173.85,53.937,218.833,147.927,1383.9,429.56,,218.584,92.438,163.76,303.696,102.665,164.56,206.23,182.548,200.02,206.694,116.086,148.408,284.938
2005-05-14 21:40:00,173.216,54.63,218.867,148.96,1385.82,430.753,,219.722,92.42,163.29,305.789,101.471,166.86,206.616,182.694,198.214,203.378,117.178,147.464,282.428
2005-05-14 21:45:00,172.772,54.127,215.867,147.377,1378.3,428.717,108.89,218.82,92.778,164.43,305.896,102.498,166.32,204.75,183.086,202.61,205.302,115.804,147.338,285.706
2005-05-14 21:50:00,174.344,55.27,216.967,150.97,1374.74,430.367,,217.684,91.74,164.156,304.178,101.772,165.94,205.746,182.894,202.018,204.004,117.096,148.64,283.886
2005-05-14 21:55:00,175.868,55.083,216.267,147.733,1379.2,430.863,,217.902,91.526,166.077,304.88,100.831,165.04,206.284,184.666,202.57,206.51,115.644,150.006,286.024
2005-05-14 22:00:00,175.198,55.453,216.433,149.46,1377.12,432.377,108.481,216.01,92.238,162.57,305.607,104.348,166.8,204.85,184.092,199.2,205.518,116.434,150.064,284.23
2005-05-14 22:05:00,174.546,54.667,218.267,150.363,1378.78,431.877,,216.764,91.54,162.457,303.437,102.597,165.54,206.284,182.302,202.94,203.422,116.018,149.276,284.046
2005-05-14 22:10:00,174.74,55.883,215.6,148.827,1377.74,432.783,,219.068,92.496,163.633,304.897,101.481,164.7,204.692,183.368,202.038,203.85,115.044,147.474,285.738
2005-05-14 22:15:00,173.364,54.62,216.2,149.053,1383.8,431.577,108.258,218.592,92.686,164.63,307.964,102.128,165.9,205.912,183.146,199.25,200.702,115.87,148.042,284.978
2005-05-14 22:20:00,174.654,54.46,216.0,149.43,1382.96,431.327,,217.998,92.0,163.697,303.784,102.288,166.5,206.588,183.202,199.764,201.492,115.556,147.792,283.616
2005-05-14 22:25:00,175.616,53.717,216.4,149.64,1380.2,432.077,,218.016,91.886,164.123,305.111,101.697,167.3,204.82,183.634,199.308,202.314,114.602,148.444,283.722
2005-05-14 22:30:00,174.302,55.027,218.267,149.4,1386.96,430.517,109.081,217.882,91.252,164.82,303.596,103.252,165.36,205.414,181.536,201.088,204.814,116.332,147.298,284.428
2005-05-14 22:35:00,174.36,54.477,218.0,150.293,1383.58,430.3,,217.446,91.56,164.843,304.551,101.704,164.72,205.904,183.612,200.39,202.556,116.076,147.18,285.8
2005-05-14 22:40:00,173.81,55.817,215.867,148.663,1384.18,432.363,,216.59,92.724,162.777,303.737,102.716,165.18,205.226,183.29,198.326,204.076,115.926,148.958,285.558
2005-05-14 22:45:00,172.962,54.647,218.833,150.78,1385.24,431.74,108.787,217.85,93.68,162.45,306.237,102.304,165.98,206.104,183.164,199.97,203.144,115.172,149.418,287.428
2005-05-14 22:50:00,172.31,54.517,214.467,148.787,1385.24,431.323,,216.5,93.206,161.55,303.843,103.148,165.32,204.396,183.372,202.504,202.416,114.398,147.426,282.056
2005-05-14 22:55:00,174.926,54.52,216.867,149.85,1380.78,433.466,,218.314,91.984,166.773,305.323,101.776,166.1,205.636,183.254,201.21,202.028,116.49,148.586,283.778
2005-05-14 23:00:00,175.092,56.557,215.867,147.32,1384.96,429.42,108.887,222.144,91.836,164.003,302.276,102.773,166.18,208.088,183.198,201.436,201.516,115.562,146.262,286.21
2005-05-14 23:05:00,174.522,54.803,218.867,148.177,1380.56,430.657,,216.484,91.546,165.293,303.614,101.382,164.22,204.414,183.3,200.274,205.182,116.152,147.908,286.838
2005-05-14 23:10:00,174.704,54.01,218.067,149.57,1381.96,431.893,,219.282,93.81,164.186,303.49,101.878,165.82,207.726,183.792,199.226,202.012,115.712,146.354,286.142
2005-05-14 23:15:00,173.934,55.067,220.533,149.393,1388.46,434.617,107.312,218.878,93.168,163.187,305.987,101.558,165.62,205.722,182.882,201.126,202.442,116.732,148.972,284.836
2005-05-14 23:20:00,175.358,54.9,218.033,150.543,1390.16,431.897,,220.32,92.008,163.763,301.004,101.355,165.34,204.988,180.108,199.526,203.04,115.462,148.53,285.342
2005-05-14 23:25:00,175.592,55.223,216.833,149.873,1380.08,433.643,,219.1,92.468,166.457,301.364,101.641,164.98,207.29,181.784,200.318,206.4,115.164,148.55,283.942
