DATETIME,ESOI,ATHN,MXCO,ROME,AATB,LMKS,DRBS,MOSC,NEWK,KIEL,CALG,OULU,APTY,FSMT,INVK,NAIN,PWNK,THUL,SOPB,SOPO
2002-05-23 05:50:00,166.334,50.61,210.133,124.817,1328.9,403.927,102.51851291666671,206.49,87.322,152.77,288.889,95.491,157.06,198.08,172.17,186.796,196.286,109.318,44.11,256.786
2002-05-23 05:55:00,166.176,52.03,207.367,125.687,1324.88,404.917,102.8591683333334,208.214,87.276,152.344,288.32,96.463,157.62,194.668,171.112,189.038,194.008,111.004,43.954,259.054
2002-05-23 06:00:00,167.388,52.643,207.633,124.473,1320.66,405.167,102.608,205.998,86.886,151.71,289.892,96.425,158.56,197.426,173.51,187.5,193.744,111.76,44.288,257.072
2002-05-23 06:05:00,165.904,50.13,206.767,122.003,1329.2,402.25,102.08513708333327,208.72,87.27,153.327,291.398,95.413,156.2,195.354,171.39,186.154,192.618,110.292,44.042,256.224
2002-05-23 06:10:00,168.472,51.32,208.4,122.85,1326.68,402.91,102.12284916666667,205.968,87.352,153.783,291.04,96.397,155.52,194.434,174.108,187.452,191.874,109.526,44.058,258.254
2002-05-23 06:15:00,166.056,51.123,206.333,121.713,1326.98,404.97,102.503,205.864,86.784,150.54,290.677,94.05,157.22,195.972,171.266,189.046,194.024,109.62,44.214,256.648
2002-05-23 06:20:00,167.638,50.873,207.067,123.05,1328.74,402.777,102.86725541666658,209.956,87.392,154.973,288.992,97.176,157.26,197.556,171.838,186.884,194.462,111.12,44.388,258.47
2002-05-23 06:25:00,167.144,50.92,207.7,122.313,1320.76,405.413,102.2459166666667,208.078,86.442,151.843,290.54,96.472,154.84,196.536,173.55,191.106,193.48,110.8,44.812,256.188
2002-05-23 06:30:00,165.53,51.36,209.267,123.243,1330.4,404.39,102.882,206.482,87.492,153.467,289.0,97.705,157.68,196.624,172.734,188.404,192.958,110.552,44.21,256.948
2002-05-23 06:35:00,166.808,52.017,207.6,123.36,1317.12,404.063,103.01220458333347,209.164,87.354,153.613,289.215,95.796,157.9,197.384,171.334,188.326,194.958,109.66,44.752,260.442
2002-05-23 06:40:00,166.088,51.16,207.633,124.3,1322.96,406.527,102.47827500000008,208.288,86.79,151.633,288.35,95.754,156.46,196.652,172.72,187.874,193.31,110.858,44.71,256.698
2002-05-23 06:45:00,168.386,52.773,209.4,122.123,1325.36,408.41,102.558,208.552,87.946,154.477,292.364,95.911,156.48,195.99,173.262,188.944,194.66,110.48,44.48,258.71
2002-05-23 06:50:00,166.018,52.323,208.9,123.143,1317.46,405.483,102.66454374999995,208.128,87.828,150.187,288.105,95.641,156.7,195.734,172.156,189.424,193.712,111.174,44.59,257.24
2002-05-23 06:55:00,166.542,50.327,208.633,122.027,1327.32,402.167,102.61735125000001,209.746,87.334,153.25,289.681,97.303,156.94,199.576,172.866,189.034,195.386,110.794,44.296,256.18
2002-05-23 07:00:00,167.616,51.15,210.133,123.38,1313.833,402.42,102.622,204.062,86.558,153.197,289.785,95.059,157.86,200.172,172.32,189.144,193.45,112.046,44.484,258.108
2002-05-23 07:05:00,166.634,50.997,209.933,121.547,1322.76,404.887,102.65669416666665,206.376,87.332,151.58,289.644,95.653,156.96,197.268,174.824,190.784,193.164,111.516,44.36,257.542
2002-05-23 07:10:00,168.102,51.043,207.267,124.453,1329.16,403.113,102.65967291666666,208.162,87.484,152.94,289.215,97.175,157.24,198.596,173.72,188.356,194.914,109.552,45.036,256.03
2002-05-23 07:15:00,167.024,52.237,205.367,123.713,1328.52,400.643,101.809,206.998,87.768,153.84,287.173,95.395,157.78,195.686,173.26,188.554,192.548,111.418,44.23,256.266
2002-05-23 07:20:00,168.244,51.81,205.867,125.413,1325.02,403.923,102.55521125000001,206.402,86.608,154.977,290.969,94.271,157.38,197.09,173.342,188.542,195.904,111.224,44.814,256.246
2002-05-23 07:25:00,167.39,51.07,207.3,126.48,1320.64,405.233,102.99026624999999,206.51,88.248,154.19,288.861,96.169,158.36,199.498,172.626,189.744,194.826,110.484,44.616,258.056
2002-05-23 07:30:00,169.306,51.693,210.733,124.083,1332.12,407.52,102.476,206.74,86.094,153.817,286.278,97.982,157.22,195.486,176.418,188.368,196.606,111.768,45.156,258.482
2002-05-23 07:35:00,167.238,50.8,208.8,125.053,1326.86,403.01,102.95174541666661,207.508,87.636,153.353,290.824,95.684,159.16,196.234,171.606,188.242,194.376,111.836,44.836,258.462
2002-05-23 07:40:00,168.318,51.883,209.333,126.103,1328.46,404.743,102.72810791666664,210.442,88.02,154.043,289.247,94.987,157.54,197.202,172.932,189.252,191.832,110.818,44.792,259.25
2002-05-23 07:45:00,165.292,51.307,207.833,123.053,1331.74,409.28,102.755,211.1,86.652,155.253,290.931,95.651,158.24,195.74,171.216,188.592,192.82,111.822,45.21,256.542
2002-05-23 07:50:00,168.55,53.22,208.733,123.27,1329.6,407.057,102.66775166666673,210.33,87.452,154.2,289.466,97.072,157.1,196.978,172.108,188.716,192.144,111.284,44.286,257.512
2002-05-23 07:55:00,167.238,51.417,207.1,123.95,1336.58,409.196,102.8058408333334,210.678,88.728,152.117,286.242,95.711,157.62,197.98,174.986,189.914,192.23,110.296,44.766,258.026
2002-05-23 08:00:00,168.288,51.003,206.533,125.007,1329.52,404.093,101.928,209.228,86.866,152.22,288.75,98.659,158.58,198.096,174.37,187.804,192.52,111.786,44.622,257.182
2002-05-23 08:05:00,166.15,51.417,208.133,123.28,1325.76,406.343,103.0747408333334,207.752,87.578,153.76,290.934,98.112,159.74,199.8,174.09,188.076,195.646,110.604,44.334,256.246
