                       ATHN    MXCO    NANM    CALM    ROME    AATB    BKSN    JUNG   JUNG1    LMKS    IRK2    IRK3    DRBS    NEWK   KIEL2    YKTK    KERG    CALG    OULU    APTY    TXBY    FSMT    INVK    JBGO    NAIN    PWNK    THUL    MWSN    SOPB    SOPO    DOMB    DOMC    TERA
2024-03-23 16:30:00;   null;219.500;255.813; 70.758;121.083;1275.750;119.777;152.793;343.314;406.239;336.755;408.000;102.403; 90.755;167.469;204.133;209.494;269.351; 98.922;164.895; 95.800;195.545;176.610;247.950;200.845;205.540;112.555;223.435;128.950;263.525;  4.274; 16.939;108.868
2024-03-23 16:32:00;   null;220.084;256.513; 69.958;124.941;1296.750;120.259;150.009;346.337;405.092;344.055;415.000;103.714; 88.625;170.019;201.200;209.060;277.300;100.850;161.475; 94.533;200.085;176.130;251.200;194.725;204.835;112.305;228.610;130.045;270.870;  4.475; 16.915;108.973
2024-03-23 16:34:00;   null;221.909;259.048; 67.242;121.966;1283.950;121.851;151.992;348.948;405.756;337.005;403.500;104.271; 88.200;167.371;202.667;212.973;272.566; 99.809;161.549; 93.667;199.680;176.760;   null;194.990;199.290;113.295;231.565;129.670;270.775;  4.325; 16.746;110.299
2024-03-23 16:36:00;   null;221.200;259.917; 69.033;123.341;1275.400;120.722;150.558;344.088;404.456;338.980;409.500;101.479; 90.755;167.165;203.733;209.119;275.427; 97.967;159.305; 95.000;194.920;173.485;   null;194.230;200.090;113.775;227.050;128.655;268.260;  4.545; 16.509;109.289
2024-03-23 16:38:00;   null;217.733;256.852; 73.958;121.983;1270.850;121.346;151.261;348.576;405.677;339.445;411.000;104.438; 88.275;163.326;201.867;208.475;272.620; 99.775;165.632; 95.467;197.410;176.260;   null;196.335;207.675;112.610;228.405;126.785;266.595;  5.026; 16.698;109.291
2024-03-23 16:40:00;   null;223.242;258.980; 72.108;122.008;1292.800;120.241;150.839;348.049;403.990;331.795;413.000;104.992; 87.225;167.703;197.867;209.976;273.063; 97.948;159.909; 94.733;195.200;173.950;242.900;198.100;204.275;114.740;229.430;127.625;268.630;  4.463; 17.358;108.496
2024-03-23 16:42:00;   null;222.258;256.834; 69.925;121.475;1285.850;119.847;152.488;343.511;402.758;337.465;407.000;102.090; 90.135;170.775;204.267;206.601;275.323; 97.321;162.306; 96.867;196.755;175.345;248.200;196.705;203.970;113.320;228.890;128.230;268.080;  4.191; 16.729;110.299
2024-03-23 16:44:00;   null;220.667;256.680; 66.117;123.433;1286.500;122.253;153.453;345.403;407.107;335.865;408.500;106.909; 90.340;170.420;202.067;206.662;275.806; 97.311;160.903; 95.133;200.165;175.305;   null;201.200;202.060;115.150;229.485;128.245;267.395;  4.779; 16.594;108.074
2024-03-23 16:46:00;   null;221.500;258.198; 73.233;121.242;1277.250;121.592;152.567;351.375;398.527;339.140;413.000;106.170; 89.635;162.986;203.533;209.072;270.708; 99.443;162.087; 94.000;200.260;179.675;247.300;197.060;203.385;112.780;228.035;128.040;272.570;  4.506; 16.667;106.854
2024-03-23 16:48:00;   null;220.034;257.758; 73.758;121.892;1252.350;120.735;150.222;348.490;399.736;336.740;413.500;107.351; 90.080;167.249;203.133;210.676;270.592;100.499;164.284; 94.733;197.880;176.220;248.900;196.365;203.340;113.500;223.405;128.700;267.570;  4.656; 17.240;108.074
2024-03-23 16:50:00;   null;220.625;256.743; 69.875;120.900;1287.100;121.333;152.529;346.285;409.395;339.555;405.500;105.053; 88.665;168.559;202.400;210.674;271.068; 99.862;163.396; 94.133;199.425;180.790;254.500;196.020;201.305;110.860;229.445;127.660;267.765;  4.541; 17.519;108.233
2024-03-23 16:52:00;   null;221.475;256.743; 72.450;120.592;1291.250;121.438;153.432;347.140;399.503;338.970;411.000;101.678; 88.350;166.434;203.400;209.072;268.518; 99.212;165.376; 92.733;198.260;176.385;248.000;194.340;204.195;112.485;222.660;128.555;268.820;  4.681; 16.451;108.021
